UNITID,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
201821,2,"R",4929,"R",1448,"R",35,"R",48,"R",0,"R",445,"R",9017,"R",5422,"R",10500,"R",15922,"R",236,"R",7393,"R",7629,1,"R",513,"R",1267,"R",0,"R",203819,2,"Z",0,"R",10751,"R",432754,"R",2164,"R",445669,"R",5000,"R",0,"R",5000,"R",654488,654488
201858,2,"R",115494,"R",144651,"R",124,"R",4313,"R",85672,"R",1781,"R",29505,"R",121588,"R",259952,"R",381540,"R",18827,"R",1258,"R",20085,1,"R",2185,"R",1570,"R",0,"R",183809,1,"R",21532,"R",32751,"R",48537,"R",1147,"R",82435,"R",1969,"R",84496,"R",86465,"R",374241,352709
201867,2,"R",1326,"R",0,"R",0,"R",29,"R",0,"R",292,"R",0,"R",1647,"R",0,"R",1647,"R",363,"R",0,"R",363,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
201885,2,"R",2684360,"R",1566040,"R",1270,"R",77317,"R",46354,"R",98491,"R",167738,"R",2860168,"R",1781402,"R",4641570,"R",127339,"R",2120290,"R",2247629,1,"R",28160,"R",20454,"R",10,"R",7937203,2,"Z",0,"R",1520257,"R",8626999,"R",128611,"R",10275867,"R",0,"R",2327914,"R",2327914,"R",20540984,20540984
201928,2,"R",24376,"R",148097,"R",76,"R",2158,"R",23994,"R",98,"Z",0,"R",26632,"R",172167,"R",198799,"R",13722,"R",12242,"R",25964,1,"R",1424,"R",2451,"R",0,"R",431712,1,"R",167455,"R",45471,"R",64595,"R",0,"R",110066,"R",0,"R",48856,"R",48856,"R",758089,590634
201946,2,"R",21291,"R",0,"Z",0,"R",597,"R",6,"R",265,"R",0,"R",22153,"R",6,"R",22159,"R",6412,"R",30,"R",6442,1,"R",1067,"R",745,"R",0,"R",266909,2,"Z",0,"R",86000,"R",60710,"R",3000,"R",149710,"R",0,"R",16500,"R",16500,"R",433119,433119
201955,2,"R",19311,"R",0,"R",0,"R",381,"R",2,"R",265,"R",0,"R",19957,"R",2,"R",19959,"R",18300,"R",10,"R",18310,1,"R",334,"R",707,"R",0,"R",427327,2,"Z",0,"R",14902,"R",83025,"R",747,"R",98674,"R",0,"R",4503,"R",4503,"R",530504,530504
201964,2,"R",51007,"R",203413,"R",79,"R",2850,"R",87836,"R",308,"R",40794,"R",54165,"R",332122,"R",386287,"R",3479,"R",4801,"R",8280,1,"R",1217,"R",689,"R",0,"R",164242,1,"R",33540,"R",9740,"R",34824,"R",0,"R",44564,"R",900,"R",53114,"R",54014,"R",296360,262820
201973,2,"R",16000,"R",1700,"R",175,"R",1840,"R",0,"R",102,"R",17,"R",17942,"R",1892,"R",19834,"R",1000,"R",3200,"R",4200,1,"R",1027,"R",1393,"R",0,"R",213332,1,"R",42000,"R",22000,"R",45000,"R",4000,"R",71000,"R",0,"R",26898,"R",26898,"R",353230,311230
202046,2,"R",44403,"R",150000,"R",73,"R",1328,"R",5660,"R",415,"R",11,"R",46146,"R",155744,"R",201890,"R",6572,"R",5081,"R",11653,1,"R",751,"R",408,"R",0,"R",228559,2,"Z",0,"R",21144,"R",30976,"R",825,"R",52945,"R",4615,"R",27723,"R",32338,"R",313842,313842
202073,2,"R",55070,"R",0,"R",8,"R",30602,"R",4,"Z",0,"Z",0,"R",85672,"R",12,"R",85684,"R",12945,"R",6500,"R",19445,1,"R",590,"R",263,"R",0,"R",313190,1,"R",71864,"R",22620,"R",28587,"R",3470,"R",54677,"R",5499,"R",22968,"R",28467,"R",468198,396334
202134,2,"R",539875,"R",295131,"R",383,"R",32579,"R",120447,"R",16629,"R",29357,"R",589083,"R",445318,"R",1034401,"R",41503,"R",149937,"R",191440,1,"R",10543,"R",19406,"R",0,"R",2339079,1,"R",756839,"R",44902,"R",1288491,"R",27255,"R",1360648,"R",0,"R",579657,"R",579657,"R",5036223,4279384
202161,2,"R",3544,"R",0,"R",36,"R",504,"R",0,"R",44,"R",0,"R",4092,"R",36,"R",4128,"R",481,"R",11600,"R",12081,1,"R",0,"R",10,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
202170,2,"R",40836,"R",253828,"R",167,"R",1469,"R",2058,"R",434,"R",28701,"R",42739,"R",284754,"R",327493,"R",7194,"R",29416,"R",36610,1,"R",1171,"R",858,"R",0,"R",339340,2,"Z",0,"R",42544,"R",77362,"R",0,"R",119906,"R",4676,"R",55563,"R",60239,"R",519485,519485
202222,2,"R",32991,"R",52921,"R",185,"R",4132,"R",16,"Z",0,"Z",0,"R",37123,"R",53122,"R",90245,"R",24629,"R",17739,"R",42368,1,"R",1191,"R",5284,"R",1,"R",1079126,1,"R",286266,"R",7623,"R",213526,"R",0,"R",221149,"R",0,"R",79730,"R",79730,"R",1666271,1380005
202356,2,"R",102162,"R",4172,"R",121,"R",6227,"R",1200,"R",462,"Z",0,"R",108851,"R",5493,"R",114344,"R",89179,"R",850117,"R",939296,1,"R",326,"R",124,"R",4,"R",4006839,1,"R",1103387,"R",217808,"R",374631,"R",2200,"R",594639,"R",0,"R",226550,"R",226550,"R",5931415,4828028
202435,2,"R",2123,"R",0,"R",0,"R",109,"R",0,"R",24,"R",0,"R",2256,"R",0,"R",2256,"R",478,"R",0,"R",478,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
202480,2,"R",660440,"R",914405,"R",330,"R",5937,"R",1575987,"R",6670,"R",120655,"R",673047,"R",2611377,"R",3284424,"R",85002,"R",155136,"R",240138,1,"R",9983,"R",11094,"R",2,"R",2613648,1,"R",1130407,"R",651146,"R",2357056,"R",77434,"R",3085636,"R",15569,"R",211637,"R",227206,"R",7056897,5926490
202514,2,"R",64765,"R",248869,"Z",0,"R",2206,"R",2057,"R",308,"R",65636,"R",67279,"R",316562,"R",383841,"R",3867,"R",7474,"R",11341,1,"R",1790,"R",541,"R",0,"R",46700,2,"Z",0,"R",3719,"R",61709,"R",3631,"R",69059,"R",1000,"R",57487,"R",58487,"R",174246,174246
202523,2,"R",359236,"R",1052603,"R",486,"R",65401,"R",178381,"R",370,"R",113212,"R",425007,"R",1344682,"R",1769689,"R",15929,"R",9742487,"R",9758416,1,"R",17864,"R",8064,"R",0,"R",1339146,1,"R",462063,"R",140412,"R",618150,"R",842444,"R",1601006,"R",27346,"R",313670,"R",341016,"R",3743231,3281168
202648,2,"R",19494,"R",104398,"R",244,"R",6389,"R",4380,"R",150,"R",10845,"R",26033,"R",119867,"R",145900,"R",4038,"R",53551,"R",57589,2,"A",,"A",,"R",0,"R",142224,1,"R",45500,"R",5408,"R",32230,"R",0,"R",37638,"R",0,"R",36058,"R",36058,"R",261420,215920
202684,2,"R",3732,"R",341647,"R",45,"R",19,"R",3,"R",82,"R",0,"R",3833,"R",341695,"R",345528,"R",218,"R",757,"R",975,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
202763,2,"R",98669,"R",285706,"R",173,"R",9267,"R",7202,"R",361,"R",72953,"R",108297,"R",366034,"R",474331,"R",16426,"R",34296,"R",50722,1,"R",4824,"R",1817,"R",2,"R",373331,2,"Z",0,"R",16460,"R",362921,"R",1940,"R",381321,"R",9706,"R",161196,"R",170902,"R",925554,925554
202806,2,"R",12417,"R",301497,"R",210,"R",658,"R",12527,"R",53,"R",53377,"R",13128,"R",367611,"R",380739,"R",8482,"R",70349,"R",78831,1,"R",621,"R",519,"R",0,"R",393959,2,"Z",0,"R",43497,"R",178697,"R",5950,"R",228144,"R",0,"R",32389,"R",32389,"R",654492,654492
202903,2,"R",48117,"R",62,"R",12,"R",1581,"Z",0,"R",66,"R",2752,"R",49764,"R",2826,"R",52590,"R",7546,"R",2715,"R",10261,1,"R",1,"R",64,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
202912,2,"R",6551,"R",267,"R",31,"R",58,"R",635,"R",189,"R",2451,"R",6798,"R",3384,"R",10182,"R",487,"R",15807,"R",16294,1,"R",687,"R",1844,"R",1,"R",325852,1,"R",73089,"R",30341,"R",366590,"R",16900,"R",413831,"R",0,"R",17094,"R",17094,"R",829866,756777
203067,2,"R",914000,"R",2725,"R",1200,"R",7900,"R",850,"R",1750,"R",890,"R",923650,"R",5665,"R",929315,"R",10600,"R",95,"R",10695,1,"R",445,"R",145,"R",4,"R",1259914,1,"R",384875,"R",230165,"R",113077,"R",11850,"R",355092,"R",26856,"R",95221,"R",122077,"R",2121958,1737083
203085,2,"R",86891,"R",279499,"R",200,"R",16537,"R",7199,"R",1293,"R",61058,"R",104721,"R",347956,"R",452677,"R",2201,"R",5942,"R",8143,1,"R",1358,"R",1681,"R",0,"R",181036,2,"Z",0,"R",22362,"R",46000,"R",750,"R",69112,"R",0,"R",61127,"R",61127,"R",311275,311275
203128,2,"R",219179,"R",144662,"R",127,"R",37569,"R",128468,"R",130,"R",11007,"R",256878,"R",284264,"R",541142,"R",8834,"R",975,"R",9809,1,"R",1498,"R",4076,"R",0,"R",310326,1,"R",60708,"R",38324,"R",221175,"R",534,"R",260033,"R",0,"R",92629,"R",92629,"R",723696,662988
203155,2,"R",10388,"R",112623,"R",137,"R",922,"R",128468,"R",226,"R",29195,"R",11536,"R",270423,"R",281959,"R",6748,"R",500,"R",7248,1,"R",334,"R",416,"R",0,"R",125584,1,"R",45392,"R",8927,"R",31796,"R",6821,"R",47544,"R",0,"R",44816,"R",44816,"R",263336,217944
203289,2,"R",200,"Z",0,"R",1,"R",5,"Z",0,"Z",0,"Z",0,"R",205,"R",1,"R",206,"R",10,"R",0,"R",10,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
203331,2,"R",15939,"R",0,"R",139,"R",421,"R",0,"R",6,"R",29195,"R",16366,"R",29334,"R",45700,"R",1171,"R",3450624,"R",3451795,1,"R",618,"R",506,"R",1,"R",147492,1,"R",52413,"R",64,"R",1210,"R",6510,"R",7784,"R",0,"R",73903,"R",73903,"R",281592,229179
203368,2,"R",299927,"R",91544,"R",282,"R",2256,"R",6519,"R",85,"R",11378,"R",302268,"R",109723,"R",411991,"R",21689,"R",10000,"R",31689,1,"R",5220,"R",10114,"R",0,"R",1086897,1,"R",300000,"R",323088,"R",625792,"R",18259,"R",967139,"R",0,"R",205614,"R",205614,"R",2559650,2259650
203386,1,"A",,"R",99,"R",12,"A",,"R",0,"A",,"R",0,"A",,"R",111,"R",111,"A",,"R",2051,"R",2051,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
203447,2,"R",33048,"R",0,"R",0,"R",572,"R",0,"R",411,"R",0,"R",34031,"R",0,"R",34031,"R",2318,"R",0,"R",2318,2,"A",,"A",,"R",0,"R",127814,1,"R",48535,"R",5736,"R",9811,"R",0,"R",15547,"R",3437,"R",8023,"R",11460,"R",203356,154821
203456,2,"R",18468,"R",0,"Z",0,"R",259,"Z",0,"R",23,"Z",0,"R",18750,"R",0,"R",18750,"R",142,"R",0,"R",142,1,"R",695,"R",1159,"R",0,"R",71031,1,"R",24578,"R",975,"R",3304,"R",0,"R",4279,"R",0,"R",47972,"R",47972,"R",147860,123282
203465,2,"R",50133,"Z",0,"Z",0,"R",4248,"Z",0,"R",578,"Z",0,"R",54959,"R",0,"R",54959,"R",6188,"R",0,"R",6188,1,"R",3910,"R",2186,"R",0,"R",367653,1,"R",144324,"R",23969,"R",56466,"R",5450,"R",85885,"R",951,"R",68898,"R",69849,"R",667711,523387
203474,2,"R",40468,"Z",0,"Z",0,"R",321,"Z",0,"Z",0,"Z",0,"R",40789,"R",0,"R",40789,"R",2785,"R",0,"R",2785,2,"A",,"A",,"R",0,"R",201419,1,"R",85608,"R",19290,"R",46,"R",0,"R",19336,"R",0,"R",51682,"R",51682,"R",358045,272437
203483,2,"R",76500,"Z",0,"Z",0,"R",3300,"Z",0,"R",0,"Z",0,"R",79800,"R",0,"R",79800,"R",4000,"R",0,"R",4000,2,"A",,"A",,"R",0,"R",154596,1,"R",57872,"R",14154,"R",9533,"R",1226,"R",24913,"R",0,"R",26567,"R",26567,"R",263948,206076
203492,2,"R",23563,"Z",0,"R",0,"R",195,"Z",0,"R",47,"Z",0,"R",23805,"R",0,"R",23805,"R",2107,"R",0,"R",2107,1,"R",10,"R",0,"R",0,"R",72543,1,"R",25313,"R",0,"R",8203,"R",50,"R",8253,"R",0,"R",2952,"R",2952,"R",109061,83748
203517,2,"R",1518496,"R",220834,"R",454,"R",322419,"R",133860,"R",35857,"R",14996,"R",1876772,"R",370144,"R",2246916,"R",94280,"R",234711,"R",328991,1,"R",6145,"R",9089,"R",5,"R",5418144,1,"R",1750079,"R",984962,"R",4532572,"R",96268,"R",5613802,"R",83693,"R",1142371,"R",1226064,"R",14008089,12258010
203526,2,"R",5000,"R",0,"Z",0,"R",0,"Z",0,"R",22,"R",2,"R",5022,"R",2,"R",5024,"R",569,"R",0,"R",569,2,"A",,"A",,"R",0,"R",105127,1,"R",27972,"R",2187,"R",3701,"R",5112,"R",11000,"R",0,"R",11344,"R",11344,"R",155443,127471
203535,2,"R",383050,"R",887312,"R",335,"R",42974,"R",256350,"R",2010,"R",46447,"R",428034,"R",1190444,"R",1618478,"R",28592,"R",253528,"R",282120,1,"R",1974,"R",1307,"R",0,"R",1330202,1,"R",441107,"R",392856,"R",841199,"R",7561,"R",1241616,"R",11545,"R",142600,"R",154145,"R",3167070,2725963
203544,2,"R",26339,"R",864,"R",110,"R",4477,"R",37554,"R",90,"R",137,"R",30906,"R",38665,"R",69571,"R",9549,"R",10731,"R",20280,1,"R",325,"R",35,"R",0,"R",280309,1,"R",56502,"R",56235,"R",55146,"R",50555,"R",161936,"R",884,"R",83709,"R",84593,"R",583340,526838
203580,2,"R",38643,"R",299340,"R",119,"R",1862,"R",81814,"R",0,"R",18188,"R",40505,"R",399461,"R",439966,"R",161,"R",485,"R",646,1,"R",659,"R",267,"R",0,"R",104835,2,"Z",0,"R",32,"R",31237,"R",19420,"R",50689,"R",0,"R",26118,"R",26118,"R",181642,181642
203599,2,"R",40390,"R",23426,"R",126,"R",835,"R",0,"R",201,"R",6,"R",41426,"R",23558,"R",64984,"R",19295,"R",589,"R",19884,1,"R",365,"R",196,"R",0,"R",688680,1,"R",194477,"R",118735,"R",24417,"R",49687,"R",192839,"R",0,"R",25182,"R",25182,"R",1101178,906701
203720,2,"R",2873,"R",147093,"R",67,"R",40,"R",39,"R",34,"R",24481,"R",2947,"R",171680,"R",174627,"R",121,"R",794,"R",915,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
203739,2,"R",2590,"R",147093,"R",67,"R",90,"R",39,"R",27,"R",24481,"R",2707,"R",171680,"R",174387,"R",139,"R",4289,"R",4428,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
203748,2,"R",88354,"R",192532,"R",178,"R",1217,"R",208,"R",919,"R",132353,"R",90490,"R",325271,"R",415761,"R",17506,"R",64605,"R",82111,1,"R",1603,"R",1436,"R",0,"R",888345,1,"R",188524,"R",39296,"R",97001,"R",0,"R",136297,"R",0,"R",187598,"R",187598,"R",1400764,1212240
203757,2,"R",48270,"R",239895,"Z",0,"R",372,"R",2057,"R",211,"R",44710,"R",48853,"R",286662,"R",335515,"R",1936,"R",2956,"R",4892,1,"R",1696,"R",1475,"R",1,"R",176508,1,"R",57000,"R",600,"R",96885,"R",32469,"R",129954,"R",0,"R",29600,"R",29600,"R",393062,336062
203775,2,"R",127003,"R",382388,"R",194,"R",6445,"R",7199,"R",2035,"R",38355,"R",135483,"R",428136,"R",563619,"R",5594,"R",14251,"R",19845,1,"R",2772,"R",2864,"R",1,"R",263555,2,"Z",0,"R",10400,"R",187040,"R",610,"R",198050,"R",1969,"R",51710,"R",53679,"R",515284,515284
203845,2,"R",163843,"R",126903,"R",167,"R",10870,"R",24123,"R",4435,"Z",0,"R",179148,"R",151193,"R",330341,"R",4122,"R",5219,"R",9341,1,"R",1838,"R",1808,"R",0,"R",403041,1,"R",106018,"R",54357,"R",193635,"R",1570,"R",249562,"R",1256,"R",89970,"R",91226,"R",849847,743829
203960,2,"R",7548,"R",32100,"R",15,"R",500,"R",23500,"R",335,"R",39292,"R",8383,"R",94907,"R",103290,"R",299,"R",475,"R",774,1,"R",258,"R",204,"R",0,"R",183053,2,"Z",0,"R",6762,"R",21051,"R",60255,"R",88068,"R",0,"R",0,"R",0,"R",271121,271121
203997,2,"R",102882,"R",249083,"R",145,"R",3323,"R",2057,"R",624,"R",79701,"R",106829,"R",330986,"R",437815,"R",3602,"R",6345,"R",9947,1,"R",1361,"R",2894,"R",0,"R",189030,2,"Z",0,"R",30606,"R",17736,"R",19064,"R",67406,"R",21,"R",30044,"R",30065,"R",286501,286501
204006,2,"R",54497,"R",680314,"R",712,"R",1758,"R",158445,"R",148,"R",196200,"R",56403,"R",1035671,"R",1092074,"R",5518,"R",10240,"R",15758,1,"R",122,"R",142,"R",0,"R",274919,1,"R",97852,"R",52181,"R",67806,"R",0,"R",119987,"R",2984,"R",17636,"R",20620,"R",513378,415526
204015,2,"R",27103,"R",680314,"R",712,"R",2986,"R",158445,"R",28,"R",196200,"R",30117,"R",1035671,"R",1065788,"R",3853,"R",8595,"R",12448,1,"R",0,"R",0,"R",0,"R",259338,1,"R",93024,"R",36181,"R",25901,"R",4643,"R",66725,"R",100,"R",38718,"R",38818,"R",457905,364881
204024,2,"R",1266544,"R",680314,"R",734,"R",65470,"R",158445,"R",42480,"R",196200,"R",1374494,"R",1035693,"R",2410187,"R",97027,"R",177081,"R",274108,1,"R",15731,"R",13438,"R",3,"R",4265696,1,"R",1409735,"R",927544,"R",3252195,"R",30923,"R",4210662,"R",15850,"R",696594,"R",712444,"R",10598537,9188802
204060,1,"A",,"R",160828,"R",107,"A",,"R",2509,"A",,"R",52748,"A",,"R",216192,"R",216192,"A",,"R",22475,"R",22475,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
204176,2,"R",8398,"R",264530,"R",42,"R",871,"R",5142,"R",683,"R",25545,"R",9952,"R",295259,"R",305211,"R",9952,"R",295217,"R",305169,1,"R",4365,"R",1112,"R",5,"R",290392,2,"Z",0,"R",38940,"R",632240,"R",6594,"R",677774,"R",0,"R",60750,"R",60750,"R",1028916,1028916
204185,2,"R",232396,"R",423723,"R",226,"R",56611,"R",59384,"R",2492,"R",60137,"R",291499,"R",543470,"R",834969,"R",4820,"R",41358,"R",46178,1,"R",5728,"R",1286,"R",0,"R",498409,1,"R",92728,"R",94017,"R",588926,"R",0,"R",682943,"R",28922,"R",99388,"R",128310,"R",1402390,1309662
204194,2,"R",100799,"R",149341,"R",235,"R",4880,"R",128468,"R",62880,"R",29195,"R",168559,"R",307239,"R",475798,"R",18580,"R",4388,"R",22968,1,"R",3186,"R",2632,"R",0,"R",164821,2,"Z",0,"R",83,"R",93206,"R",0,"R",93289,"R",0,"R",61914,"R",61914,"R",320024,320024
204200,2,"R",49696,"R",149341,"R",113,"R",9075,"R",0,"R",80,"R",30599,"R",58851,"R",180053,"R",238904,"R",4189,"R",9012,"R",13201,1,"R",1613,"R",1928,"R",0,"R",322227,1,"R",75524,"R",26245,"R",137566,"R",2780,"R",166591,"R",0,"R",71209,"R",71209,"R",635551,560027
204255,2,"R",39652,"R",99,"R",629,"R",381,"R",99,"R",44,"R",44,"R",40077,"R",871,"R",40948,"R",5159,"R",99,"R",5258,1,"R",1978,"R",1437,"R",1,"R",201442,1,"R",68922,"R",2845,"R",31730,"R",3836,"R",38411,"R",0,"R",23436,"R",23436,"R",332211,263289
204264,2,"R",113792,"R",279915,"R",0,"R",1513,"R",26724,"R",1254,"R",60228,"R",116559,"R",366867,"R",483426,"R",1314,"R",7977,"R",9291,1,"R",335,"R",3184,"R",0,"R",327298,1,"R",65640,"R",7530,"R",171073,"R",31869,"R",210472,"R",115,"R",0,"R",115,"R",603525,537885
204316,2,"R",11615,"R",193007,"R",41,"R",579,"R",3183,"R",10,"R",405,"R",12204,"R",196636,"R",208840,"R",46,"R",13633,"R",13679,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
204440,2,"R",14685,"R",63000,"R",450,"R",490,"R",21500,"R",39,"Z",0,"R",15214,"R",84950,"R",100164,"R",1252,"R",24520,"R",25772,1,"R",1892,"R",2005,"R",0,"R",105600,1,"R",56000,"R",19513,"R",14051,"R",6536,"R",40100,"R",0,"R",30000,"R",30000,"R",231700,175700
204468,2,"R",21367,"R",114013,"R",117,"R",1303,"R",5487,"R",181,"R",47,"R",22851,"R",119664,"R",142515,"R",7230,"R",1174,"R",8404,1,"R",10,"R",86,"R",0,"R",138264,1,"R",20136,"R",1766,"R",35787,"R",28781,"R",66334,"R",198,"R",63831,"R",64029,"R",288763,268627
204477,2,"R",46396,"R",150057,"R",115,"R",62,"R",0,"R",12118,"R",29277,"R",58576,"R",179449,"R",238025,"R",5758,"R",5000,"R",10758,1,"R",2909,"R",1520,"R",0,"R",368117,1,"R",88253,"R",9319,"R",556371,"R",135,"R",565825,"R",0,"R",78357,"R",78357,"R",1100552,1012299
204486,2,"R",42841,"R",43349,"R",165,"R",220,"R",0,"Z",0,"Z",0,"R",43061,"R",43514,"R",86575,"R",5045,"R",27541,"R",32586,1,"R",1054,"R",364,"R",0,"R",98042,1,"R",13695,"R",21346,"R",87779,"R",546,"R",109671,"R",0,"R",92215,"R",92215,"R",313623,299928
204501,2,"R",1521026,"R",495812,"R",781,"R",160215,"R",108525,"R",21082,"R",187064,"R",1702323,"R",792182,"R",2494505,"R",85101,"R",281561,"R",366662,1,"R",10526,"R",8113,"R",4,"R",3242126,1,"R",1377198,"R",849111,"R",1529104,"R",84663,"R",2462878,"R",77141,"R",285089,"R",362230,"R",7444432,6067234
204608,2,"R",1752,"Z",0,"R",4,"R",15,"Z",0,"Z",0,"Z",0,"R",1767,"R",4,"R",1771,"R",34,"R",1,"R",35,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
204617,2,"R",78234,"R",149341,"R",264,"R",3267,"R",4187,"R",5305,"R",29195,"R",86806,"R",182987,"R",269793,"R",3878,"R",17419,"R",21297,1,"R",2643,"R",2626,"R",0,"R",379425,2,"Z",0,"R",6513,"R",202317,"R",66452,"R",275282,"R",0,"R",17721,"R",17721,"R",672428,672428
204626,2,"R",944,"R",180285,"R",120,"R",0,"R",0,"R",10,"Z",0,"R",954,"R",180405,"R",181359,"R",5,"R",85,"R",90,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
204635,2,"R",273315,"R",254504,"R",190,"R",7272,"R",85674,"R",3278,"R",152149,"R",283865,"R",492517,"R",776382,"R",17775,"R",1260,"R",19035,1,"R",742,"R",518,"R",1,"R",768212,1,"R",356107,"R",94023,"R",1022115,"R",644,"R",1116782,"R",17263,"R",129030,"R",146293,"R",2387394,2031287
204662,2,"R",6138675,"R",1011281,"R",1348,"R",169180,"R",100104,"R",217395,"R",21427,"R",6525250,"R",1134160,"R",7659410,"R",436745,"R",2418695,"R",2855440,1,"R",153,"R",152,"R",0,"R",116910,1,"R",48465,"R",27105,"R",5000,"R",12795,"R",44900,"R",0,"R",4100,"R",4100,"R",214375,165910
204671,2,"R",6138675,"R",1011281,"R",1348,"R",169180,"R",100104,"R",217395,"R",21427,"R",6525250,"R",1134160,"R",7659410,"R",436745,"R",2418695,"R",2855440,1,"R",206,"R",118,"R",0,"R",176573,1,"R",59406,"R",42398,"R",27407,"R",0,"R",69805,"R",0,"R",33985,"R",33985,"R",339769,280363
204680,2,"R",6138675,"R",1011281,"R",1348,"R",169180,"R",100104,"R",217395,"R",21427,"R",6525250,"R",1134160,"R",7659410,"R",436745,"R",2418695,"R",2855440,1,"R",121,"R",110,"R",0,"R",124385,1,"R",48856,"R",2847,"R",174,"R",17085,"R",20106,"R",0,"R",9457,"R",9457,"R",202804,153948
204699,2,"R",6138675,"R",1011281,"R",1348,"R",169180,"R",100104,"R",217395,"R",21427,"R",6525250,"R",1134160,"R",7659410,"R",436745,"R",2418695,"R",2855440,1,"R",102,"R",72,"R",0,"R",170718,1,"R",54869,"R",23056,"R",30146,"R",0,"R",53202,"R",236,"R",20521,"R",20757,"R",299546,244677
204705,2,"R",6138675,"R",1011281,"R",1348,"R",169180,"R",100104,"R",217395,"R",21427,"R",6525250,"R",1134160,"R",7659410,"R",436745,"R",2418695,"R",2855440,1,"R",425,"R",144,"R",0,"R",259611,1,"R",86716,"R",63090,"R",52244,"R",0,"R",115334,"R",0,"R",8594,"R",8594,"R",470255,383539
204796,2,"R",6138675,"R",1011281,"R",1348,"R",169180,"R",100104,"R",217395,"R",21427,"R",6525250,"R",1134160,"R",7659410,"R",436745,"R",2418695,"R",2855440,1,"R",76664,"R",68166,"R",12,"R",13560968,1,"R",4650628,"R",5571724,"R",9091338,"R",1143705,"R",15806767,"R",115935,"R",2420409,"R",2536344,"R",36554707,31904079
204857,2,"R",1866020,"R",1064524,"R",574,"R",279469,"R",21870,"R",61495,"R",77421,"R",2206984,"R",1164389,"R",3371373,"R",125688,"R",343080,"R",468768,1,"R",41916,"R",33847,"R",10,"R",5467356,1,"R",1909210,"R",1062883,"R",4506874,"R",203406,"R",5773163,"R",14261,"R",1521281,"R",1535542,"R",14685271,12776061
204884,2,"R",2841,"R",0,"R",1,"R",38,"R",0,"R",9,"R",2473,"R",2888,"R",2474,"R",5362,"R",20,"R",98,"R",118,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
204909,2,"R",360894,"R",307755,"R",277,"R",11451,"R",126918,"R",2291,"R",76140,"R",374636,"R",511090,"R",885726,"R",14136,"R",59228,"R",73364,1,"R",2916,"R",3974,"R",1,"R",766441,1,"R",340933,"R",68465,"R",410717,"R",18954,"R",498136,"R",25315,"R",189123,"R",214438,"R",1819948,1479015
204936,2,"R",150184,"R",279888,"R",229,"R",15441,"R",7204,"R",2255,"R",56335,"R",167880,"R",343656,"R",511536,"R",12958,"R",20504,"R",33462,1,"R",4561,"R",3964,"R",0,"R",761650,1,"R",207380,"R",89886,"R",302706,"R",0,"R",392592,"R",2505,"R",91249,"R",93754,"R",1455376,1247996
