UNITID,CIPTUIT1,CHG1PY0,CHG1PY1,CHG1PY2,CHG1PY3
450739,.,17712,18252,17775,17775
450757,.,18495,18495,18495,18495
450951,.,25990,25990,25990,25990
450960,.,14225,15199,15207,15207
450988,.,9200,9300,9300,9350
451006,.,15975,15975,16500,16975
451033,7300,.,.,.,.
451042,.,16550,16550,16550,16550
451051,9560,.,.,.,.
451097,.,10600,12000,11600,11900
451103,.,38570,42702,43896,38059
451121,.,15150,15150,15250,15400
451149,.,16300,16300,15700,15700
451158,.,16300,15300,15700,15700
451167,.,12100,12100,12100,12100
451194,.,8500,8500,8875,8875
451219,.,10095,10095,10095,10685
451228,.,11280,16136,16136,16370
451237,.,15000,15000,15000,15000
451255,.,11750,11750,13250,13200
451264,.,12970,13745,13745,13745
451282,.,16500,16500,18500,18500
451291,10895,.,.,.,.
451307,.,15300,15325,16825,16825
451334,.,12900,12900,12900,13000
451343,.,9150,9850,10500,12600
451352,.,15584,16204,16904,16784
451361,.,9500,9500,9500,9500
451459,.,6700,6700,7000,7000
451468,.,17150,17750,18250,18700
451477,.,16136,16136,16136,16370
451495,.,11369,11369,12069,11369
451501,.,7910,9035,9035,9000
451529,.,13875,13875,13875,13875
451538,.,11625,15375,15375,15475
451547,.,15400,15400,15400,15400
451565,.,14600,14500,14500,17250
451574,.,16000,16000,16000,16150
451583,.,3298,3386,3281,3748
451617,.,13688,12600,12600,12550
451626,.,14450,15460,15620,15620
451644,.,11400,11400,11400,13400
451653,.,13050,13000,13000,13500
451714,.,16000,16500,16500,17250
451918,.,13800,13800,13800,13800
452009,.,10920,10920,10920,10920
452072,.,15680,15680,15740,15740
452081,.,15680,15680,15740,15740
452771,2525,.,.,.,.
452780,2525,.,.,.,.
452887,.,10500,10500,11760,11860
452948,.,34660,36280,36280,37015
453109,.,19315,19315,19315,20465
453297,.,21905,21905,21905,21905
453552,.,13647,16735,17025,14685
453792,.,13578,15415,15415,15605
453817,.,27900,30720,27300,27300
454306,.,16100,16100,17727,17727
454537,.,14550,14550,14550,14800
454546,.,16184,13763,14022,13910
454555,.,15341,16322,16786,15293
454573,.,16184,16133,16597,17146
454607,.,16900,16900,16900,16950
454652,.,15600,16000,16000,16000
454722,.,14350,17108,15300,15300
454759,.,12007,12007,12000,12000
454768,.,18000,18000,19500,19500
454777,.,20000,22256,22256,22256
454786,.,28000,28000,29800,29800
454795,.,9900,9900,9900,12000
454801,.,26427,26928,26913,28198
454810,.,24900,24900,25900,25280
454847,.,8100,8100,8100,8100
454865,.,45140,47113,47113,47113
454874,.,14400,15600,15600,16550
454892,.,9950,10950,10950,10950
454908,.,9950,9950,9950,9950
454917,.,11510,12706,12806,13706
454926,.,17400,17400,17400,17400
454935,.,10700,11300,11300,11300
454944,.,13500,13500,13500,13500
454953,.,10234,10234,10234,11867
454962,.,10234,10234,10234,11867
454971,.,18800,19400,19982,19982
454980,.,18800,19400,19982,19982
454999,.,17800,18400,18952,18952
455008,.,17800,16900,17407,17407
455017,.,16150,16150,16150,16150
455026,.,32955,32955,32955,33424
455035,.,6500,7000,7000,7000
455053,.,13015,13015,13015,13015
455062,.,8638,9500,9500,10450
455071,12750,.,.,.,.
455080,.,14250,14250,14350,14250
455105,.,13100,13100,14100,14200
455141,.,19750,19750,21450,22775
455187,.,10000,10600,12500,12500
455196,.,26715,28227,28277,29291
455202,.,28825,28950,28950,32125
455211,.,16675,17350,21301,21301
455220,.,10345,12345,12345,12345
455239,.,12599,13000,13500,13500
455275,.,19750,20550,21450,22775
455284,.,14983,14983,14983,15970
455327,.,10626,10650,10650,10935
455336,.,24000,24000,24000,24000
455345,.,13720,13720,13720,14670
455354,.,16075,16075,16075,16075
455381,.,15500,15500,15750,15750
455460,.,16053,16053,16053,15343
455488,.,19368,16956,17206,15318
455725,.,17055,17805,17805,17805
455734,.,29000,29000,29100,29100
455752,.,13525,14675,14675,14675
455761,.,18000,18086,18075,18075
455798,.,18000,18000,18000,19100
455831,.,17000,17000,17000,17000
455840,.,15000,15000,15000,15000
455859,.,17480,19000,19000,19000
455868,.,11106,11106,11100,12600
455877,.,19900,19900,19900,20400
455886,.,18800,19400,19982,19982
455895,.,18800,19400,19982,19982
455901,.,17000,17150,17150,17150
455910,.,5900,5900,6400,6500
455929,.,15100,15100,15100,15100
455938,.,5150,5100,5100,5100
455947,.,15750,15750,15750,15750
455956,.,9585,9585,9595,9595
455965,.,16235,16235,16125,16125
455983,.,8640,8640,8940,9280
456001,.,18000,18000,20500,20500
456029,.,14000,15100,15100,15100
456038,.,11397,11734,12379,12380
456065,.,14850,17050,17050,17050
456074,.,14850,17050,17050,17050
456092,.,10500,10500,10500,10500
456126,.,14400,15150,15150,15150
456135,.,15500,16250,16250,16461
456144,.,24000,24000,24000,24000
456153,.,24000,24000,24000,24000
456214,.,14932,14073,14073,14033
456287,.,19930,19430,19430,19430
456320,.,14052,23347,23394,24913
456339,.,20973,21000,21000,14381
456506,.,15680,15680,15740,15740
456515,.,15680,15680,15740,15740
456551,.,17000,17000,17000,17000
456560,.,2350,2390,2592,2800
456588,.,18400,18400,18400,18400
456597,.,18400,18400,18400,18400
456825,.,16600,16600,16600,16550
456861,.,14017,16111,16111,14574
456922,.,19120,18360,18360,18360
456931,.,19900,19900,19900,19900
456968,.,17875,17875,19995,20145
457031,.,18300,18300,18300,18250
457077,.,16664,17213,17169,17146
457086,.,28500,28500,29950,29950
457101,.,41616,41616,41616,41152
457110,.,48142,48142,46611,46461
457174,.,15995,15995,19990,20520
457192,.,13500,13500,13500,13500
457208,.,20115,20115,20115,19650
457244,.,21660,21660,21660,21660
457253,.,14395,11121,11115,13915
457299,.,10359,4608,4608,4608
457314,.,25245,26010,26010,26010
457323,.,18110,18011,18000,19456
457332,.,18500,18500,18500,18500
457341,.,19200,19200,19200,19200
457378,.,4496,5306,5576,5576
457387,.,5080,5255,5865,5084
457396,.,11840,12090,14500,14650
457420,.,14145,14600,14600,14600
457439,.,13395,13395,13395,13395
457448,.,15065,15065,13575,13575
457466,.,14500,15500,15500,15500
457475,.,17050,17050,17050,17450
457527,.,32100,32100,32100,32100
457536,.,14960,18960,18960,21960
457545,.,16925,16925,16925,16925
457554,.,14200,15325,15325,15325
457563,.,17200,17450,18250,18700
457572,.,14549,14549,15949,13800
457581,.,16700,16700,16700,16700
457606,.,7125,7500,7500,7500
457615,10300,.,.,.,.
457624,.,13500,13500,13500,13500
457633,.,13665,15765,17765,17765
457642,.,13615,13615,13615,15015
457651,.,20293,20842,20469,20475
457679,.,12900,14700,14900,14900
457688,.,14940,14940,14940,14940
457703,.,15100,15250,15250,20525
457721,.,10500,10500,10500,10500
457749,.,17200,17200,17200,17200
457776,.,13600,15000,15000,15000
457785,.,19450,19450,19450,19450
457794,.,4000,4200,4200,4200
457800,.,10000,10000,10000,10000
457819,.,33127,37245,37245,37249
457828,.,15612,15612,15612,15612
457837,.,7600,7900,7900,7900
457846,.,14125,14575,15575,15575
457855,.,14500,14500,14500,14500
457864,.,14900,15500,15500,15500
457873,9750,.,.,.,.
457891,.,13650,15650,15650,17000
457916,.,16023,16471,16471,16471
457943,.,13500,13500,13500,13500
457952,.,16525,17225,17250,17250
457961,.,16600,16600,18100,18100
457989,.,6300,6300,6300,6300
457998,.,14100,14100,16000,16000
458007,.,11000,13500,13500,13500
458016,.,12400,13200,15100,15300
458043,.,17550,17550,19300,19300
458052,.,9834,10250,10475,10500
458061,.,14000,14000,14000,14000
458070,.,18915,16875,16815,16815
458098,.,16600,16500,16500,16725
458104,.,15582,15582,15582,15582
458122,.,9950,9950,9950,9950
458131,.,16300,16693,16693,16693
458168,.,19050,19050,19441,19050
458186,.,14987,14987,14979,15154
458195,.,19395,19420,19395,20445
458265,.,14225,14725,14225,14725
458274,.,19500,19500,19500,19500
458283,.,15735,15735,15735,15985
458423,8680,.,.,.,.
458478,.,25142,25142,22156,21896
458690,.,14790,14780,14780,14930
458706,.,15915,15915,15915,16165
458803,.,15000,15750,15750,15750
458812,.,15240,15990,15990,15990
458821,.,15750,16500,16500,16500
458830,.,16191,16941,16941,17000
458849,.,13176,13926,13926,15156
458858,.,15750,16500,16500,17250
458867,.,18513,19263,19263,19260
459000,.,16395,17145,17145,17145
459019,.,16260,17010,17010,18750
459037,.,15750,16500,16500,18750
459046,.,15750,16500,16500,18750
459055,.,12192,12942,12942,12942
459064,.,18360,19110,19110,18750
459073,.,16395,17145,17145,17145
459116,.,16500,16600,16600,17630
459125,.,14100,14100,14100,14600
459143,.,34485,41800,41800,41800
459170,.,15240,15240,15240,15240
459189,.,12460,12809,13700,13600
459198,.,15000,15000,16000,16000
459213,.,28480,28480,30034,30049
459231,.,18623,18749,18789,19840
459277,.,18300,19200,19200,19200
459286,.,14900,14900,15400,15600
459295,.,17200,17200,17200,18200
459301,.,14900,14900,14900,14900
459329,.,4545,4565,4618,4640
459347,.,13490,14490,14490,14490
459356,.,33995,34200,34200,38600
459365,.,16975,17350,17725,17725
459374,.,11450,11450,14750,15400
459392,.,14390,14390,15390,15390
459408,.,6735,6735,6795,7295
459426,.,14700,15500,15500,15500
459462,.,22400,22400,22400,22400
459471,.,12599,13000,13600,13500
459480,.,15200,15200,15200,15200
459499,.,11500,11799,11799,11799
459514,.,12225,12225,12900,13225
459532,.,18275,18375,18375,18375
459541,.,13500,13500,13500,13500
459550,.,16000,16500,16500,17000
459578,.,15750,16200,16200,16000
459958,.,14418,13925,13935,14235
459967,.,18950,18950,16800,16800
459985,.,18950,18950,16800,16800
460011,.,16750,16850,16850,17225
460057,.,14130,14130,14130,14130
460093,.,15680,15680,15740,15740
460109,.,15680,15680,15740,15740
460118,.,15680,15680,15740,15740
460127,.,15680,15680,15740,15740
460136,.,11397,11734,12024,12380
460145,.,16877,16877,16877,17725
460172,.,19348,19348,19348,19348
460181,.,14710,14977,15000,15100
460190,.,14900,15129,15300,15430
460206,.,14640,15128,15100,15230
460446,.,13200,13200,13200,13200
460455,.,14125,14575,15575,15575
460516,.,16184,16125,16587,16586
460525,.,12468,13508,13536,13482
460534,.,16049,15793,16295,16323
460543,.,40950,41950,42950,43950
460552,.,16450,17000,17000,1700
460561,.,13498,13498,13498,13498
460570,.,19996,23175,23175,23175
460589,.,12700,12700,12700,12700
460598,.,13631,13856,13896,13901
460604,.,6576,6576,6576,6576
460659,.,15326,15400,15400,15400
460695,.,16957,17460,17460,17460
460701,.,13954,14954,15135,16036
460729,.,18600,18735,18735,18735
460765,.,10582,10582,10582,10582
460808,.,8400,8550,8500,9000
460862,.,17900,17900,18050,18050
460905,.,16840,14500,14500,14500
460914,.,15900,15900,17300,16500
460932,.,12990,12990,12990,12990
460950,.,14350,14350,14350,14350
460969,.,13700,14100,14100,14100
460978,.,16350,16650,16950,16950
460987,.,14990,15990,15990,15990
460996,.,17469,17954,17954,17954
461005,.,28050,28050,28050,28050
461041,.,14734,15193,15656,16280
461111,.,9165,9165,9285,11105
461175,.,9966,10100,10600,10800
461193,.,14400,14825,14825,15775
461218,.,14500,15000,18750,20500
461227,.,16100,16000,16000,16000
461245,.,911,909,1059,1059
461254,.,9760,9760,14000,14000
461263,.,29575,28900,28900,33375
461272,.,13650,13650,13650,13650
461290,.,13560,13560,13560,13560
461306,.,2688,2688,2688,2841
461324,7495,.,.,.,.
461333,98750,.,.,.,.
461342,.,11959,11677,12709,13659
461351,.,760,760,760,760
461360,.,16400,16400,16400,16400
461379,.,13845,13845,13933,13995
461388,.,8000,8000,8000,8000
461412,10540,.,.,.,.
461421,.,16500,16500,16500,17250
461430,20465,.,.,.,.
461449,.,9500,9500,9500,9500
461494,.,15250,15100,15100,15000
461500,.,9875,9900,9900,9800
461537,.,13050,13050,13050,14355
461546,.,11750,12750,12750,15700
461555,.,16100,16100,16100,16100
461564,.,14600,14600,14600,14600
461573,.,16600,16600,16600,16600
461582,.,9875,9975,9975,9975
461591,.,19050,19058,19058,19058
461607,.,13507,13507,14170,14774
461625,.,9150,9150,9150,9162
461652,.,16400,16400,16400,16400
461689,.,11397,11734,12024,12380
461698,.,17825,17825,15825,17965
461704,.,11900,11900,11900,15900
461713,.,11050,11350,11350,11350
461722,.,12600,12600,13600,13600
461731,.,19561,19561,19460,19361
461740,.,9210,9200,9200,10075
461768,.,8600,8600,9000,8100
461786,.,12710,12710,12710,12710
461801,.,14609,14609,16609,15223
461810,.,3500,3529,3529,3557
461829,.,22575,22575,25475,22575
461838,.,8495,8495,8995,8995
461856,.,12792,13700,13500,13700
461865,.,13430,17380,19430,19814
461874,.,16000,17490,18000,16500
461892,.,9000,11000,10300,10300
461908,.,20150,20150,20150,20150
461917,.,15495,15495,15495,15495
461926,.,10600,11100,11100,11100
461935,.,9150,9600,10500,11025
461944,.,13900,15900,15700,15700
461962,.,13095,14125,14125,14235
461980,.,18500,18500,18300,18300
461999,.,12800,13700,14100,14100
462008,.,15900,16900,16900,16900
462017,.,15990,16490,16490,16640
462026,.,11100,11100,11100,11100
462035,.,9000,9000,9000,9050
462053,.,10600,10600,10600,10600
462062,.,7325,7325,7325,7325
462071,.,11000,11000,12800,12800
462309,.,24215,24215,24215,24215
462318,.,8395,8395,9890,9890
462327,.,8395,8395,9890,9890
462336,.,16143,16100,18400,18500
462345,.,18000,18000,18000,18000
466523,.,22555,22555,11530,11530
467094,.,11900,11900,12440,12590
467368,.,32351,32351,32266,32116
467784,.,19218,19218,15374,15985
467863,.,14400,14400,14400,15400
467872,.,14400,14400,14400,15400
467906,.,16750,16850,16850,17225
468246,.,16938,18361,18361,18631
468255,.,16938,18361,18361,18631
468705,.,14580,14580,16650,16650
468732,.,14017,16111,16111,14574
468769,.,9958,10954,10954,11954
468848,.,18300,19500,19500,19500
468875,.,11400,11600,11600,11700
468893,.,16600,16600,16600,16550
468909,.,18300,19500,19500,19500
468963,.,10295,10295,10295,10295
469054,.,17264,17365,17365,14380
469124,.,12330,12536,12736,12796
469133,.,11957,12007,12060,12067
469142,.,11957,12007,12007,12017
469151,.,12100,12100,12100,12160
469160,.,12100,12100,12100,12110
469197,.,13275,13275,15225,15225
469586,.,12139,12139,12139,12149
469610,.,13971,13971,13971,13971
469629,.,18646,18838,18838,19378
469638,.,13721,14721,14721,14721
469647,.,14734,15303,15656,16280
469911,.,15140,15140,17700,17700
469920,.,15140,15140,17700,17700
469957,.,21035,21986,22975,24075
469993,.,11900,11900,11900,13430
470038,.,18300,19500,19500,19500
470047,.,17300,17300,16000,16000
470296,.,15400,15400,15400,15400
470393,.,18800,19400,19982,19982
474915,.,16000,16000,16000,16000
474924,.,16000,16000,16000,16000
474933,.,12600,12600,12600,12600
474942,.,12600,12600,12600,12600
475015,.,21150,21150,21100,21100
475024,.,14684,14191,14304,14235
475097,.,33773,37765,37740,37670
475255,.,12625,12625,13325,13325
475282,.,23010,23852,24619,26153
475325,.,11772,12664,12769,13052
475389,.,11650,11650,11650,11650
475404,.,6775,7375,7375,7375
475413,.,15941,15941,15941,15941
475431,.,11500,11500,11500,11500
475459,.,13725,14225,14225,14225
475468,.,11220,14525,15525,15525
475486,.,16000,16500,16500,17250
475501,.,24000,24000,24000,24000
475538,.,14600,14600,15600,17600
475547,.,13500,13500,13500,14675
475556,.,15300,15300,15300,15300
475574,.,12600,14600,14600,14600
475626,.,13575,13575,18075,18075
475653,.,14375,14375,14375,14375
475662,.,15085,15415,16091,16500
475705,.,23790,23890,23425,23425
475714,.,10450,10450,10450,10450
475723,.,4036,3820,4680,4680
475750,.,.,.,45606,45456
476063,.,16125,16625,17500,17625
476179,.,18000,18750,18750,18750
476230,.,15690,15690,15740,15740
476294,.,13625,15275,15275,15725
476346,.,9947,9947,9947,9957
476470,.,31616,32016,32000,29760
476489,.,10050,10050,10925,12095
476498,.,9000,9000,9000,9000
476513,.,12081,14082,14475,15200
476522,.,7600,8360,8360,8360
476531,.,10400,10400,10400,10400
476540,.,13930,14295,14295,14795
476559,.,13930,14295,14295,14795
476568,.,15135,17135,17135,19135
476577,.,14450,14450,15350,15350
476586,.,9920,9920,10520,14345
476595,.,27790,27954,30000,30100
476610,.,6500,6500,7500,7500
476629,.,16350,16350,16350,16350
476674,.,9500,9650,9900,9900
476683,.,20415,20600,20600,20600
476708,.,8700,8700,8700,8700
476726,.,22580,22580,26000,27500
476735,.,13440,13440,13440,14000
476744,.,19485,19485,19585,19485
476753,.,15250,17200,17200,17200
476771,.,10916,10916,10916,10916
476780,.,263,200,1500,350
476799,.,27020,27020,32535,32910
476805,.,9070,9070,9511,9511
476814,13950,.,.,.,.
476823,.,15630,15600,15600,15600
476841,.,16000,16000,16000,16000
476850,.,8494,8883,8724,10050
476869,.,12900,12900,13500,13950
476878,.,7500,7500,7500,8500
476887,.,12200,12215,12160,12160
476896,.,16100,16100,14100,14100
476902,.,12515,13515,13615,15515
476911,.,19397,21200,21200,21200
476939,.,.,.,14535,14885
476948,.,18040,18040,21140,21140
476957,.,12120,12120,12120,12120
476966,.,17760,17760,21200,21200
476984,.,14500,14500,14500,15500
476993,.,14050,14050,14550,14550
477002,.,13915,15115,15115,15115
478582,.,18360,19110,19110,19260
478591,.,16350,16650,16950,16950
478616,.,18000,18750,18750,18750
478661,.,14946,15291,15747,16530
478917,.,13000,13000,13000,13200
478953,.,17850,18350,18650,18645
479053,.,11685,11685,11685,11754
479062,.,15650,15650,15750,16250
479248,.,8640,8640,8940,9280
479424,.,27020,27020,32535,32910
479965,.,6665,7100,6800,7745
479974,.,15825,15834,15834,15834
479983,.,17440,17490,17490,17490
479992,.,2000,2000,2000,2500
480000,.,12257,12750,12750,12750
480019,.,9555,9655,9650,9925
480028,.,17520,17420,17630,17630
480037,.,.,16136,16618,16370
480125,.,16350,16650,16950,16950
480161,.,12166,12166,12166,12166
480170,.,18600,18600,18600,18600
480310,.,17040,17040,18300,18300
480329,.,19152,19152,15322,15781
480338,.,19500,14898,11918,11918
480347,.,16100,16100,16100,16100
480471,.,18300,19500,19500,19500
480523,.,15680,15680,15740,15740
480532,.,15680,15680,15740,15740
480550,.,15680,15680,15740,15740
480693,.,8840,8640,8940,9280
480727,.,21000,21630,21630,23608
480736,.,12000,13200,13200,17150
480824,.,17000,17000,17000,17000
480833,.,17000,17000,17000,17000
480842,.,13100,13100,13100,13500
480851,.,16322,16465,16465,16965
480879,.,11375,11375,11375,13675
480888,.,11800,11800,11800,11800
480903,.,10295,10295,10295,10295
480912,.,76900,78900,78900,78900
480921,.,14765,14765,14900,14900
480930,.,15000,15050,15050,15050
480976,.,15630,17630,17630,17630
480994,.,13600,14500,14500,14500
481003,.,9620,14575,14575,14950
481021,.,13540,13540,13540,14020
481049,.,10500,10500,11000,11000
481085,21995,.,.,.,.
481100,.,9000,9000,9000,10000
481128,.,9580,8075,8075,8075
481137,.,99300,106800,114000,114000
481146,.,12300,12300,12300,12300
481164,.,4585,4585,4585,5025
481182,.,6500,6500,6500,6500
481191,.,5000,6000,7100,8330
481234,.,4700,4700,5304,5304
481243,.,8595,8595,8595,8595
481289,.,25000,26000,26000,26000
481298,.,12100,13608,13600,13600
481313,.,12525,12525,12525,12525
481322,.,14950,14950,14950,14950
481331,.,6500,6956,6956,8000
481340,.,15787,15887,16500,16500
481359,.,12700,12700,12700,12700
481368,.,3700,3700,4800,4800
481377,.,20125,20125,17075,17075
481386,.,25500,27000,27000,28200
481395,.,18000,18600,19200,21563
481429,.,18600,18500,18500,18500
481447,.,6645,6745,7545,8195
481456,.,15000,15000,15000,15200
481465,.,11100,11100,12030,12030
481474,.,14100,16500,16500,18500
481483,.,15910,17110,17110,17110
481508,.,14400,14400,14400,15600
481517,.,13500,14997,14997,15586
481526,.,9650,9650,9650,9650
481544,7050,.,.,.,.
481562,.,16000,16000,16000,16000
481571,.,18650,18550,19650,20910
481669,.,11958,12458,13150,13150
481678,.,18000,18750,18750,19260
481739,.,17250,18000,18150,18150
481748,.,17250,18000,18150,18150
481845,.,12000,12000,12000,12750
481854,.,16950,16950,16950,17650
481863,.,15680,15680,15740,15740
481890,.,15680,15680,15740,15740
481906,.,15690,15690,15740,15740
481942,.,9947,9947,9947,9957
481960,.,36115,36123,36105,36105
482015,.,18950,18950,16800,16800
482033,.,13744,16387,16841,16846
482060,.,16789,16808,17159,17136
482097,.,13174,13174,13174,13174
482103,.,7800,11800,11800,12800
482167,.,14900,15900,16900,15490
482176,.,14100,14500,14500,14500
482194,.,14700,14700,14700,14700
482200,.,6750,16500,15100,15100
482246,.,11500,11750,12300,12375
482291,.,18300,19500,19500,19500
482963,.,18520,18495,18495,18495
482972,.,1320,1320,1320,820
482981,.,16177,16177,16177,16192
483009,.,16553,16553,16095,16095
483054,.,14325,16325,16325,16895
483106,.,15870,16070,16632,16632
483221,.,3625,3625,4200,4500
483230,.,25763,25763,25750,25750
483258,.,11050,12450,12450,13700
483276,.,10525,10525,10525,10525
483328,.,19500,19500,19500,19500
483337,.,12800,12800,12800,13900
483346,.,15000,15000,15125,15200
483355,.,23000,23000,24000,27500
483364,.,11100,11100,11500,13300
483373,.,23800,23800,24075,24050
483382,.,8400,8400,9200,11000
483425,.,10125,10125,11250,12600
483443,.,9968,9968,10830,10830
483470,.,6532,6482,6532,6532
483513,.,9635,9635,10635,11635
483559,.,6625,8125,9625,11650
483568,.,17000,17000,17000,17000
483577,.,10125,10125,10125,10125
483595,12195,.,.,.,.
483610,.,9105,10106,10100,10100
483629,.,14490,14490,14490,14421
483638,.,892,892,892,892
483665,.,9000,9000,12000,12500
483674,.,11600,11600,11600,11600
483692,.,9550,9550,9550,9550
483708,.,1300,1300,1300,1300
483717,.,9500,9500,13600,13600
483726,.,10500,11900,14075,14075
483735,.,14184,16184,16390,16390
483744,.,14200,14200,14200,14200
483753,.,14100,16550,16550,16450
483799,.,9915,10915,11915,11925
483805,.,6825,6825,7875,7390
483814,.,12109,16505,17894,17894
483823,.,12050,14442,14442,14442
483841,.,6300,7800,7800,7800
483850,.,9100,9100,9100,9100
483878,.,10000,12000,14000,14338
483887,.,8075,8075,8475,9075
483896,.,8500,9650,9500,9500
483902,.,3665,3665,3665,3665
483911,.,14600,14600,15000,15000
483920,.,10478,10528,14475,16475
483939,.,12000,12865,12980,13120
483948,.,11600,16300,16300,17500
483957,.,12875,14441,12900,16156
483966,.,17000,17000,17000,17000
484002,.,29857,29857,30957,30957
484011,.,8890,11000,11000,11000
484020,.,4945,13600,15100,15950
484039,.,12150,13350,13350,15000
484048,.,23025,23025,23025,23025
484057,.,715,715,715,715
484066,.,13500,13500,13500,13500
484075,.,13250,13250,13250,13250
484084,.,17500,18100,18100,18100
484093,.,11515,11515,11515,16015
484109,.,11515,11515,11515,16015
484118,.,11515,11515,11515,16015
484127,.,16700,16700,16700,18200
484136,.,8670,8670,8670,8974
484145,.,15950,15950,17350,17350
484154,.,15185,15175,15175,15175
484163,.,7500,9000,10000,11000
484172,.,8500,8500,8500,8500
484190,.,5600,10700,13325,15950
484206,.,19500,20000,20000,20000
484303,.,4856,4981,5100,6300
484321,.,15291,15291,15747,16530
484330,.,15680,15680,15740,15740
484349,.,15680,15680,15740,15740
484358,.,15680,15680,15740,15740
484367,.,14092,14495,14289,15593
484376,.,14092,14495,14854,15593
484385,.,11250,11250,11250,11250
484394,.,15000,15000,15100,15000
484598,.,11900,11900,11900,13280
484604,.,16350,16650,16950,16950
484826,.,16350,16350,16350,16350
484880,.,17165,17165,17165,14381
484899,.,15300,17200,17200,17200
484923,.,7400,8400,9100,9100
484950,.,16131,18361,18361,18631
484996,.,11400,11600,11600,11700
485014,.,12000,12000,12000,12750
485032,.,14983,14983,14983,15713
485120,.,892,892,892,892
485139,.,16000,21000,25000,25000
485166,.,13865,13865,16558,16558
485193,.,12384,14600,16500,16600
485236,.,15400,15400,15400,15400
485245,.,6500,10350,10350,10350
485306,.,14100,14100,14100,14600
485342,.,2503,2397,2423,2424
485351,.,978,1052,1052,1221
485360,.,19500,22500,22500,25500
485379,.,13200,14862,14382,15582
485388,.,13200,14862,14382,15582
485397,.,15875,16625,16625,17000
485412,.,10675,12900,12900,12900
485476,.,13600,13610,13610,14310
485485,.,3800,6250,6250,10814
485494,.,5350,13350,13450,16120
485500,.,7881,7881,8500,8500
485528,.,8500,12250,12250,12250
485564,.,585,585,585,585
485573,.,12000,12000,12000,12000
485582,.,10949,13450,13660,13660
485591,.,6000,6000,12000,15000
485607,.,9100,9100,15100,15100
485704,.,4200,4200,9800,9800
485731,.,9220,12750,12870,12750
485801,.,6500,9500,9500,10500
485810,.,.,15175,18425,18425
485874,.,6650,6650,8300,7350
485953,.,22680,22680,22680,22680
485962,.,5795,12180,12680,12680
486099,.,9230,9230,9130,9130
486105,.,8748,12900,12900,8748
486141,.,.,13000,15000,15000
486150,.,973,973,1581,2013
486169,.,6200,13700,13700,13700
486187,.,10075,11375,11375,11300
486202,.,3674,3474,4512,5263
486220,.,6985,9985,10985,10985
486248,.,3900,3900,18500,16750
486309,.,13100,13100,13450,14450
486327,.,7350,9900,13650,13650
486345,.,15000,15000,15000,15000
486372,.,27050,27050,31350,31350
486381,.,36000,39200,39200,39471
486390,.,10100,12195,12195,12195
486406,.,2715,2715,2840,2840
486415,.,27000,27000,30000,30000
486442,.,4500,13000,13000,13000
486497,.,5650,10650,11500,11500
486503,.,12114,12114,13411,13311
486512,.,7100,7100,7200,7200
486521,.,5630,5630,5630,5630
486530,.,9250,13750,13750,14750
486567,.,11900,11900,13900,13900
486600,.,20000,20000,20000,20000
486619,.,6701,6701,6701,7620
486691,.,.,18750,18750,19260
486707,.,.,15740,15740,15740
486716,.,.,15740,15740,15740
486725,.,.,15175,15175,15175
486734,.,.,15747,15747,16530
486752,.,.,15740,15740,15740
486770,.,9550,9947,9947,10007
486798,.,.,16855,17605,18555
486813,.,.,29545,30280,31180
486822,.,.,12024,12024,12380
486859,.,18000,20000,20000,21000
486868,.,.,14100,14100,14600
486877,.,9745,9940,9940,10140
486886,.,9745,9940,9940,10140
486983,.,.,15500,15500,15500
487047,.,15140,15140,17700,17700
487065,.,.,14100,14100,14100
487083,.,11800,11800,13900,13900
487144,.,5000,5000,5700,5700
487232,.,9815,10515,10515,10515
487250,.,9325,9325,9325,12100
487348,.,15000,15000,15000,15000
487393,.,18000,18000,19238,19350
487409,.,19500,19500,19238,19350
487427,.,14500,14500,14248,14332
487454,.,18000,18000,19238,19350
487472,.,18000,18000,14248,14332
487481,.,18000,18000,19238,14750
487490,.,18000,18000,19238,18784
487506,.,16533,16543,18500,17500
487533,.,19982,19982,19982,19982
487588,.,13985,14485,14485,14485
487597,.,.,.,42950,44200
487621,.,8198,8198,13500,13500
487630,.,11840,12090,12090,14500
487649,20000,.,.,.,.
487676,.,.,17150,17150,17150
487773,.,3750,5650,6250,6650
487782,.,10000,11250,11250,11250
487791,.,15300,15300,15350,15350
487807,.,12530,16740,16740,16740
487816,.,6200,6200,6200,12750
487825,.,10000,9700,9600,9600
487834,.,21000,21600,25200,32000
487861,.,16187,16187,16187,16187
487870,.,12110,12110,12110,12110
487889,.,5110,5110,5110,5110
487898,.,16650,16650,16650,16650
487904,.,22500,22500,25000,25000
487913,.,8151,8650,8650,9650
487922,.,.,.,14300,14300
487959,.,10000,10000,10680,13680
487977,.,4500,4500,4500,3996
487986,8500,.,.,.,.
488013,.,.,.,11081,11081
488022,.,12600,12600,16135,16135
488031,.,30500,30500,30500,30500
488040,.,6200,6200,6200,7965
488059,.,15400,17400,29800,29800
488086,.,6321,6471,6471,9471
488110,.,10625,10625,15125,15125
488129,.,14800,14800,14800,14800
488138,.,1330,5000,2505,12000
488147,.,7400,15050,15050,15050
488156,.,11200,16050,16050,16050
488165,.,9274,9274,9274,9274
488174,.,8900,8900,15900,15900
488183,.,.,.,15300,15300
488192,4750,.,.,.,.
488217,.,.,.,8170,8770
