UNITID,EFTEUG,EFTEGD
467863,240,
467872,226,
467906,182,
468006,,45
468015,169,
468024,387,200
468246,264,
468255,124,
468398,231,
468705,134,
468723,1157,21
468732,254,
468769,103,
468848,490,
468875,118,
468893,148,
468909,601,
468963,436,
469054,532,
469124,325,
469133,354,
469142,368,
469151,124,
469160,286,
469197,104,
469407,101,
469416,874,
469586,134,
469610,670,
469629,361,
469638,182,
469647,137,
469911,145,
469920,128,
469957,161,
469993,21,
470038,799,
470047,35,
470092,268,
470162,489,
470296,37,
470393,74,
474863,1237,112
474881,97,
474890,908,
474906,172,
474915,556,
474924,225,
474933,70,
474942,93,
474997,574,
475015,213,
475024,403,
475033,,1427
475042,206,
475060,450,
475079,64,
475097,90,
475121,7260,4100
475130,396,
475185,147,
475194,259,
475200,232,20
475228,,
475255,37,
475273,1111,453
475282,119,
475291,86,
475325,537,
475352,556,
475370,748,
475389,52,
475398,41,34
475404,50,
475413,56,
475422,86,
475431,88,
475459,621,
475468,87,
475477,185,
475486,364,
475495,,396
475501,61,
475510,,31
475529,15,
475538,35,
475547,133,
475556,175,
475565,894,
475574,50,
475583,122,
475592,23,
475608,154,40
475617,510,
475626,45,
475635,17,
475644,36,
475653,3,
475662,138,
475699,171,
475705,25,
475714,276,
475723,165,
475732,1051,
475741,265,
475750,269,
475811,,4601
475839,166,
475866,467,
476063,181,
476179,169,
476230,152,
476294,188,
476337,147,
476346,283,
476355,92,
476470,383,
476489,83,
476498,163,
476513,99,
476522,129,
476531,68,
476540,99,
476559,78,
476568,25,
476577,280,
476586,60,
476595,61,
476601,58,
476610,50,
476629,135,
476674,58,
476683,150,
476692,25,
476708,98,
476717,502,
476726,276,
476735,83,
476744,78,
476753,212,
476771,32,
476780,165,
476799,121,
476805,65,
476814,95,
476823,47,
476841,218,
476850,81,
476869,350,
476878,57,
476887,158,
476896,97,
476902,72,
476911,150,
476939,103,
476948,290,
476957,15,
476966,157,
476975,5590,1812
476984,220,
476993,209,
477002,53,
477039,578,1
477950,244,
477996,84,
478005,103,
478014,98,
478582,157,
478591,154,
478616,93,
478634,571,
478661,161,
478917,70,
478953,221,
479053,144,
479062,6,
479248,76,
479424,143,
479956,5151,1714
479965,105,
479974,66,
479983,50,
479992,27,
480000,72,
480019,191,
480028,76,
480037,758,
480064,822,44
480073,351,45
480082,391,39
480091,4160,
480107,389,
480125,212,
480134,315,72
480143,404,
480161,30,
480170,70,
480189,682,
480198,544,87
480204,689,
480301,,
480310,131,
480329,435,
480338,256,
480347,99,
480471,364,
480480,47,
480499,6,10
480514,582,
480523,164,
480532,221,
480550,207,
480569,1897,740
480657,231,
480693,43,
480727,63,
480736,36,
480781,158,70
480790,,
480815,407,
480824,314,
480833,663,
480842,18,
480851,117,
480879,50,
480888,286,
480903,697,
480912,21,
480921,47,
480930,172,
480967,171,
480976,67,
480985,166,4
480994,69,
481003,144,
481021,41,
481030,,15
481049,35,
481058,68,74
481085,179,
481094,,123
481100,75,
481128,496,
481137,55,
481146,194,
481155,153,
481164,80,
481182,21,
481191,141,
481207,238,
481225,22,
481234,237,
481243,106,
481289,88,
481298,83,
481313,44,
481322,56,
481331,88,
481340,73,
481359,29,
481368,31,
481377,37,
481386,64,
481395,35,
481401,53,110
481410,78,
481429,218,
481438,74,
481447,38,
481456,16,
481465,78,
481474,43,
481483,91,
481508,217,
481517,98,
481526,73,
481544,63,
481562,180,
481571,10,
481599,202,
481669,27,
481678,77,
481720,412,56
481739,102,
481748,119,
481766,164,
481845,126,
481854,651,
481863,295,
481890,119,
481906,243,
481915,361,
481942,258,
481960,184,
481988,524,
482015,526,
482024,119,
482033,107,
482060,539,
482097,233,
482103,104,
482149,4567,1757
482158,6143,
482167,48,
482176,337,
482185,100,
482194,107,
482200,101,
482228,55,12
482246,21,
482255,333,
482291,869,
482307,83,
482316,112,
482325,122,
482334,144,
482343,85,
482361,159,
482370,100,
482398,448,
482413,1414,627
482422,976,201
482431,5175,946
482440,547,109
482459,1350,465
482468,1677,526
482477,15358,4095
482486,103,55
482538,343,115
482547,203,79
482556,1094,162
482565,301,131
482574,1758,349
482583,113,37
482608,503,123
482617,169,75
482635,1269,459
482653,523,327
482680,14162,285
482699,2157,
482705,3513,5520
482927,228,
482936,864,25
482954,377,
482963,398,
482972,30,
482981,169,
482990,537,
483009,144,
483018,252,
483036,1419,431
483045,5974,
483054,56,
483106,119,
483124,13879,3415
483212,2483,
483221,283,
483230,80,
483258,38,
483276,48,
483319,367,
483328,203,
483337,155,
483346,33,
483355,369,
483364,293,
483373,65,
483382,109,
483425,57,
483443,81,
483470,74,
483504,352,
483513,43,
483522,39,
483559,44,
483568,34,
483577,8,
483586,13,77
483595,,36
483610,122,
483629,187,
483638,96,
483647,31,
483665,59,
483674,141,
483692,61,
483708,153,
483717,46,
483726,30,
483735,36,
483744,63,
483753,35,
483780,155,130
483799,40,
483805,78,
483814,199,
483823,288,
483841,219,
483850,34,
483869,82,
483878,90,
483887,27,
483896,104,
483902,51,
483911,18,
483920,128,
483939,24,
483948,59,
483957,43,
483966,20,
483975,,
483984,104,
484002,615,
484011,119,
484020,22,
484039,53,
484048,26,
484057,86,
484066,256,
484075,23,
484084,37,
484093,33,
484109,84,
484118,56,
484127,96,
484136,42,
484145,92,
484154,212,
484163,116,
484172,50,
484181,105,
484190,44,
484206,159,
484303,9,0
484321,90,
484330,148,
484349,290,
484358,382,
484367,245,
484376,406,
484385,237,
484394,129,
484473,1276,
484598,21,
484604,327,
484613,82671,20161
484622,125,4
484631,10676,1998
484640,576,94
484668,1243,277
484677,985,130
484686,244,50
484695,345,74
484701,279,20
484710,765,154
484729,274,47
484738,119,9
484747,763,99
484756,2330,368
484765,508,118
484783,290,5
484826,90,
484835,350,
484844,117,
484862,1,8
484871,108,
484880,327,
484899,287,
484905,1542,193
484923,66,
484932,1422,
484950,183,
484978,350,
484996,89,
485014,84,
485032,231,
485078,108,7
485111,8107,
485120,87,
485139,290,
485166,77,
485193,35,
485236,18,
485245,17,
485263,1320,
485272,344,
485281,126,
485290,,247
485306,41,
485342,23,
485351,111,
485360,17,
485379,204,
485388,246,
485397,150,
485403,,29
485412,57,
485421,217,
485458,1619,
485476,44,
485485,138,
485494,87,
485500,28,
485519,295,
485528,11,
485537,,19
485546,33,295
485564,70,
485573,31,
485582,70,
485591,34,
485607,44,
485704,8,
485731,15,
485768,66,82
485801,73,
485810,27,
485856,25,
485874,66,
485908,107,
485953,25,
485962,9,
485999,130,
486017,42,
486026,83,
486053,121,74
486080,,10
486099,67,
486105,4,
486123,36,
486141,29,
486150,66,
486169,116,
486187,54,
486196,219,
486202,38,
486220,7,
486239,145,12
486248,113,
486257,213,
486284,161,17
486309,16,
486327,22,
486345,84,
486354,36,
486372,32,
486381,46,
486390,178,
486406,16,
486415,64,
486424,59,
486433,,125
486442,67,
486460,,22
486488,38,
486497,60,
486503,35,
486512,99,
486521,2,
486530,104,
486558,242,
486567,209,
486576,206,
486594,68,
486600,29,
486619,41,
486691,107,
486707,282,
486716,96,
486725,29,
486734,50,
486752,172,
486770,393,
486798,801,
486813,148,
486822,309,
486840,26722,2117
486859,89,
486868,19,
486877,12,
486886,6,
486901,824,262
486938,232,
486947,219,
486956,192,
486965,86,
486983,31,
487010,246,1274
487047,176,
487065,65,
487083,37,
487092,1043,
487144,30,
487153,,
487162,2496,
487232,68,
487250,11,
487296,391,74
487302,653,
487311,300,
487320,6960,
487348,145,
487357,70,
487366,40,
487375,61,
487384,548,
487393,550,
487409,620,
487418,1018,
487427,438,
487436,486,
487445,440,
487454,470,
487463,157,
487472,818,
487481,166,
487490,602,
487506,67,
487524,2432,320
487533,94,
487588,187,
487597,589,
487603,522,62
487621,13,
487630,30,
487649,,8
487658,59,
487667,217,46
487676,135,
487746,51,
487773,48,
487782,186,
487791,155,
487807,6,
487816,11,
487825,111,
487834,73,
487843,32,
487852,31,
487861,40,
487870,12,
487889,47,
487898,12,
487904,44,
487913,12,
487922,41,
487959,33,
487968,13,
487977,568,
487986,7,
487995,22,56
488004,91,
488013,21,
488022,20,
488031,11,11
488040,27,
488059,25,
488068,38,8
488077,840,
488086,75,
488095,59,
488101,109,
488110,30,
488129,10,
488138,17,
488147,29,
488156,17,
488165,15,
488174,4,
488183,32,
488192,6,
488217,82,
488226,7,
488235,19,
488253,61,
488262,20,
488271,72,
488280,63,
488299,85,
488305,138,
488314,57,
488323,27,
488332,107,
488341,66,
488350,83,
488369,12,
488378,6,
488387,,56
488396,22,
488411,64,
488420,25,
488439,143,
488448,49,33
488572,,
488679,6753,3803
488730,1913,
488749,142,
488800,,878
488819,57,46
488846,1039,
488891,137,
488907,,36
488916,15,
488925,51,
488934,2675,
488943,1252,
488952,46,
488961,39,
488970,74,
488989,39,
488998,82,
489043,5,
489104,39,
489122,26,
489131,18,
489140,20,
489159,40,
489201,3465,
489238,66,
489247,13,
489256,207,
489283,201,
489326,2,
489344,22,
489353,5,
489371,25,
489399,0,
489414,177,
489760,83,
489812,34,
489821,197,
489830,76,
489849,80,
489858,,275
489900,6,
489937,272,154
490009,87,
490018,35,
