UNITID,EFDEEXC,XEFDESOM,EFDESOM,EFDENON
176169,633,R,1687,1201
176169,309,R,1653,1078
176169,324,R,34,123
176178,895,R,1786,5224
176178,895,R,1786,5224
176178,858,R,1773,4366
176178,37,R,13,858
176239,455,R,1101,2725
176239,455,R,1101,2725
176239,455,R,1101,2698
176239,0,R,0,27
176318,0,A,0,1005
176318,0,A,0,1005
176318,0,A,0,1005
176336,20,R,12,13
176336,20,R,12,13
176336,20,R,12,7
176336,0,R,0,6
176354,14,R,123,1780
176354,14,R,123,1780
176354,14,R,123,1607
176354,0,Z,0,173
176372,1732,R,4953,7867
176372,876,R,4657,6246
176372,865,R,4654,6139
176372,11,R,3,107
176372,856,R,296,1621
176390,0,A,0,150
176390,0,A,0,150
176406,0,R,39,821
176406,0,R,39,804
176406,0,R,39,800
176406,0,R,0,4
176406,0,R,0,17
176451,35,R,19,29
176451,35,R,19,29
176479,744,R,943,2932
176479,136,R,769,1903
176479,136,R,768,1183
176479,0,R,1,720
176479,608,R,174,1029
176600,0,R,3,141
176600,0,R,3,141
176619,15,R,35,272
176619,15,R,35,272
176628,109,R,221,1428
176628,66,R,178,1089
176628,65,R,178,1049
176628,1,R,0,40
176628,43,R,43,339
176664,16,R,79,256
176664,5,R,75,240
176664,5,R,75,240
176664,11,R,4,16
176716,0,A,0,116
176716,0,A,0,116
176770,214,R,132,510
176770,160,R,132,443
176770,160,R,132,443
176770,54,R,0,67
176789,36,R,37,198
176789,36,R,33,162
176789,29,R,32,133
176789,7,R,1,29
176789,0,R,4,36
176798,0,A,0,250
176798,0,A,0,250
176798,0,A,0,250
176910,37,R,62,135
176910,37,R,62,135
176910,37,R,62,134
176910,0,R,0,1
176947,0,A,0,1094
176947,0,A,0,1094
176947,0,A,0,1090
176947,0,A,0,4
176965,1167,R,3404,9417
176965,400,R,2899,6487
176965,374,R,2892,5490
176965,26,R,7,997
176965,767,R,505,2930
176983,0,A,0,61
176983,0,A,0,61
176983,0,A,0,61
177038,2,R,0,462
177038,0,R,0,52
177038,0,R,0,52
177038,2,R,0,410
177056,0,A,0,59
177056,0,A,0,59
177056,0,A,0,59
177065,9308,R,2754,4351
177065,8657,R,2697,4234
177065,8283,R,2655,3852
177065,374,R,42,382
177065,651,R,57,117
177083,0,A,0,91
177083,0,A,0,91
177083,0,A,0,87
177083,0,A,0,4
177092,148,R,0,397
177092,148,R,0,397
177117,0,R,0,288
177117,0,R,0,288
177117,0,R,0,283
177117,0,R,0,5
177126,73,R,22,458
177126,73,R,22,458
177135,480,R,1257,3697
177135,480,R,1257,3697
177135,256,R,1065,2308
177135,224,R,192,1389
177144,82,R,56,957
177144,45,R,56,957
177144,45,R,56,897
177144,0,R,0,60
177144,37,R,0,0
177214,362,R,529,2678
177214,311,R,502,2517
177214,279,R,482,2360
177214,32,R,20,157
177214,51,R,27,161
177250,161,R,549,2256
177250,161,R,549,2256
177250,143,R,522,1673
177250,18,R,27,583
177278,1,R,0,142
177278,1,R,0,142
177287,0,A,0,161
177287,0,A,0,161
177302,516,R,0,14
177302,516,R,0,14
177302,516,R,0,0
177302,0,R,0,14
177339,137,R,249,1435
177339,81,R,208,1338
177339,81,R,208,1330
177339,0,Z,0,8
177339,56,R,41,97
177418,213,R,515,798
177418,53,R,407,508
177418,52,R,406,494
177418,1,R,1,14
177418,160,R,108,290
177436,0,A,0,35
177436,0,A,0,35
177436,0,A,0,35
177472,2475,R,2335,8450
177472,2475,R,2335,8450
177472,2051,R,2201,6950
177472,424,R,134,1500
177542,79,R,0,1019
177542,24,R,0,1019
177542,24,R,0,773
177542,0,R,0,246
177542,55,R,0,0
177551,65,R,498,901
177551,65,R,498,901
177551,63,R,481,901
177551,2,R,17,0
177579,0,A,0,387
177579,0,A,0,387
177579,0,A,0,387
177588,0,A,0,18
177588,0,A,0,18
177603,0,A,0,37
177603,0,A,0,37
177676,413,R,1565,2714
177676,413,R,1565,2714
177676,375,R,1488,2633
177676,38,R,77,81
177685,0,A,0,87
177685,0,A,0,87
177719,22,Z,0,597
177719,18,Z,0,529
177719,18,Z,0,529
177719,4,Z,0,68
177746,0,A,0,635
177746,0,A,0,635
177746,0,A,0,632
177746,0,A,0,3
177816,0,A,0,120
177816,0,A,0,53
177816,0,A,0,53
177816,0,A,0,67
177834,1421,R,2148,0
177834,1421,R,2148,0
177870,0,A,0,14
177870,0,A,0,14
177870,0,A,0,14
177931,0,A,0,31
177931,0,A,0,31
177931,0,A,0,31
177940,92,R,415,2231
177940,44,R,410,2164
177940,42,R,410,1661
177940,2,R,0,503
177940,48,R,5,67
177968,836,R,1749,8165
177968,277,R,1511,5761
177968,274,R,1509,5548
177968,3,R,2,213
177968,559,R,238,2404
177977,11,R,173,1043
177977,11,R,173,1043
177977,2,R,172,953
177977,9,R,1,90
177986,374,R,24,738
177986,65,R,24,42
177986,60,R,24,9
177986,5,R,0,33
177986,309,R,0,696
177995,2131,R,3786,9873
177995,2131,R,3786,9873
177995,2000,R,3722,9436
177995,131,R,64,437
178059,3075,R,0,3753
178059,126,R,0,2841
178059,126,R,0,2766
178059,0,R,0,75
178059,2949,R,0,912
178077,0,A,0,81
178077,0,A,0,81
178110,0,A,0,70
178110,0,A,0,70
178110,0,A,0,70
178183,4,R,0,239
178183,4,R,0,239
178183,4,R,0,239
178208,602,R,305,941
178208,149,R,98,203
178208,148,R,98,202
178208,1,R,0,1
178208,453,R,207,738
178217,370,R,1114,2689
178217,370,R,1114,2689
178217,252,R,881,2087
178217,118,R,233,602
178244,406,R,943,4383
178244,100,R,794,3738
178244,95,R,794,959
178244,5,R,0,2779
178244,306,R,149,645
178262,0,A,0,35
178262,0,A,0,35
178314,0,A,0,6
178314,0,A,0,6
178341,1018,R,1685,3528
178341,992,R,1684,3441
178341,879,R,1669,2929
178341,113,R,15,512
178341,26,R,1,87
178369,172,R,48,1589
178369,172,R,48,1567
178369,41,R,20,1318
178369,131,R,28,249
178369,0,A,0,22
178387,459,R,1440,3464
178387,427,R,1391,3302
178387,275,R,1286,2589
178387,152,R,105,713
178387,32,R,49,162
178396,2251,R,6325,24663
178396,664,R,5814,19399
178396,519,R,5798,19227
178396,145,R,16,172
178396,1587,R,511,5264
178402,777,R,3568,12591
178402,371,R,2810,8523
178402,350,R,2797,4757
178402,21,R,13,3766
178402,406,R,758,4068
178411,608,R,1261,6966
178411,27,R,1100,5779
178411,25,R,1100,5732
178411,2,R,0,47
178411,581,R,161,1187
178420,826,R,3469,12694
178420,567,R,2991,10340
178420,521,R,2966,4249
178420,46,R,25,6091
178420,259,R,478,2354
178448,765,R,1337,2958
178448,765,R,1337,2958
178448,601,R,1309,1829
178448,164,R,28,1129
178466,0,A,0,119
178466,0,A,0,119
178466,0,A,0,119
178484,0,A,0,85
178484,0,A,0,85
178518,61,R,60,122
178518,61,R,60,122
178527,0,A,0,27
178527,0,A,0,27
178615,610,R,497,5272
178615,606,R,437,4996
178615,2,R,437,4863
178615,604,R,0,133
178615,4,R,60,276
178624,388,R,1305,4837
178624,176,R,1179,4273
178624,113,R,1157,3970
178624,63,R,22,303
178624,212,R,126,564
178679,31,R,77,522
178679,31,R,77,522
178679,31,R,77,515
178679,0,R,0,7
178697,0,A,0,1517
178697,0,A,0,1517
178697,0,A,0,1512
178697,0,A,0,5
178721,5992,R,2762,2473
178721,5086,R,2635,2136
178721,4864,R,2591,1901
178721,222,R,44,235
178721,906,R,127,337
178767,0,A,0,132
178767,0,A,0,132
178767,0,A,0,132
178828,0,A,0,64
178828,0,A,0,64
178828,0,A,0,64
178891,7,Z,0,1784
178891,7,Z,0,1784
178891,7,Z,0,1783
178891,0,Z,0,1
178989,15,R,0,382
178989,0,A,0,227
178989,0,A,0,227
178989,15,R,0,155
179043,13,R,40,2801
179043,0,R,32,2010
179043,0,R,32,1467
179043,0,R,0,543
179043,13,R,8,791
179052,0,A,0,118
179052,0,A,0,118
179052,0,A,0,118
179070,0,R,19,48
179070,0,R,19,48
179070,0,R,19,48
179159,1210,R,646,14735
179159,579,R,336,10864
179159,578,R,336,6437
179159,1,R,0,4427
179159,631,R,310,3871
179195,0,A,0,35
179195,0,A,0,35
179229,0,A,0,26
179229,0,A,0,26
179238,0,A,0,48
179238,0,A,0,48
179238,0,A,0,48
179256,1,R,17,95
179256,1,R,17,95
179256,1,R,17,87
179256,0,R,0,8
179265,0,A,0,1384
179265,0,A,0,539
179265,0,A,0,539
179265,0,A,0,845
179308,2004,R,3817,13231
179308,2004,R,3817,13231
179308,1695,R,3682,11748
179308,309,R,135,1483
179317,6,R,75,44
179317,6,R,75,44
179326,400,R,696,2595
179326,252,R,538,2183
179326,177,R,525,1635
179326,75,R,13,548
179326,148,R,158,412
179344,270,R,573,1101
179344,270,R,573,1101
179344,188,R,539,673
179344,82,R,34,428
179450,98,R,404,0
179450,98,R,364,0
179450,98,R,364,0
179450,0,R,40,0
179511,0,R,73,182
179511,0,R,73,182
179511,0,R,73,182
179539,1307,R,1560,2277
179539,1307,R,1560,2277
179539,1003,R,1452,1394
179539,304,R,108,883
179548,168,R,48,738
179548,124,R,48,557
179548,124,R,48,552
179548,0,R,0,5
179548,44,R,0,181
179557,1714,R,4030,6234
179557,1471,R,3626,5596
179557,741,R,3465,4822
179557,730,R,161,774
179557,243,R,404,638
179566,1624,R,5816,16098
179566,772,R,5243,14301
179566,767,R,5239,11271
179566,5,R,4,3030
179566,852,R,573,1797
179645,510,R,1857,1132
179645,510,R,1857,1132
179645,276,R,1793,857
179645,234,R,64,275
179715,445,R,466,809
179715,445,R,466,809
179715,266,R,408,385
179715,179,R,58,424
179812,0,A,0,1175
179812,0,A,0,1175
179867,264,R,160,14623
179867,47,R,114,7394
179867,20,R,93,7003
179867,27,R,21,391
179867,217,R,46,7229
179894,3717,R,2120,8069
179894,299,R,677,2162
179894,296,R,673,2073
179894,3,R,4,89
179894,3418,R,1443,5907
179919,3,R,12,689
179919,3,R,12,689
179919,2,R,12,273
179919,1,R,0,416
179946,0,R,29,847
179946,0,R,29,847
179946,0,R,29,835
179946,0,R,0,12
179955,2,R,142,853
179955,2,R,142,848
179955,2,R,142,848
179955,0,A,0,5
179964,405,R,387,1284
179964,168,R,256,549
179964,167,R,256,522
179964,1,R,0,27
179964,237,R,131,735
179991,0,A,0,35
179991,0,A,0,35
180054,0,A,0,425
180054,0,A,0,425
180054,0,A,0,425
180063,0,A,0,44
180063,0,A,0,44
180081,17,R,135,625
180081,17,R,135,625
180081,11,R,129,333
180081,6,R,6,292
180090,0,A,0,71
180090,0,A,0,71
180106,0,A,0,1380
180106,0,A,0,1380
180106,0,A,0,1342
180106,0,A,0,38
180151,118,R,8,171
180151,118,R,8,171
180151,27,R,8,167
180151,91,R,0,4
180160,0,A,0,168
180160,0,A,0,168
180160,0,A,0,157
180160,0,A,0,11
180179,1023,R,1419,1920
180179,817,R,1302,1849
180179,743,R,1279,1514
180179,74,R,23,335
180179,206,R,117,71
180197,168,R,432,1666
180197,168,R,432,1666
180197,91,R,405,1067
180197,77,R,27,599
180203,0,A,0,149
180203,0,A,0,149
180203,0,A,0,131
180203,0,A,0,18
180212,0,A,0,385
180212,0,A,0,385
180212,0,A,0,262
180212,0,A,0,123
180249,467,R,544,663
180249,467,R,544,663
180249,331,R,526,455
180249,136,R,18,208
180258,406,R,224,327
180258,369,R,202,312
180258,367,R,201,309
180258,2,R,1,3
180258,37,R,22,15
180276,60,R,470,866
180276,60,R,470,866
180276,44,R,434,448
180276,16,R,36,418
180328,0,A,0,223
180328,0,A,0,223
180328,0,A,0,197
180328,0,A,0,26
180373,79,R,185,233
180373,79,R,185,233
180373,50,R,181,163
180373,29,R,4,70
180416,110,R,321,1601
180416,24,R,310,1483
180416,20,R,308,1476
180416,4,R,2,7
180416,86,R,11,118
180461,589,R,1040,14730
180461,100,R,934,13306
180461,100,R,931,13118
180461,0,R,3,188
180461,489,R,106,1424
180489,522,R,2079,9818
180489,290,R,1882,7905
180489,279,R,1875,7202
180489,11,R,7,703
180489,232,R,197,1913
180522,197,R,415,595
180522,179,R,405,555
180522,179,R,405,555
180522,18,R,10,40
180595,0,A,0,1000
180595,0,A,0,908
180595,0,A,0,885
180595,0,A,0,23
180595,0,A,0,92
180647,0,R,45,814
180647,0,R,45,814
180647,0,R,19,780
180647,0,R,26,34
180692,157,R,198,1150
180692,157,R,198,1150
180692,151,R,198,1112
180692,6,Z,0,38
180771,0,A,0,20
180771,0,A,0,20
180814,7072,R,742,1082
180814,4393,R,305,856
180814,4329,R,289,846
180814,64,R,16,10
180814,2679,R,437,226
180832,686,R,533,0
180832,172,R,498,0
180832,172,R,496,0
180832,0,R,2,0
180832,514,R,35,0
180878,16,R,189,498
180878,6,R,173,418
180878,4,R,173,392
180878,2,R,0,26
180878,10,R,16,80
180902,1594,R,1166,3556
180902,1594,R,1166,3556
180902,757,R,1051,2247
180902,837,R,115,1309
180948,1408,R,757,812
180948,794,R,732,808
180948,522,R,730,787
180948,272,R,2,21
180948,614,R,25,4
180957,0,A,0,92
180957,0,A,0,92
180984,803,R,252,1702
180984,3,R,237,1554
180984,3,R,237,993
180984,0,R,0,561
180984,800,R,15,148
181002,1567,R,1627,5199
181002,125,R,871,3207
181002,124,R,871,3154
181002,1,R,0,53
181002,1442,R,756,1992
181020,0,A,0,1047
181020,0,A,0,1047
181020,0,A,0,1041
181020,0,A,0,6
181093,18,R,131,244
181093,15,R,126,171
181093,15,R,126,171
181093,3,R,5,73
181127,0,R,23,1223
181127,0,R,23,1163
181127,0,R,23,1090
181127,0,R,0,73
181127,0,A,0,60
181145,0,A,0,18
181145,0,A,0,18
181145,0,A,0,18
181190,0,A,0,266
181190,0,A,0,266
181215,1762,R,1806,3220
181215,275,R,1629,3152
181215,272,R,1625,2775
181215,3,R,4,377
181215,1487,R,177,68
181242,66,R,283,61
181242,32,R,282,61
181242,32,R,281,56
181242,0,R,1,5
181242,34,R,1,0
181297,312,R,23,753
181297,112,Z,0,753
181297,112,Z,0,737
181297,0,Z,0,16
181297,200,R,23,0
181303,2678,R,1749,10361
181303,2678,R,1749,10361
181303,1180,R,856,4360
181303,1498,R,893,6001
181312,241,R,576,1459
181312,241,R,576,1459
181312,59,R,456,698
181312,182,R,120,761
181330,17,R,98,1594
181330,17,R,98,1440
181330,17,R,98,1098
181330,0,R,0,342
181330,0,A,0,154
181376,0,R,46,78
181376,0,R,46,78
181376,0,R,46,61
181376,0,R,0,17
181394,1091,R,6802,7734
181394,720,R,5910,5906
181394,701,R,5876,5756
181394,19,R,34,150
181394,371,R,892,1828
181400,115,R,411,59
181400,48,R,411,59
181400,47,R,410,54
181400,1,R,1,5
181400,67,Z,0,0
181419,0,R,134,41
181419,0,R,134,41
181419,0,R,128,9
181419,0,R,6,32
181428,659,R,312,2891
181428,142,R,224,511
181428,124,R,224,510
181428,18,R,0,1
181428,517,R,88,2380
181446,0,R,384,1675
181446,0,R,275,1541
181446,0,R,269,1519
181446,0,R,6,22
181446,0,R,109,134
181464,1375,R,8862,15660
181464,132,R,8561,12140
181464,132,R,8561,12140
181464,1243,R,301,3520
181491,817,R,1088,3170
181491,817,R,1088,3170
181491,343,R,916,1500
181491,474,R,172,1670
181534,1075,R,414,1082
181534,720,R,414,1081
181534,502,R,393,606
181534,218,R,21,475
181534,355,R,0,1
181543,4,R,6,27
181543,4,R,6,27
181543,1,R,6,22
181543,3,R,0,5
181604,7,R,259,777
181604,0,R,181,579
181604,0,R,181,563
181604,0,R,0,16
181604,7,R,78,198
181640,2033,R,1364,5865
181640,2033,R,1364,5865
181640,1191,R,1121,3979
181640,842,R,243,1886
181738,0,A,0,895
181738,0,A,0,807
181738,0,A,0,759
181738,0,A,0,48
181738,0,A,0,88
181765,77,Z,0,265
181765,77,Z,0,265
181765,0,Z,0,261
181765,77,Z,0,4
181783,384,R,710,2263
181783,40,R,658,2139
181783,26,R,657,1958
181783,14,R,1,181
181783,344,R,52,124
181817,175,R,618,926
181817,175,R,618,926
181817,142,R,483,521
181817,33,R,135,405
181853,26,R,2,396
181853,7,R,2,396
181853,7,R,2,391
181853,0,R,0,5
181853,19,Z,0,0
181880,0,A,0,222
181880,0,A,0,222
181941,0,A,0,467
181941,0,A,0,467
181941,0,A,0,467
182005,6388,R,8739,18429
182005,6388,R,8739,18429
182005,5405,R,8128,15406
182005,983,R,611,3023
182111,0,R,292,514
182111,0,R,292,514
182111,0,R,292,514
182148,0,R,96,191
182148,0,R,96,191
182148,0,R,96,191
182281,1381,R,10148,18173
182281,982,R,9393,14339
182281,953,R,9364,13880
182281,29,R,29,459
182281,399,R,755,3834
182290,616,R,4071,16666
182290,248,R,3542,14401
182290,216,R,3520,14050
182290,32,R,22,351
182290,368,R,529,2265
182306,2054,R,755,587
182306,2054,R,755,587
182306,1052,R,659,321
182306,1002,R,96,266
182458,0,A,0,1057
182458,0,A,0,478
182458,0,A,0,478
182458,0,A,0,579
182500,1700,R,2813,6360
182500,1700,R,2813,6360
182500,1075,R,2512,4654
182500,625,R,301,1706
182564,421,R,813,2335
182564,421,R,813,2335
182564,356,R,777,1873
182564,65,R,36,462
182634,46,R,359,706
182634,46,R,359,690
182634,43,R,358,665
182634,3,R,1,25
182634,0,A,0,16
182652,0,A,0,37
182652,0,A,0,37
182670,0,A,0,6409
182670,0,A,0,4310
182670,0,A,0,4230
182670,0,A,0,80
182670,0,A,0,2099
182704,0,A,0,94
182704,0,A,0,94
182722,0,A,0,130
182722,0,A,0,130
182795,560,R,11,1821
182795,250,R,0,1513
182795,244,R,0,1511
182795,6,R,0,2
182795,310,R,11,308
182829,28,R,11,217
182829,28,R,11,217
182892,0,A,0,44
182892,0,A,0,44
182917,0,A,0,90
182917,0,A,0,90
182917,0,A,0,83
182917,0,A,0,7
182953,0,A,0,132
182953,0,A,0,132
182980,1450,R,70,1261
182980,855,R,0,916
182980,855,R,0,911
182980,0,R,0,5
182980,595,R,70,345
182999,0,A,0,32
182999,0,A,0,32
183026,61495,R,2478,9204
183026,44454,R,1472,8224
183026,44074,R,1462,6680
183026,380,R,10,1544
183026,17041,R,1006,980
183035,0,A,0,35
183035,0,A,0,35
183044,299,R,1349,13540
183044,9,R,1135,11713
183044,6,R,1127,11520
183044,3,R,8,193
183044,290,R,214,1827
183062,0,Z,0,4282
183062,0,Z,0,4165
183062,0,Z,0,4068
183062,0,Z,0,97
183062,0,Z,0,117
183071,1,R,72,737
183071,0,R,72,684
183071,0,R,72,640
183071,0,Z,0,44
183071,1,Z,0,53
183080,415,R,1138,3496
183080,38,R,1085,3001
183080,34,R,1081,2944
183080,4,R,4,57
183080,377,R,53,495
183099,457,R,578,2846
183099,457,R,578,2846
183099,394,R,553,2547
183099,63,R,25,299
183105,144,R,214,444
183105,144,R,214,444
183105,97,R,208,394
183105,47,R,6,50
183114,95,R,229,622
183114,95,R,229,622
183114,79,R,227,567
183114,16,R,2,55
183123,54,R,168,799
183123,54,R,168,799
183123,40,R,167,650
183123,14,R,1,149
183132,400,R,502,1925
183132,400,R,502,1925
183132,250,R,464,1614
183132,150,R,38,311
183141,107,R,262,1627
183141,107,R,262,1627
183141,77,R,250,1339
183141,30,R,12,288
183150,134,R,350,1487
183150,134,R,350,1487
183150,104,R,338,1253
183150,30,R,12,234
183202,0,A,0,41
183202,0,A,0,41
183211,834,R,869,932
183211,439,R,504,453
183211,432,R,504,439
183211,7,R,0,14
183211,395,R,365,479
183239,0,R,0,1930
183239,0,R,0,1930
183239,0,R,0,1916
183239,0,R,0,14
183248,0,A,0,181
183248,0,A,0,181
183248,0,A,0,177
183248,0,A,0,4
183257,1595,R,184,362
183257,1373,R,164,317
183257,1332,R,164,309
183257,41,R,0,8
183257,222,R,20,45
183275,0,A,0,92
183275,0,A,0,92
183275,0,A,0,92
183488,0,A,0,263
183488,0,A,0,263
183488,0,A,0,263
183600,0,A,0,38
183600,0,A,0,38
183600,0,A,0,30
183600,0,A,0,8
183655,636,R,1348,3921
183655,636,R,1348,3921
183655,565,R,1313,3691
183655,71,R,35,230
183725,0,A,0,534
183725,0,A,0,534
183743,593,R,2729,11197
183743,593,R,2729,11197
183743,491,R,2629,10363
183743,102,R,100,834
183789,742,R,846,2151
183789,688,R,832,2099
183789,685,R,832,2093
183789,3,R,0,6
183789,54,R,14,52
183804,0,A,0,6523
183804,0,A,0,2676
183804,0,A,0,2676
183804,0,A,0,3847
183822,17,R,395,1584
183822,17,R,394,1584
183822,15,R,394,1532
183822,2,R,0,52
183822,0,R,1,0
183859,522,R,1347,11296
183859,522,R,1347,11296
183859,402,R,1301,9431
183859,120,R,46,1865
183877,1143,R,2062,5381
183877,1143,R,2062,5381
183877,998,R,1987,4954
183877,145,R,75,427
183910,112,R,188,1914
183910,65,R,35,1537
183910,65,R,35,1532
183910,0,Z,0,5
183910,47,R,153,377
183938,921,R,1299,8777
183938,921,R,1299,8777
183938,829,R,1262,7674
183938,92,R,37,1103
183974,205,R,274,1724
183974,81,R,214,1223
183974,81,R,213,1196
183974,0,R,1,27
183974,124,R,60,501
183983,0,A,0,60
183983,0,A,0,60
183983,0,A,0,60
184047,0,A,0,34
184047,0,A,0,34
184056,0,A,0,356
184056,0,A,0,356
184092,0,R,544,176
184092,0,R,544,176
184180,255,R,1543,6269
184180,255,R,1543,6269
184180,174,R,1453,5561
184180,81,R,90,708
184205,149,R,1042,1957
184205,149,R,1042,1957
184205,139,R,1037,1904
184205,10,R,5,53
184278,0,A,0,30
184278,0,A,0,30
184348,63,R,50,2016
184348,0,A,0,1521
184348,0,A,0,1407
184348,0,A,0,114
184348,63,R,50,495
184427,0,A,0,340
184427,0,A,0,340
184481,110,R,497,8989
184481,110,R,497,8989
184481,90,R,487,8287
184481,20,R,10,702
184506,0,A,0,79
184506,0,A,0,79
184603,602,R,1025,6506
184603,262,R,726,4369
184603,259,R,725,2466
184603,3,R,1,1903
184603,340,R,299,2137
184612,154,R,325,1535
184612,34,R,301,1313
184612,27,R,301,1311
184612,7,R,0,2
184612,120,R,24,222
184694,29,R,230,3074
184694,1,R,178,2334
184694,1,R,177,2305
184694,0,R,1,29
184694,28,R,52,740
184746,0,A,0,150
184746,0,A,0,150
184773,57,R,722,1523
184773,4,R,621,966
184773,4,R,621,784
184773,0,R,0,182
184773,53,R,101,557
184782,1116,R,3324,12932
184782,301,R,3126,10918
184782,299,R,3124,10645
184782,2,R,2,273
184782,815,R,198,2014
184791,387,R,1525,5206
184791,387,R,1525,5206
184791,333,R,1496,4400
184791,54,R,29,806
184816,0,A,0,83
184816,0,A,0,83
184870,0,A,0,363
184870,0,A,0,363
184959,0,A,0,780
184959,0,A,0,780
184959,0,A,0,779
184959,0,A,0,1
184968,0,A,0,172
184968,0,A,0,172
184995,0,R,888,7561
184995,0,R,888,7561
184995,0,R,848,7047
184995,0,R,40,514
185129,668,R,2258,5578
185129,125,R,1971,4567
185129,115,R,1957,4393
185129,10,R,14,174
185129,543,R,287,1011
185174,0,A,0,67
185174,0,A,0,67
185262,204,R,1080,12786
185262,122,R,1002,10688
185262,122,R,1002,10532
185262,0,R,0,156
185262,82,R,78,2098
185332,0,A,0,373
185332,0,A,0,373
185396,0,A,0,1151
185396,0,A,0,1151
185466,0,A,0,297
