UNITID,EFDEEXC,XEFDESOM,EFDESOM,EFDENON
217633,250,R,73,165
217688,462,R,560,2594
217688,230,R,442,2532
217688,230,R,442,2518
217688,0,R,0,14
217688,232,R,118,62
217712,319,R,693,1219
217712,319,R,693,1219
217712,288,R,648,1012
217712,31,R,45,207
217721,0,A,0,2281
217721,0,A,0,2281
217721,0,A,0,2281
217749,204,R,23,2674
217749,108,R,4,2454
217749,8,R,3,2376
217749,100,R,1,78
217749,96,R,19,220
217776,369,R,0,1511
217776,178,R,0,1246
217776,178,Z,0,1162
217776,0,R,0,84
217776,191,Z,0,265
217794,0,A,0,122
217794,0,A,0,122
217819,307,R,1203,9784
217819,43,R,1190,9142
217819,38,R,1188,8807
217819,5,R,2,335
217819,264,R,13,642
217828,0,A,0,53
217828,0,A,0,53
217837,258,R,438,274
217837,258,R,438,274
217837,191,R,391,246
217837,67,R,47,28
217864,167,R,298,3137
217864,45,R,74,2654
217864,45,R,74,2574
217864,0,R,0,80
217864,122,R,224,483
217873,44,R,0,1934
217873,21,R,0,1884
217873,21,R,0,1883
217873,0,R,0,1
217873,23,R,0,50
217882,896,R,3752,18758
217882,83,R,3474,15042
217882,18,R,3474,14903
217882,65,R,0,139
217882,813,R,278,3716
217891,0,A,0,200
217891,0,A,0,200
217891,0,A,0,200
217907,95,R,314,813
217907,40,R,314,795
217907,40,R,314,730
217907,0,R,0,65
217907,55,R,0,18
217925,216,R,201,549
217925,7,R,122,368
217925,7,R,122,362
217925,0,R,0,6
217925,209,R,79,181
217934,543,R,183,862
217934,507,R,170,779
217934,507,R,170,775
217934,0,R,0,4
217934,36,R,13,83
217961,144,R,163,1013
217961,0,R,78,792
217961,0,R,78,786
217961,0,R,0,6
217961,144,R,85,221
217989,31,R,253,348
217989,31,R,253,348
217989,31,R,253,212
217989,0,R,0,136
217998,153,R,134,535
217998,153,Z,0,461
217998,153,Z,0,457
217998,0,Z,0,4
217998,0,R,134,74
218025,2822,R,1983,1198
218025,2822,R,1983,1198
218025,2129,R,1813,763
218025,693,R,170,435
218043,0,A,0,106
218043,0,A,0,106
218043,0,A,0,106
218061,165,R,463,3246
218061,59,R,377,3123
218061,45,R,371,2805
218061,14,R,6,318
218061,106,R,86,123
218070,0,R,0,3003
218070,0,A,0,2797
218070,0,A,0,2775
218070,0,A,0,22
218070,0,Z,0,206
218113,1601,R,3578,6753
218113,1601,R,3578,6753
218113,1497,R,3543,5313
218113,104,R,35,1440
218140,1116,R,2135,3767
218140,1116,R,2135,3767
218140,1062,R,2086,3152
218140,54,R,49,615
218159,0,A,0,151
218159,0,A,0,151
218195,0,A,0,133
218195,0,A,0,133
218229,81,R,600,2091
218229,54,R,597,2083
218229,16,R,592,2050
218229,38,R,5,33
218229,27,R,3,8
218238,1067,R,584,1364
218238,998,R,584,1364
218238,987,R,584,1230
218238,11,R,0,134
218238,69,R,0,0
218335,523,R,227,2236
218335,53,R,227,26
218335,53,R,227,26
218335,470,R,0,2210
218353,882,R,3413,6454
218353,882,R,3413,6454
218353,830,R,3372,5817
218353,52,R,41,637
218399,0,A,0,754
218399,0,A,0,754
218399,0,A,0,754
218414,0,R,70,1000
218414,0,R,70,1000
218414,0,R,70,993
218414,0,R,0,7
218441,303,R,48,2183
218441,178,R,0,2163
218441,178,R,0,1979
218441,0,R,0,184
218441,125,R,48,20
218487,251,R,615,1774
218487,251,R,615,1774
218487,205,R,580,1257
218487,46,R,35,517
218520,1507,R,1509,1891
218520,1507,R,1509,1891
218520,1318,R,1413,1350
218520,189,R,96,541
218539,0,R,0,1352
218539,0,R,0,1063
218539,0,R,0,950
218539,0,R,0,113
218539,0,A,0,289
218645,295,R,595,2658
218645,175,R,595,2601
218645,175,R,592,2355
218645,0,R,3,246
218645,120,R,0,57
218654,16,R,552,1437
218654,16,R,552,1437
218654,15,R,552,1420
218654,1,R,0,17
218663,1648,R,6746,25705
218663,101,R,5760,19695
218663,97,R,5720,19153
218663,4,R,40,542
218663,1547,R,986,6010
218672,540,R,238,1067
218672,540,R,238,1067
218672,201,R,212,925
218672,339,R,26,142
218681,18,R,344,775
218681,18,R,344,775
218681,17,R,344,629
218681,1,R,0,146
218690,32,R,111,661
218690,32,R,111,661
218690,30,R,108,543
218690,2,R,3,118
218706,10,R,0,829
218706,10,R,0,829
218706,10,R,0,809
218706,0,R,0,20
218724,495,R,3080,6904
218724,153,R,3008,6586
218724,147,R,2995,6318
218724,6,R,13,268
218724,342,R,72,318
218733,0,R,721,2184
218733,0,R,620,1909
218733,0,R,619,1880
218733,0,R,1,29
218733,0,R,101,275
218742,295,R,1611,3915
218742,109,R,1596,3873
218742,108,R,1589,3333
218742,1,R,7,540
218742,186,R,15,42
218751,0,A,0,384
218751,0,A,0,384
218821,0,R,33,704
218821,0,R,33,704
218821,0,R,33,703
218821,0,R,0,1
218830,400,R,1294,3021
218830,400,R,1294,3021
218830,375,R,1274,2251
218830,25,R,20,770
218858,454,R,1598,1527
218858,454,R,1598,1527
218858,424,R,1463,1033
218858,30,R,135,494
218867,0,A,0,24
218867,0,A,0,24
218885,482,R,1980,3632
218885,482,R,1980,3632
218885,347,R,1840,3052
218885,135,R,140,580
218894,2769,R,3583,7209
218894,2769,R,3583,7209
218894,2395,R,3365,5634
218894,374,R,218,1575
218919,0,A,0,415
218919,0,A,0,415
218919,0,A,0,415
218955,3,R,51,622
218955,3,R,51,622
218955,3,R,51,468
218955,0,R,0,154
218964,60,R,1724,4325
218964,27,R,1623,3441
218964,27,R,1623,3140
218964,0,R,0,301
218964,33,R,101,884
218973,0,A,0,1683
218973,0,A,0,1683
218973,0,A,0,1675
218973,0,A,0,8
218991,429,R,1438,2737
218991,429,R,1438,2737
218991,400,R,1420,2417
218991,29,R,18,320
219000,240,R,0,1697
219000,0,R,0,1665
219000,0,R,0,1613
219000,0,R,0,52
219000,240,R,0,32
219037,0,A,0,85
219037,0,A,0,85
219046,971,R,901,2372
219046,798,R,852,2162
219046,205,R,794,1771
219046,593,R,58,391
219046,173,R,49,210
219082,1360,R,522,1308
219082,1090,R,490,1264
219082,598,R,447,891
219082,492,R,43,373
219082,270,R,32,44
219091,201,R,157,638
219091,142,R,99,638
219091,141,R,99,541
219091,1,R,0,97
219091,59,R,58,0
219125,0,A,0,77
219125,0,A,0,77
219143,0,R,347,1714
219143,0,R,347,1714
219143,0,R,339,1452
219143,0,R,8,262
219170,0,A,0,20
219170,0,A,0,20
219189,174,R,102,977
219189,174,R,102,977
219189,86,R,102,899
219189,88,R,0,78
219198,74,R,157,933
219198,74,R,157,777
219198,2,R,157,415
219198,72,R,0,362
219198,0,A,0,156
219204,1357,R,93,93
219204,1357,R,93,93
219204,1351,R,93,93
219204,6,Z,0,0
219213,265,R,74,26
219213,265,R,74,26
219213,265,R,74,26
219240,25,R,32,150
219240,25,R,32,150
219259,2057,R,512,1018
219259,1595,R,510,970
219259,191,R,487,859
219259,1404,R,23,111
219259,462,R,2,48
219277,158,R,0,1143
219277,158,R,0,1104
219277,158,R,0,1034
219277,0,R,0,70
219277,0,A,0,39
219295,283,R,305,233
219295,283,R,305,233
219295,275,R,304,230
219295,8,R,1,3
219338,0,A,0,17
219338,0,A,0,17
219347,82,R,193,2534
219347,7,R,167,2261
219347,2,R,142,2209
219347,5,R,25,52
219347,75,R,26,273
219356,1472,R,2845,8283
219356,1176,R,2727,7043
219356,455,R,2677,6635
219356,721,R,50,408
219356,296,R,118,1240
219374,0,A,0,568
219374,0,A,0,531
219374,0,A,0,505
219374,0,A,0,26
219374,0,A,0,37
219383,95,R,407,1030
219383,61,R,329,869
219383,61,R,318,828
219383,0,R,11,41
219383,34,R,78,161
219392,0,A,0,23
219392,0,A,0,23
219408,0,A,0,142
219408,0,A,0,142
219408,0,A,0,127
219408,0,A,0,15
219426,300,R,433,1341
219426,300,R,433,1341
219426,214,R,420,1233
219426,86,R,13,108
219453,0,A,0,104
219453,0,A,0,104
219471,2768,R,1670,5600
219471,1787,R,1459,4254
219471,763,R,1424,3966
219471,1024,R,35,288
219471,981,R,211,1346
219480,144,R,220,642
219480,144,R,220,642
219480,82,R,214,531
219480,62,R,6,111
219505,1,R,54,84
219505,1,R,54,84
219505,1,R,54,84
219578,0,A,0,342
219578,0,A,0,310
219578,0,A,0,299
219578,0,A,0,11
219578,0,A,0,32
219587,0,A,0,55
219587,0,A,0,55
219596,2,R,0,413
219596,2,R,0,413
219596,2,R,0,413
219602,1783,R,3133,5428
219602,1291,R,2975,5247
219602,1252,R,2963,4901
219602,39,R,12,346
219602,492,R,158,181
219639,12,R,89,975
219639,12,R,89,975
219639,12,R,89,955
219639,0,R,0,20
219709,17,R,1957,5749
219709,17,R,1924,4352
219709,15,R,1892,4325
219709,2,R,32,27
219709,0,R,33,1397
219718,3040,R,2785,150
219718,2083,R,2694,52
219718,2083,R,1933,52
219718,0,R,761,0
219718,957,R,91,98
219790,547,R,24,910
219790,422,R,18,909
219790,260,R,18,686
219790,162,R,0,223
219790,125,R,6,1
219806,540,R,517,1602
219806,21,R,487,1304
219806,20,R,487,1241
219806,1,R,0,63
219806,519,R,30,298
219824,1129,R,2077,5422
219824,1129,R,2077,5422
219824,764,R,1841,4334
219824,365,R,236,1088
219833,21,R,366,1751
219833,2,R,236,1446
219833,2,R,236,1202
219833,0,R,0,244
219833,19,R,130,305
219842,275,R,34,91
219842,98,R,3,26
219842,98,R,3,26
219842,177,R,31,65
219851,0,A,0,25
219851,0,A,0,25
219879,172,R,674,2469
219879,172,R,674,2469
219879,144,R,650,1648
219879,28,R,24,821
219888,604,R,1637,3404
219888,604,R,1637,3404
219888,459,R,1553,2430
219888,145,R,84,974
219903,0,A,0,1448
219903,0,A,0,1448
219903,0,A,0,1448
219921,1,R,0,325
219921,1,R,0,325
219921,1,R,0,278
219921,0,R,0,47
219949,192,R,0,1771
219949,75,R,0,1583
219949,75,R,0,1294
219949,0,R,0,289
219949,117,R,0,188
219976,140,R,1674,2818
219976,67,R,1269,1650
219976,67,R,1269,1644
219976,0,R,0,6
219976,73,R,405,1168
219994,0,A,0,559
219994,0,A,0,559
219994,0,A,0,550
219994,0,A,0,9
220002,0,R,221,0
220002,0,R,221,0
220002,0,R,221,0
220057,335,R,567,1914
220057,335,R,567,1914
220057,245,R,539,1071
220057,90,R,28,843
220075,1229,R,4526,8267
220075,558,R,4083,6424
220075,537,R,4057,6115
220075,21,R,26,309
220075,671,R,443,1843
220118,0,A,0,343
220118,0,A,0,343
220118,0,A,0,343
220127,26,Z,0,452
220127,26,Z,0,452
220127,26,Z,0,452
220163,0,A,0,41
220163,0,A,0,41
220181,0,R,335,426
220181,0,R,335,388
220181,0,R,335,388
220181,0,A,0,38
220206,34,R,0,315
220206,34,R,0,296
220206,34,R,0,204
220206,0,R,0,92
220206,0,A,0,19
220215,179,R,259,1468
220215,1,R,78,1323
220215,1,R,78,1218
220215,0,R,0,105
220215,178,R,181,145
220251,0,R,0,286
220251,0,R,0,286
220251,0,R,0,284
220251,0,R,0,2
220279,6,R,0,648
220279,6,R,0,648
220279,6,R,0,321
220279,0,R,0,327
220312,10,R,170,103
220312,10,R,170,103
220312,10,R,170,103
220321,1,Z,0,343
220321,1,Z,0,343
220321,1,Z,0,342
220321,0,Z,0,1
220394,13,Z,0,247
220394,13,Z,0,247
220394,13,Z,0,247
220400,633,R,1329,2727
220400,633,R,1329,2727
220400,308,R,1164,1822
220400,325,R,165,905
220464,32,R,0,54
220464,32,R,0,54
220464,32,R,0,54
220473,334,R,141,665
220473,145,R,136,584
220473,130,R,135,577
220473,15,R,1,7
220473,189,R,5,81
220491,0,A,0,201
220491,0,A,0,201
220516,883,R,659,1262
220516,782,R,537,1024
220516,773,R,532,954
220516,9,R,5,70
220516,101,R,122,238
220552,64,R,547,1227
220552,27,R,393,729
220552,25,R,393,727
220552,2,R,0,2
220552,37,R,154,498
220598,0,R,0,1427
220598,0,R,0,1427
220598,0,R,0,1427
220604,0,A,0,959
220604,0,A,0,959
220604,0,A,0,959
220613,648,R,62,4592
220613,589,R,20,4212
220613,584,R,20,3657
220613,5,R,0,555
220613,59,R,42,380
220631,58,R,0,4196
220631,32,R,0,1627
220631,32,R,0,1584
220631,0,R,0,43
220631,26,R,0,2569
220640,3,R,0,550
220640,3,R,0,550
220640,3,R,0,319
220640,0,R,0,231
220701,6,R,173,838
220701,6,R,173,833
220701,6,R,172,755
220701,0,R,1,78
220701,0,A,0,5
220710,0,A,0,1196
220710,0,A,0,1196
220710,0,A,0,1177
220710,0,A,0,19
220756,0,R,0,182
220756,0,R,0,182
220756,0,R,0,163
220756,0,R,0,19
220765,0,A,0,162
220765,0,A,0,162
220792,0,A,0,831
220792,0,A,0,831
220808,0,A,0,378
220808,0,A,0,338
220808,0,A,0,337
220808,0,A,0,1
220808,0,A,0,40
220853,0,A,0,1003
220853,0,A,0,1003
220853,0,A,0,1003
220862,2319,R,5055,13927
220862,1414,R,4424,11345
220862,1385,R,4414,10163
220862,29,R,10,1182
220862,905,R,631,2582
220871,0,A,0,167
220871,0,A,0,167
220978,1670,R,4908,15472
220978,1221,R,4568,13904
220978,1200,R,4557,13241
220978,21,R,11,663
220978,449,R,340,1568
220996,13,Z,0,216
220996,13,Z,0,216
221050,11,R,0,672
221050,11,R,0,672
221050,11,R,0,659
221050,0,R,0,13
221096,719,R,1147,3972
221096,719,R,1147,3972
221096,572,R,1091,3103
221096,147,R,56,869
221102,11,Z,0,421
221102,11,Z,0,421
221102,11,Z,0,421
221148,0,A,0,1457
221148,0,A,0,1457
221148,0,A,0,1457
221157,0,A,0,122
221157,0,A,0,122
221184,1150,R,1686,6078
221184,1150,R,1686,6078
221184,787,R,1601,4908
221184,363,R,85,1170
221236,13,Z,0,406
221236,13,Z,0,406
221236,0,Z,0,316
221236,13,Z,0,90
221254,0,A,0,170
221254,0,A,0,170
221254,0,A,0,159
221254,0,A,0,11
221281,3,Z,0,305
221281,3,Z,0,305
221281,3,Z,0,259
221281,0,Z,0,46
221333,8,R,0,684
221333,8,R,0,684
221333,8,R,0,264
221333,0,R,0,420
221351,0,A,0,2029
221351,0,A,0,1999
221351,0,A,0,1980
221351,0,A,0,19
221351,0,A,0,30
221388,3,R,0,208
221388,3,R,0,208
221388,3,R,0,131
221388,0,Z,0,77
221397,539,R,2117,3100
221397,539,R,2117,3100
221397,480,R,2072,1836
221397,59,R,45,1264
221430,7,R,0,313
221430,7,R,0,313
221430,7,R,0,258
221430,0,R,0,55
221485,764,R,3511,4052
221485,764,R,3511,4052
221485,653,R,3450,3553
221485,111,R,61,499
221494,3,R,0,549
221494,3,R,0,549
221494,3,R,0,549
221519,0,A,0,1815
221519,0,A,0,1731
221519,0,A,0,1714
221519,0,A,0,17
221519,0,A,0,84
221582,0,A,0,338
221582,0,A,0,338
221582,0,A,0,338
221591,2,R,0,396
221591,2,R,0,396
221591,2,R,0,359
221591,0,R,0,37
221607,30,R,6,270
221607,30,R,6,270
221607,5,R,6,181
221607,25,R,0,89
221616,0,A,0,410
221616,0,A,0,410
221616,0,A,0,410
221625,0,R,0,1112
221625,0,R,0,1112
221625,0,R,0,1112
221634,0,A,0,271
221634,0,A,0,271
221634,0,A,0,262
221634,0,A,0,9
221643,1083,R,1356,7805
221643,1083,R,1356,7805
221643,517,R,1266,6174
221643,566,R,90,1631
221661,130,R,772,2057
221661,50,R,611,1883
221661,38,R,608,1804
221661,12,R,3,79
221661,80,R,161,174
221670,0,A,0,530
221670,0,A,0,530
221731,43,R,245,749
221731,21,R,245,749
221731,21,R,244,734
221731,0,R,1,15
221731,22,Z,0,0
221740,283,R,4171,7079
221740,3,R,3834,6333
221740,3,R,3819,6235
221740,0,R,15,98
221740,280,R,337,746
221759,667,R,7093,20292
221759,65,R,6671,15403
221759,65,R,6663,15256
221759,0,R,8,147
221759,602,R,422,4889
221768,1052,R,507,5146
221768,697,R,466,5116
221768,438,R,444,4694
221768,259,R,22,422
221768,355,R,41,30
221795,15,R,94,0
221795,15,R,94,0
221795,15,R,94,0
221829,0,A,0,167
221829,0,A,0,167
221838,482,R,1254,7024
221838,220,R,1027,5767
221838,185,R,1025,5668
221838,35,R,2,99
221838,262,R,227,1257
221847,703,R,5425,4365
221847,236,R,5238,3964
221847,208,R,5179,3797
221847,28,R,59,167
221847,467,R,187,401
221892,817,R,26,2378
221892,341,R,10,1741
221892,341,R,10,1628
221892,0,Z,0,113
221892,476,R,16,637
221908,350,R,1236,4538
221908,350,R,1236,4538
221908,265,R,1218,3668
221908,85,R,18,870
221953,136,R,601,1059
221953,76,R,546,963
221953,76,R,546,963
221953,60,R,55,96
221971,273,R,762,2431
221971,83,R,477,1726
221971,83,R,476,1623
221971,0,R,1,103
221971,190,R,285,705
221999,96,R,193,12298
221999,0,A,0,6871
221999,0,A,0,6844
221999,0,A,0,27
221999,96,R,193,5427
222026,0,A,0,36
222026,0,A,0,36
222053,1411,R,1972,5301
222053,1411,R,1972,5301
222053,950,R,1791,4232
222053,461,R,181,1069
222062,615,R,1987,3349
222062,615,R,1987,3349
222062,400,R,1900,2131
222062,215,R,87,1218
222099,0,A,0,190
222099,0,A,0,190
222105,0,A,0,300
222105,0,A,0,300
222105,0,A,0,293
222105,0,A,0,7
222178,730,R,305,3875
222178,1,R,257,3500
222178,1,R,256,3462
222178,0,R,1,38
222178,729,R,48,375
222567,447,R,1013,4217
222567,447,R,1013,4217
222567,416,R,879,2526
222567,31,R,134,1691
222576,1199,R,2108,6888
222576,1199,R,2108,6888
222576,1097,R,1978,6270
222576,102,R,130,618
222628,835,R,191,301
222628,180,R,34,1
222628,168,R,33,1
222628,12,R,1,0
222628,655,R,157,300
222822,659,R,3149,1253
222822,659,R,3149,1253
222822,472,R,1996,1089
222822,187,R,1153,164
222831,1432,R,2021,6128
222831,229,R,1938,5865
222831,224,R,1926,3442
222831,5,R,12,2423
222831,1203,R,83,263
222877,43,R,78,78
222877,32,R,78,71
222877,32,R,78,70
222877,0,Z,0,1
222877,11,Z,0,7
222886,31,R,2,206
222886,31,R,2,206
222938,0,R,200,1164
222938,0,R,200,1164
222938,0,R,200,1164
222983,0,A,0,1278
222983,0,A,0,1262
222983,0,A,0,1259
222983,0,A,0,3
222983,0,A,0,16
222992,4211,R,6153,31179
222992,4211,R,6153,31179
222992,3414,R,5492,22760
222992,797,R,661,8419
223001,0,A,0,157
223001,0,A,0,157
223056,0,A,0,67
223056,0,A,0,67
223083,242,R,401,0
223083,242,R,401,0
223083,242,R,401,0
223117,105,R,40,29
223117,57,R,18,8
223117,55,R,18,7
223117,2,Z,0,1
223117,48,R,22,21
223223,0,R,22,1547
223223,0,R,22,1547
223232,215,Z,0,16744
223232,0,Z,0,14348
223232,0,Z,0,14309
223232,0,Z,0,39
223232,215,Z,0,2396
223320,27,R,1476,3540
223320,27,R,1476,3540
223320,4,R,485,1794
223320,23,R,991,1746
223427,1692,R,2885,14519
223427,1692,R,2885,14519
223427,1510,R,2794,12546
223427,182,R,91,1973
223463,0,A,0,927
223463,0,A,0,927
223463,0,A,0,927
223472,0,A,0,292
223472,0,A,0,292
223472,0,A,0,292
223506,474,R,728,3113
223506,474,R,728,3113
223506,393,R,650,2107
223506,81,R,78,1006
223524,4110,R,1636,7029
223524,4110,R,1636,7029
223524,3929,R,1541,5416
223524,181,R,95,1613
223773,2826,R,1122,3176
223773,2826,R,1122,3176
223773,2741,R,1050,2618
223773,85,R,72,558
223816,7323,R,2452,8342
223816,7323,R,2452,8342
223816,5514,R,1592,4975
223816,1809,R,860,3367
223852,0,A,0,10
223852,0,A,0,10
223898,330,R,972,1942
223898,330,R,972,1942
223898,322,R,943,1865
223898,8,R,29,77
223922,612,R,391,431
223922,612,R,391,431
223922,612,R,391,431
224004,840,R,318,1553
224004,233,R,290,1256
224004,233,R,290,1226
224004,0,R,0,30
224004,607,R,28,297
224013,0,A,0,32
224013,0,A,0,32
224110,1628,R,1988,5994
224110,1628,R,1988,5994
224110,1592,R,1966,5894
224110,36,R,22,100
224147,1037,R,5352,5813
224147,235,R,4934,4791
224147,235,R,4931,4789
224147,0,R,3,2
224147,802,R,418,1022
224156,0,A,0,306
224156,0,A,0,306
224226,774,R,1342,3040
224226,398,R,880,1945
224226,395,R,869,1845
224226,3,R,11,100
224226,376,R,462,1095
224244,64,R,70,118
224244,60,R,70,118
224244,60,R,70,118
224244,4,R,0,0
224271,8,Z,0,87
224271,8,Z,0,87
224271,8,Z,0,87
224305,723,R,600,1038
224305,723,R,600,1038
224323,278,R,739,1340
224323,0,R,67,1340
224323,0,R,67,1326
224323,0,R,0,14
224323,278,R,672,0
224350,1492,R,1892,8305
224350,1492,R,1892,8305
224350,1492,R,1892,8305
224527,19,R,92,1350
224527,3,R,41,1295
224527,3,R,41,1201
224527,0,R,0,94
224527,16,R,51,55
224545,705,R,798,557
224545,351,R,750,483
224545,321,R,747,477
224545,30,R,3,6
224545,354,R,48,74
224554,4598,R,4101,4815
224554,1616,R,2955,3747
224554,1609,R,2952,3741
224554,7,R,3,6
224554,2982,R,1146,1068
224572,4433,R,2590,8006
224572,4433,R,2590,8006
224572,4264,R,2425,5511
224572,169,R,165,2495
224615,2877,R,1508,6365
224615,2877,R,1508,6365
224615,2694,R,1474,4390
224615,183,R,34,1975
224642,2024,R,5020,22416
224642,2024,R,5020,22416
224642,1866,R,4781,20759
224642,158,R,239,1657
224660,0,A,0,530
224660,0,A,0,530
224660,0,A,0,530
224679,0,A,0,1082
224679,0,A,0,1082
224679,0,A,0,1082
224712,0,A,0,117
224712,0,A,0,117
224758,0,A,0,37
224758,0,A,0,37
224776,0,R,630,214
224776,0,R,630,208
224776,0,R,630,208
224776,0,Z,0,6
224828,0,A,0,58
224828,0,A,0,58
224891,110,R,204,1242
224891,110,R,204,1242
224891,63,R,117,348
224891,47,R,87,894
224961,143,R,605,1453
224961,143,R,605,1453
224961,107,R,558,1064
224961,36,R,47,389
225070,755,R,1412,2433
225070,755,R,1412,2433
225070,591,R,1202,1727
225070,164,R,210,706
225201,35,R,612,281
225201,20,R,612,281
225201,20,R,588,281
225201,0,R,24,0
225201,15,Z,0,0
225247,0,R,437,1768
225247,0,R,290,1418
225247,0,R,290,1366
225247,0,Z,0,52
225247,0,R,147,350
225308,1397,R,1663,1678
225308,1397,R,1663,1678
225308,1392,R,1648,1430
225308,5,R,15,248
225371,1012,R,1061,2002
225371,1012,R,1061,2002
225371,971,R,1059,716
225371,41,R,2,1286
225399,164,R,622,2484
225399,42,R,510,1780
225399,42,R,510,1761
225399,0,R,0,19
225399,122,R,112,704
225414,732,R,2369,5568
225414,372,R,1630,3568
225414,368,R,1630,3559
225414,4,Z,0,9
225414,360,R,739,2000
225423,7347,R,11530,38155
225423,7347,R,11530,38155
225423,7312,R,11511,38023
225423,35,R,19,132
225432,2301,R,4547,7403
225432,2100,R,4239,6526
225432,2075,R,4220,6463
225432,25,R,19,63
225432,201,R,308,877
225502,280,R,524,3580
225502,155,R,371,2722
225502,155,R,371,2705
225502,0,R,0,17
225502,125,R,153,858
225511,1281,R,13386,29107
225511,1016,R,12840,22139
225511,913,R,12616,21031
225511,103,R,224,1108
225511,265,R,546,6968
225520,329,R,880,912
225520,329,R,880,912
225520,325,R,875,894
225520,4,R,5,18
225548,32,R,296,861
225548,18,R,296,784
225548,14,R,287,765
225548,4,R,9,19
225548,14,R,0,77
225575,0,R,92,920
225575,0,R,92,873
225575,0,R,92,872
225575,0,R,0,1
225575,0,A,0,47
225627,1631,R,816,6459
225627,1041,R,732,4650
225627,1028,R,731,4480
225627,13,R,1,170
225627,590,R,84,1809
225779,0,A,0,42
225779,0,A,0,42
225779,0,A,0,42
225788,0,A,0,79
225788,0,A,0,79
225788,0,A,0,79
225876,46,R,302,211
225876,46,R,302,211
225876,22,R,185,77
225876,24,R,117,134
225885,0,R,147,721
225885,0,R,147,721
225885,0,R,147,721
225991,0,A,0,117
225991,0,A,0,117
225991,0,A,0,117
226019,350,R,991,4574
226019,350,R,991,4574
226019,350,R,990,4528
226019,0,R,1,46
226091,6257,R,3069,5675
226091,1911,R,2708,4689
226091,1854,R,2677,4534
226091,57,R,31,155
226091,4346,R,361,986
226107,450,R,826,1062
226107,450,R,826,1062
226107,211,R,744,841
226107,239,R,82,221
226116,148,R,350,1553
226116,148,R,350,1553
226116,141,R,334,1459
226116,7,R,16,94
226125,0,A,0,153
226125,0,A,0,153
226134,2443,R,1354,5379
226134,2443,R,1354,5379
226134,2180,R,1263,4777
226134,263,R,91,602
226152,297,R,1738,5355
226152,140,R,1568,4883
226152,140,R,1564,4862
226152,0,R,4,21
226152,157,R,170,472
226204,403,R,1107,5623
226204,403,R,1107,5623
226204,393,R,1094,5502
226204,10,R,13,121
226231,1183,R,369,1169
226231,766,R,345,1142
226231,627,R,323,873
226231,139,R,22,269
226231,417,R,24,27
226277,0,A,0,888
226277,0,A,0,888
226277,0,A,0,888
226374,0,A,0,54
226374,0,A,0,54
226383,100,R,481,1331
226383,4,R,354,1113
226383,4,R,354,1072
226383,0,R,0,41
226383,96,R,127,218
226408,282,R,1086,2627
226408,282,R,1086,2627
226408,209,R,878,1697
226408,73,R,208,930
226471,30,R,465,3411
226471,12,R,427,2839
226471,10,R,427,2780
226471,2,R,0,59
226471,18,R,38,572
226578,1502,R,2325,4972
226578,1502,R,2325,4972
226578,1287,R,2032,3759
226578,215,R,293,1213
226587,13,R,289,772
226587,12,R,289,772
226587,10,R,283,723
226587,2,R,6,49
226587,1,R,0,0
226675,0,A,0,299
226675,0,A,0,299
226806,943,R,1079,3623
226806,943,R,1079,3623
226806,904,R,1031,2651
226806,39,R,48,972
226833,1129,R,1357,3578
226833,745,R,1271,3303
226833,745,R,1271,3303
226833,384,R,86,275
226860,0,A,0,37
226860,0,A,0,37
226879,0,A,0,181
226879,0,A,0,181
226879,0,A,0,181
226903,128,R,2,214
226903,128,R,2,214
226930,2200,R,1583,5869
226930,2200,R,1583,5869
226930,2136,R,1504,4304
226930,64,R,79,1565
227003,0,A,0,195
227003,0,A,0,195
227058,0,A,0,117
227058,0,A,0,117
227146,1820,R,1711,5699
227146,1820,R,1711,5699
227146,1820,R,1711,5699
227155,0,A,0,37
227155,0,A,0,37
227182,9166,R,13707,48678
227182,9166,R,13707,48678
227182,8995,R,13031,37176
227182,171,R,676,11502
227191,2689,R,2067,6122
227191,2689,R,2067,6122
227191,2370,R,1874,5045
227191,319,R,193,1077
227216,3398,R,9933,24814
227216,1230,R,9308,20703
227216,1230,R,9308,20703
227216,2168,R,625,4111
227225,659,R,802,1560
227225,659,R,802,1560
227225,444,R,675,1142
227225,215,R,127,418
227289,6,R,0,128
227289,6,R,0,128
227298,0,A,0,229
227298,0,A,0,229
227304,1702,R,1133,3299
227304,1702,R,1133,3299
227304,1300,R,931,2520
227304,402,R,202,779
227313,0,A,0,166
227313,0,A,0,166
227322,0,A,0,214
227322,0,A,0,214
227331,1019,R,631,1480
227331,38,R,623,686
227331,38,R,623,665
227331,0,Z,0,21
227331,981,R,8,794
227368,1349,R,8851,17360
227368,840,R,8314,14869
227368,758,R,8311,14863
227368,82,R,3,6
227368,509,R,537,2491
227377,0,A,0,5062
227377,0,A,0,5062
227377,0,A,0,3600
227377,0,A,0,1462
227386,508,R,1333,826
227386,508,R,1333,826
227386,359,R,1188,560
227386,149,R,145,266
227401,881,R,1411,2514
227401,881,R,1411,2514
227401,795,R,1121,1339
227401,86,R,290,1175
227429,5,R,150,281
227429,5,R,150,281
227429,5,R,148,274
227429,0,R,2,7
227526,430,R,1218,7134
227526,49,R,882,6486
227526,49,R,882,6486
227526,381,R,336,648
227687,418,R,587,1253
227687,418,R,587,1253
227687,368,R,554,1125
227687,50,R,33,128
227748,0,A,0,263
227748,0,A,0,263
227757,0,R,0,6855
