UNITID,EFDEEXC,EFDESOM,EFDENON
421665,,,17
421665,,,17
421708,,,494
421708,,,494
421708,,,494
421717,,,47
421717,,,47
421717,,,47
421771,,,40
421771,,,40
421832,,,284
421832,,,284
421832,,,284
421841,,,268
421841,,,268
421841,,,268
421878,,,223
421878,,,223
421878,,,223
421896,,,409
421896,,,409
422190,,,40
422190,,,40
422695,81,0,279
422695,81,0,279
422695,81,0,279
422835,,,167
422835,,,167
423120,,,704
423120,,,704
423397,,,63
423397,,,63
423643,12,0,3540
423643,12,0,3540
423652,21,235,160
423652,21,235,160
423652,16,180,149
423652,5,55,11
423980,,,692
423980,,,692
423980,,,692
425250,,,115
425250,,,115
425250,,,115
425889,,,289
425889,,,289
425986,0,51,199
425986,0,51,199
426314,11632,1811,778
426314,7958,1679,429
426314,7876,1677,324
426314,82,2,105
426314,3674,132,349
427308,,,163
427308,,,163
427335,,,35
427335,,,35
427894,,,150
427894,,,150
427919,,,54
427919,,,54
427973,,,184
427973,,,184
427982,,,152
427982,,,152
427982,,,96
427982,,,56
427991,,,900
427991,,,900
427991,,,547
427991,,,353
428000,,,146
428000,,,146
428019,,,297
428019,,,297
428019,,,297
428055,,,284
428055,,,284
428073,,,21
428073,,,21
428125,,,99
428125,,,99
428143,,,237
428143,,,237
428143,,,237
428170,0,22,474
428170,0,22,474
428170,0,22,393
428170,0,0,81
428259,178,8,12
428259,144,5,11
428259,144,5,11
428259,34,3,1
428268,0,235,260
428268,0,102,28
428268,0,102,20
428268,0,0,8
428268,0,133,232
428286,0,154,358
428286,0,154,358
428286,0,153,358
428286,0,1,0
428295,,,81
428295,,,81
428392,386,333,715
428392,386,333,715
428392,272,311,614
428392,114,22,101
428444,0,415,484
428444,0,415,484
428444,0,415,484
429012,,,439
429012,,,439
429085,10,1,123
429085,10,1,123
429094,,,159
429094,,,159
429128,,,860
429128,,,860
429128,,,750
429128,,,110
430096,0,19,201
430096,0,19,201
430157,0,0,109
430157,0,0,109
430157,0,0,109
430166,0,0,99
430166,0,0,99
430166,0,0,99
430184,1925,735,584
430184,1433,625,441
430184,1420,624,438
430184,13,1,3
430184,492,110,143
430218,,,120
430218,,,120
430227,,,131
430227,,,131
430245,0,5,450
430245,0,5,450
430254,,,77
430254,,,77
430306,,,47
430306,,,47
430342,,,101
430342,,,101
430403,,,41
430403,,,41
430421,,,20
430421,,,20
430485,,,60
430485,,,60
430485,,,60
430564,,,44
430564,,,44
430582,,,395
430582,,,395
430670,,,325
430670,,,37
430670,,,37
430670,,,288
430704,,,149
430704,,,14
430704,,,14
430704,,,135
430795,,,241
430795,,,241
430795,,,241
430810,,,409
430810,,,343
430810,,,339
430810,,,4
430810,,,66
430883,,,30
430883,,,30
430883,,,30
430908,,,67
430908,,,67
430908,,,67
430935,,,866
430935,,,866
430935,,,866
430971,,,33
430971,,,33
430971,,,33
431017,,,92
431017,,,92
431017,,,92
431071,,,84
431071,,,84
431099,,,44
431099,,,44
431105,,,124
431105,,,124
431105,,,124
431123,,,375
431123,,,375
431141,,,1258
431141,,,1258
431141,,,1248
431141,,,10
431169,,,120
431169,,,120
431169,,,120
431187,,,74
431187,,,74
431187,,,74
431196,,,129
431196,,,129
431196,,,129
431202,,,25
431202,,,25
431202,,,25
431266,,,83
431266,,,83
431266,,,83
431275,,,99
431275,,,99
431275,,,99
431284,,,84
431284,,,84
431309,,,19
431309,,,19
431558,,,251
431558,,,251
431558,,,244
431558,,,7
431594,,,22
431594,,,22
431600,,,104
431600,,,104
431691,,,31
431691,,,31
431691,,,31
431707,,,29
431707,,,29
431707,,,29
431716,,,417
431716,,,417
431716,,,417
431770,,,43
431770,,,43
431770,,,43
431886,,,226
431886,,,226
431886,,,226
431929,,,174
431929,,,174
431929,,,174
431956,,,190
431956,,,190
431965,,,72
431965,,,72
431983,,,116
431983,,,116
431983,,,116
432074,,,215
432074,,,215
432074,,,215
432117,,,106
432117,,,106
432223,87,33,122
432223,82,27,99
432223,82,27,99
432223,5,6,23
432241,65,10,31
432241,62,10,31
432241,62,10,31
432241,3,0,0
432269,,,71
432269,,,71
432302,,,196
432302,,,196
432302,,,196
432348,0,30,65
432348,0,30,65
432357,56,13,144
432357,56,13,144
432384,,,488
432384,,,488
432384,,,488
432524,,,170
432524,,,170
432524,,,170
432533,0,230,168
432533,0,230,168
432533,0,230,163
432533,0,0,5
433004,,,262
433004,,,261
433004,,,261
433004,,,1
433013,261,191,1
433013,261,191,1
433013,261,191,1
433040,,,44
433040,,,44
433040,,,44
433068,,,182
433068,,,182
433068,,,182
433101,,,596
433101,,,596
433138,,,180
433138,,,180
433138,,,180
433165,,,4
433165,,,4
433174,20,155,269
433174,20,155,269
433174,19,155,269
433174,1,0,0
433217,,,10
433217,,,10
433387,84289,,
433387,63961,,
433387,63961,,
433387,20328,,
433420,141,76,127
433420,133,75,121
433420,132,75,75
433420,1,0,46
433420,8,1,6
433466,0,270,48
433466,0,270,48
433466,0,270,48
433536,232,146,123
433536,197,146,123
433536,197,146,123
433536,35,0,0
433563,0,2,72
433563,0,2,72
433563,0,2,72
433660,889,5413,8519
433660,636,5211,7886
433660,580,5192,7886
433660,56,19,0
433660,253,202,633
433970,,,57
433970,,,57
434016,2,0,130
434016,2,0,130
434016,2,0,114
434016,0,0,16
434061,152,1359,4885
434061,152,1359,4885
434061,145,1336,3687
434061,7,23,1198
434140,,,975
434140,,,975
434140,,,975
434159,,,299
434159,,,299
434159,,,299
434274,,,82
434274,,,82
434283,,,60
434283,,,60
434292,,,2
434292,,,2
434308,,,444
434308,,,444
434344,,,149
434344,,,149
434362,,,46
434362,,,46
434380,,,19
434380,,,19
434432,,,41
434432,,,41
434432,,,41
434441,,,92
434441,,,92
434469,,,64
434469,,,64
434496,,,80
434496,,,80
434520,0,35,329
434520,0,35,329
434539,0,30,236
434539,0,30,236
434539,0,30,236
434584,30,41,117
434584,30,41,117
434584,12,37,20
434584,18,4,97
434672,1958,3168,16067
434672,1958,3168,16067
434672,1823,3064,14451
434672,135,104,1616
434690,0,0,168
434690,0,0,168
434690,0,0,168
434715,3,227,458
434715,3,227,458
434751,,,77
434751,,,77
434751,,,69
434751,,,8
434821,,,867
434821,,,867
434821,,,867
434830,,,176
434830,,,176
434900,,,464
434900,,,464
434900,,,444
434900,,,20
434937,,,33
434937,,,33
434937,,,28
434937,,,5
434973,43,10,62
434973,35,10,61
434973,35,10,61
434973,8,0,1
435000,,,874
435000,,,28
435000,,,28
435000,,,846
436003,,,163
436003,,,163
436012,,,290
436012,,,290
436021,,,24
436021,,,24
436030,,,226
436030,,,226
436067,,,29
436067,,,29
436094,0,196,315
436094,0,140,17
436094,0,140,16
436094,0,0,1
436094,0,56,298
436100,,,18
436100,,,18
436182,,,66
436182,,,66
436182,,,66
436191,116,0,212
436191,116,0,212
436191,112,0,212
436191,4,0,0
436261,,,82
436261,,,82
436270,,,137
436270,,,137
436304,102,94,1784
436304,102,94,1784
436304,98,93,1187
436304,4,1,597
436429,848,2280,0
436429,848,2280,0
436429,848,2280,0
436438,0,147,325
436438,0,104,53
436438,0,102,37
436438,0,2,16
436438,0,43,272
436465,,,242
436465,,,242
436465,,,228
436465,,,14
436483,114,68,46
436483,114,68,46
436483,114,68,46
436553,,,204
436553,,,204
436599,0,0,91
436599,0,0,91
436599,0,0,91
436614,8,0,82
436614,0,0,66
436614,0,0,63
436614,0,0,3
436614,8,0,16
436632,,,183
436632,,,183
436641,,,144
436641,,,144
436650,,,205
436650,,,205
436775,,,218
436775,,,218
436818,12,135,1949
436818,12,135,1949
436818,10,132,1868
436818,2,3,81
436827,4,26,673
436827,4,26,673
436827,4,26,639
436827,0,0,34
436836,6,83,1418
436836,6,83,1418
436836,5,83,1294
436836,1,0,124
437060,,,203
437060,,,203
437060,,,203
437097,1286,0,7
437097,1029,0,0
437097,950,0,0
437097,79,0,0
437097,257,0,7
437103,635,1258,5404
437103,635,1258,5404
437103,488,1249,4981
437103,147,9,423
437237,,,98
437237,,,98
437316,0,72,271
437316,0,72,271
437316,0,72,271
437325,307,0,0
437325,279,0,0
437325,275,0,0
437325,4,0,0
437325,28,0,0
437556,,,401
437556,,,401
437608,,,223
437608,,,223
437635,,,316
437635,,,316
437635,,,316
437705,,,12
437705,,,12
437705,,,12
437732,4,56,184
437732,4,56,184
437732,4,56,184
437750,,,129
437750,,,129
437750,,,129
437769,,,162
437769,,,162
437769,,,162
437778,,,317
437778,,,317
437857,,,123
437857,,,123
437936,2,298,415
437936,2,298,415
437936,2,298,415
438151,514,0,430
438151,514,0,276
438151,514,0,268
438151,0,0,8
438151,,,154
438179,,,379
438179,,,379
438179,,,379
438212,0,67,145
438212,0,67,145
438212,0,67,145
438221,0,79,182
438221,0,79,182
438221,0,79,182
438258,5,230,202
438258,5,230,202
438258,5,230,202
438267,,,242
438267,,,242
438285,,,456
438285,,,456
438285,,,456
438337,,,225
438337,,,225
438498,530,1030,1365
438498,433,892,922
438498,433,891,919
438498,0,1,3
438498,97,138,443
438504,,,1388
438504,,,1388
438586,1848,210,147
438586,1660,196,138
438586,1659,196,138
438586,1,0,0
438586,188,14,9
438647,0,12,213
438647,0,12,213
438647,0,12,213
438656,,,136
438656,,,136
438674,,,66
438674,,,66
438708,69,159,498
438708,69,159,498
438708,55,142,159
438708,14,17,339
438735,,,155
438735,,,155
438805,,,378
438805,,,378
438869,,,10
438869,,,10
438869,,,10
438902,0,12,19
438902,0,0,11
438902,0,0,11
438902,0,12,8
438984,,,142
438984,,,142
439020,,,92
439020,,,20
439020,,,20
439020,,,72
439057,0,36,23
439057,0,30,0
439057,0,30,0
439057,0,6,23
439118,9,140,258
439118,9,140,258
439118,9,140,258
439127,,,113
439127,,,113
439127,,,113
439145,0,0,4094
439145,0,0,4094
439145,0,0,3366
439145,0,0,728
439190,375,597,2462
439190,375,597,2462
439190,273,458,1535
439190,102,139,927
439288,0,108,1170
439288,0,108,1150
439288,0,108,1119
439288,0,0,31
439288,0,0,20
439297,46,13,43
439297,44,13,43
439297,44,13,43
439297,2,0,0
439367,,,521
439367,,,521
439367,,,521
439394,,,131
439394,,,12
439394,,,12
439394,,,119
439446,,,144
439446,,,39
439446,,,39
439446,,,105
439455,,,292
439455,,,292
439455,,,292
439473,,,338
439473,,,338
439482,,,247
439482,,,247
439491,,,311
439491,,,311
439507,,,167
439507,,,167
439570,298,35,281
439570,298,35,281
439570,298,35,281
439613,39,55,176
439613,39,55,176
439613,39,55,164
439613,0,0,12
439622,,,505
439622,,,505
439622,,,505
439631,,,18
439631,,,18
439668,,,95
439668,,,95
439686,,,248
439686,,,248
439701,202,196,299
439701,110,135,205
439701,110,134,203
439701,0,1,2
439701,92,61,94
439738,,,353
439738,,,353
439738,,,353
439747,,,105
439747,,,105
439774,,,35
439774,,,35
439783,,,186
439783,,,79
439783,,,75
439783,,,4
439783,,,107
439792,0,170,255
439792,0,170,255
439792,0,170,255
439817,25,39,67
439817,25,39,67
439844,,,60
439844,,,60
439862,3,20,44
439862,3,18,43
439862,3,14,43
439862,0,4,0
439862,0,2,1
439871,,,87
439871,,,87
439899,,,63
439899,,,63
439899,,,61
439899,,,2
439905,,,321
439905,,,321
439914,,,22
439914,,,22
439932,,,23
439932,,,23
439969,,,154
439969,,,31
439969,,,31
439969,,,123
439978,,,55
439978,,,55
439996,,,84
439996,,,84
440004,,,22
440004,,,22
440031,7,25,502
440031,7,25,502
440059,,,702
440059,,,702
440077,,,5
440077,,,5
440101,,,169
440101,,,169
440174,,,80
440174,,,80
440174,,,80
440217,,,30
440217,,,30
440217,,,30
440226,,,51
440226,,,51
440262,,,144
440262,,,144
440271,,,45
440271,,,45
440271,,,45
440323,,,102
440323,,,102
440323,,,102
440332,,,184
440332,,,184
440332,,,184
440341,0,103,564
440341,0,103,564
440341,0,103,563
440341,0,0,1
440396,2,8,168
440396,0,0,146
440396,0,0,138
440396,0,0,8
440396,2,8,22
440402,502,1137,1096
440402,502,1137,1096
440402,232,830,495
440402,270,307,601
440411,5,7,59
440411,5,7,59
440420,16,14,36
440420,15,14,26
440420,15,14,26
440420,1,0,10
440457,30,7,21
440457,30,7,21
440457,30,7,21
440466,27,5,7
440466,27,5,7
440466,27,5,7
440651,,,1005
440651,,,1005
440651,,,1005
440721,,,250
440721,,,250
440721,,,250
440730,,,454
440730,,,454
440730,,,454
440749,88,41,118
440749,88,41,118
440749,74,32,23
440749,14,9,95
440758,120,30,12
440758,120,30,12
440758,120,30,12
440767,156,51,38
440767,156,51,38
440767,156,51,37
440767,0,0,1
440776,0,3,24
440776,0,3,24
440776,0,3,24
440794,11,52,466
440794,11,52,466
440794,9,47,390
440794,2,5,76
440819,,,75
440819,,,75
440828,0,165,957
440828,0,164,748
440828,0,164,740
440828,0,0,8
440828,0,1,209
440855,,,119
440855,,,119
440873,,,770
440873,,,770
440873,,,770
440882,,,138
440882,,,138
440882,,,138
440891,,,144
440891,,,144
440891,,,144
440916,,,561
440916,,,561
440925,1,26,14
440925,1,26,14
440925,1,26,14
440952,,,238
440952,,,238
440989,,,631
440989,,,631
441016,,,373
441016,,,373
441025,0,150,471
441025,0,150,471
441025,0,150,471
441052,,,1067
441052,,,1067
441052,,,1067
441070,,,141
441070,,,141
441070,,,117
441070,,,24
441089,,,479
441089,,,479
441089,,,479
441104,7,11,262
441104,7,11,262
441131,,,300
441131,,,300
441168,,,76
441168,,,76
441210,,,192
441210,,,192
441210,,,192
441229,,,767
441229,,,767
441229,,,636
441229,,,131
441238,0,0,92
441238,0,0,92
441256,,,67
441256,,,67
441308,1029,0,60
441308,1029,0,60
441317,,,22
441317,,,22
441317,,,22
441362,,,286
441362,,,286
441371,,,274
441371,,,274
441371,,,274
441380,,,153
441380,,,153
441405,,,28
441405,,,28
441414,,,219
441414,,,219
441414,,,219
441423,,,316
441423,,,316
441423,,,316
441478,197,59,0
441478,101,0,0
441478,101,0,0
441478,96,59,0
441487,,,150
441487,,,150
441487,,,150
441496,,,161
441496,,,161
441502,,,384
441502,,,384
441511,930,8,38
441511,730,7,18
441511,730,7,18
441511,200,1,20
441548,,,111
441548,,,111
441575,,,646
441575,,,646
441593,,,39
441593,,,39
441593,,,39
441609,,,105
441609,,,105
441609,,,105
441618,,,20
441618,,,20
441636,,,376
441636,,,376
441636,,,376
441645,,,139
441645,,,139
441663,,,311
441663,,,311
441672,10,0,56
441672,10,0,56
441672,10,0,56
441690,,,369
441690,,,347
441690,,,295
441690,,,52
441690,,,22
441706,,,133
441706,,,133
441742,,,811
441742,,,811
441742,,,811
441760,151,696,2021
441760,151,696,2021
441760,135,694,1765
441760,16,2,256
441779,,,66
441779,,,66
441788,,,539
441788,,,539
441830,,,84
441830,,,84
441858,0,13,206
441858,0,13,206
441858,0,13,206
441876,,,144
441876,,,144
441900,481,1355,1911
441900,481,1355,1911
441900,399,1300,1646
441900,82,55,265
441919,6,12,217
441919,6,12,217
441919,6,12,217
441928,3,64,430
441928,3,64,430
441928,3,64,430
441937,36,1459,5116
441937,36,1351,4968
441937,30,1351,4957
441937,6,0,11
441937,0,108,148
441973,0,431,340
441973,0,431,340
441973,0,431,340
441982,,,378
441982,,,378
441982,,,331
441982,,,47
442037,,,219
442037,,,219
442037,,,219
442046,,,393
442046,,,393
442046,,,393
442064,,,74
442064,,,74
442073,,,565
442073,,,565
442134,,,421
442134,,,421
442134,,,421
442161,110,43,170
442161,100,41,147
442161,100,41,147
442161,10,2,23
442204,,,72
442204,,,72
442213,,,60
442213,,,60
442222,0,265,111
442222,0,164,68
442222,0,164,68
442222,0,101,43
442240,,,263
442240,,,263
442295,0,22,226
442295,0,22,226
442329,,,857
442329,,,857
442356,436,385,779
442356,343,385,779
442356,335,379,681
442356,8,6,98
442356,93,0,0
442383,0,10,145
442383,0,10,145
442383,0,10,145
442392,0,162,0
442392,0,162,0
442408,,,184
442408,,,184
442408,,,184
442426,35,423,0
442426,35,423,0
442426,32,420,0
442426,3,3,0
442435,0,10,60
442435,0,10,60
442435,0,10,60
442523,,,79
442523,,,79
442523,,,79
442569,10168,,
442569,8541,,
442569,8439,,
442569,102,,
442569,1627,,
442602,5,110,319
442602,5,110,319
442602,5,110,319
442611,,,1307
442611,,,1307
442620,,,226
442620,,,226
442639,0,0,149
442639,0,0,37
442639,0,0,36
442639,0,0,1
442639,0,0,112
442657,,,185
442657,,,185
442718,107,122,87
442718,107,122,87
442718,107,122,86
442718,0,0,1
442727,,,225
442727,,,225
442781,,,276
442781,,,276
442781,,,262
442781,,,14
442790,0,16,80
442790,0,16,80
442790,0,16,80
442806,,,1810
442806,,,1810
442815,,,379
442815,,,379
442842,0,12,177
442842,0,12,34
442842,0,12,32
442842,0,0,2
442842,,,143
442879,371,0,581
442879,371,0,581
442879,371,0,581
442888,,,104
442888,,,104
442888,,,104
442897,58,4,0
442897,52,4,0
442897,52,4,0
442897,6,0,0
442930,13,5,863
442930,0,0,845
442930,0,0,845
442930,13,5,18
442949,,,64
442949,,,64
442949,,,61
442949,,,3
442967,,,121
442967,,,121
442967,,,121
442976,,,149
442976,,,149
442985,,,133
442985,,,133
443021,,,130
443021,,,130
443030,,,58
443030,,,58
443049,480,108,0
443049,280,21,0
443049,200,12,0
443049,80,9,0
443049,200,87,0
443058,30,0,39
443058,9,0,39
443058,9,0,8
443058,0,0,31
443058,21,0,0
443076,6,0,137
443076,6,0,137
443100,,,180
443100,,,180
443128,19,576,408
443128,19,576,408
443137,,,253
443137,,,253
443146,,,218
443146,,,218
443173,,,18
443173,,,18
443207,,,276
443207,,,276
443216,,,126
443216,,,126
443225,,,41
443225,,,41
443234,,,267
443234,,,267
443252,,,1374
443252,,,1374
443261,,,257
443261,,,257
443270,,,20
443270,,,20
443270,,,20
443289,,,281
443289,,,281
443298,,,48
443298,,,48
443322,,,293
443322,,,293
443331,0,493,1065
443331,0,493,1065
443331,0,492,1064
443331,0,1,1
443340,0,2,53
443340,0,2,39
443340,0,2,39
443340,,,14
443359,,,79
443359,,,79
443377,,,96
443377,,,96
443377,,,96
443395,0,16,52
443395,0,16,52
443395,0,16,52
443410,,,1062
443410,,,984
443410,,,976
443410,,,8
443410,,,78
443483,,,85
443483,,,85
443492,59,1169,710
443492,59,1169,710
443492,56,624,702
443492,3,545,8
443544,35,6,12
443544,35,6,12
443544,35,6,12
443562,,,828
443562,,,706
443562,,,706
443562,,,122
443571,,,63
443571,,,63
443571,,,63
443599,741,,
443599,494,,
443599,479,,
443599,15,,
443599,247,,
443623,,,487
443623,,,487
443623,,,487
443632,0,123,0
443632,0,123,0
443641,,,192
443641,,,192
443650,0,90,398
443650,0,90,398
443650,0,90,398
443669,,,258
443669,,,258
443678,,,77
443678,,,77
443696,0,2,24
443696,0,2,24
443696,0,2,24
443702,,,45
443702,,,45
443748,,,300
443748,,,300
443748,,,300
443766,1729,219,299
443766,1221,209,264
443766,1221,209,264
443766,508,10,35
443784,1611,302,264
443784,1232,286,235
443784,1232,286,235
443784,379,16,29
443827,,,222
443827,,,222
443827,,,222
443836,,,287
443836,,,287
443836,,,287
443854,0,21,269
443854,0,21,269
443854,0,21,269
443951,,,85
443951,,,85
443979,,,103
443979,,,103
444024,,,383
444024,,,383
444024,,,383
444042,0,331,1205
444042,0,331,1162
444042,0,331,1160
444042,0,0,2
444042,,,43
444051,,,88
444051,,,88
444088,,,375
444088,,,375
444088,,,375
444103,5,6,11
444103,5,6,11
444130,10916,,
444130,133,,
444130,133,,
444130,10783,,
444194,,,255
444194,,,255
444200,,,325
444200,,,325
444219,1065,1661,5773
444219,1065,1661,5773
444219,955,1624,5142
444219,110,37,631
444228,,,31
444228,,,31
444255,0,186,0
444255,0,186,0
444255,0,186,0
444264,,,243
444264,,,243
444282,,,67
444282,,,67
444291,,,94
444291,,,94
444307,,,86
444307,,,86
444316,,,125
444316,,,125
444325,,,64
444325,,,64
444334,,,22
444334,,,22
444334,,,22
444343,1,9,90
444343,1,9,90
444343,1,9,90
444361,,,98
444361,,,98
444361,,,98
444370,,,67
444370,,,67
444398,0,5,226
444398,0,5,226
444398,0,5,226
444404,,,42
444404,,,42
444413,,,124
444413,,,108
444413,,,108
444413,,,16
444440,,,68
444440,,,68
444468,,,14
444468,,,14
444486,,,398
444486,,,398
444510,,,131
444510,,,131
444529,,,94
444529,,,94
444547,5,0,8
444547,5,0,8
444556,,,385
444556,,,385
444556,,,385
444565,,,396
444565,,,396
444565,,,376
444565,,,20
444583,,,979
444583,,,979
444592,,,161
444592,,,161
444608,,,40
444608,,,40
444635,,,91
444635,,,91
444644,,,33
444644,,,33
444653,,,72
444653,,,72
444662,,,39
444662,,,39
444671,,,190
444671,,,190
444680,,,36
444680,,,36
444699,,,50
444699,,,50
444705,,,15
444705,,,15
444714,,,74
444714,,,74
444714,,,74
444732,,,153
444732,,,153
444769,,,86
444769,,,86
444778,65,37,10
444778,52,21,4
444778,52,21,3
444778,0,0,1
444778,13,16,6
444787,246,0,0
444787,246,0,0
444787,246,0,0
444796,,,81
444796,,,81
444811,,,71
444811,,,71
444857,,,58
444857,,,58
444866,,,111
444866,,,111
444893,,,192
444893,,,192
444909,,,8
444909,,,8
444927,0,126,50
444927,0,126,50
444927,0,126,50
444936,,,49
444936,,,49
444945,,,156
444945,,,156
444954,307,535,1239
444954,307,535,1239
444954,258,502,795
444954,49,33,444
444972,,,165
444972,,,165
444972,,,101
444972,,,64
444990,,,424
444990,,,424
444990,,,416
444990,,,8
445027,10091,,
445027,9048,,
445027,9038,,
445027,10,,
445027,1043,,
445054,,,28
445054,,,28
445090,1,10,399
445090,1,10,399
445090,1,10,399
445115,,,240
445115,,,240
445115,,,240
445133,37,241,156
445133,16,204,115
445133,16,204,115
445133,21,37,41
445188,0,191,7145
445188,0,191,6624
445188,0,191,6624
445188,,,521
445203,,,563
445203,,,563
445203,,,563
445212,,,292
445212,,,292
445230,4,42,709
445230,4,42,709
445230,4,42,709
445249,,,296
445249,,,296
445249,,,296
445258,,,262
445258,,,262
445258,,,262
445267,1415,436,2447
445267,1310,385,2258
445267,1127,375,213
445267,183,10,2045
445267,105,51,189
445300,36,27,103
445300,36,27,103
445300,36,27,103
445319,26,2,3
445319,24,2,3
445319,24,2,3
445319,2,0,0
445328,,,137
445328,,,137
445328,,,137
445346,,,1
445346,,,1
445346,,,1
445364,,,347
445364,,,347
445391,12,2,25
445391,12,2,25
445391,12,2,25
445434,0,85,269
445434,0,85,269
445434,0,85,269
445461,,,486
445461,,,486
445498,,,44
445498,,,44
445540,,,64
445540,,,64
445559,,,304
445559,,,304
445559,,,304
445577,,,230
445577,,,230
445638,,,59
445638,,,59
445647,,,111
445647,,,111
445656,,,162
445656,,,162
445692,,,442
445692,,,442
445692,,,442
445708,0,137,1964
445708,0,137,1964
445708,0,137,1964
445726,,,206
445726,,,206
445726,,,206
445735,0,269,1217
445735,0,269,116
445735,0,269,116
445735,0,0,1101
445744,0,200,208
445744,0,200,208
445744,0,200,208
445762,,,163
445762,,,163
445780,,,22
445780,,,22
445799,,,1460
445799,,,1460
445841,,,130
445841,,,130
445850,,,143
445850,,,143
445869,148,0,56
445869,148,0,56
445911,,,623
445911,,,623
445948,0,489,0
445948,0,489,0
445948,0,489,0
445957,,,217
445957,,,217
445984,,,70
445984,,,70
446002,,,88
446002,,,88
446039,,,30
446039,,,30
446048,0,42,1058
446048,0,42,1014
446048,0,42,1008
446048,0,0,6
446048,0,0,44
446084,,,141
446084,,,141
446093,,,133
446093,,,133
446093,,,133
446109,0,0,229
446109,0,0,229
446109,0,0,229
446118,,,160
446118,,,160
446127,,,241
446127,,,241
446127,,,241
446136,4,52,243
446136,4,52,243
446136,4,52,243
446163,10,18,16
446163,10,18,16
446163,10,18,16
446190,,,8
446190,,,8
446206,,,57
446206,,,57
446206,,,57
446224,,,64
446224,,,49
446224,,,49
446224,,,15
446233,52,0,219
446233,51,0,218
446233,51,0,214
446233,0,0,4
446233,1,0,1
446242,,,148
446242,,,148
446251,,,73
446251,,,73
446260,,,122
446260,,,122
446288,,,85
446288,,,85
446303,,,74
446303,,,74
446349,,,19
446349,,,19
446349,,,19
446385,0,212,0
446385,0,212,0
446385,0,212,0
446394,,,72
446394,,,44
446394,,,44
446394,,,28
446455,,,98
446455,,,98
446516,,,33
446516,,,33
446525,,,157
446525,,,157
446525,,,157
446534,,,18
446534,,,18
446552,,,1204
446552,,,1204
446552,,,1204
446561,12,0,1102
446561,12,0,961
446561,12,0,961
446561,0,0,141
446589,,,204
446589,,,204
446589,,,204
446598,0,11,0
446598,0,11,0
446598,0,10,0
446598,0,1,0
446604,,,1764
446604,,,1764
446604,,,1764
446613,3,0,32
446613,3,0,32
446613,3,0,32
446640,71,2552,369
446640,0,27,360
446640,0,27,347
446640,0,0,13
446640,71,2525,9
446668,0,81,17
446668,0,81,17
446668,0,81,17
446677,,,82
446677,,,82
446677,,,82
446729,4,0,0
446729,4,0,0
446729,4,0,0
446774,0,1013,4585
446774,0,1013,4585
446774,0,977,1023
446774,0,36,3562
446792,0,4,47
446792,0,4,47
446792,0,4,47
446808,0,29,57
446808,0,29,57
446808,0,29,57
446835,,,449
446835,,,449
446835,,,449
446844,,,156
446844,,,156
446844,,,156
446880,0,0,303
446880,0,0,303
446880,0,0,303
446996,,,65
446996,,,65
447014,139,5,91
447014,139,5,91
447014,139,5,91
447023,,,464
447023,,,464
447050,131,65,63
447050,56,9,7
447050,42,9,3
447050,14,0,4
447050,75,56,56
447102,,,179
447102,,,179
447102,,,178
447102,,,1
447120,,,146
447120,,,146
447120,,,146
447148,,,198
447148,,,198
447166,,,70
447166,,,70
447175,,,74
447175,,,74
447209,,,138
447209,,,138
447263,44,0,462
447263,44,0,462
447263,44,0,462
447272,0,280,195
447272,0,207,75
447272,0,207,75
447272,0,73,120
447290,,,184
447290,,,184
447290,,,184
447379,,,328
447379,,,328
447379,,,328
447403,,,689
447403,,,689
447421,86,91,100
447421,86,91,100
447421,86,91,100
447430,,,89
447430,,,89
447449,,,38
447449,,,38
447458,0,396,0
447458,0,396,0
447458,0,396,0
447467,,,72
447467,,,72
447476,0,9,1
447476,0,9,1
447476,0,9,1
447494,,,115
447494,,,115
447519,,,134
447519,,,134
447528,,,8
447528,,,8
447582,24,1226,192
447582,24,1226,192
447582,20,996,179
447582,4,230,13
447591,,,401
447591,,,401
447607,,,447
447607,,,447
447616,,,445
447616,,,445
447634,,,214
447634,,,214
447634,,,214
447689,59,180,11813
447689,59,180,11813
447689,53,176,11214
447689,6,4,599
447698,,,110
447698,,,110
447704,,,31
447704,,,31
447713,,,105
447713,,,105
447713,,,101
447713,,,4
447722,,,40
447722,,,40
447731,,,132
447731,,,132
447759,,,201
447759,,,201
447759,,,185
447759,,,16
447768,,,1425
447768,,,1425
447768,,,1425
447777,,,570
447777,,,570
447777,,,570
447795,,,12
447795,,,12
447801,,,36
447801,,,36
447810,0,0,282
447810,0,0,282
447847,,,173
447847,,,173
447847,,,61
447847,,,112
447865,,,27
447865,,,27
447874,,,311
447874,,,311
447883,,,74
447883,,,74
447892,,,141
447892,,,141
447908,,,25
447908,,,25
447917,,,28
447917,,,28
447935,,,362
447935,,,362
447935,,,362
447953,543,108,0
447953,448,108,0
447953,448,108,0
447953,95,0,0
447962,,,206
447962,,,206
447971,,,122
447971,,,122
447980,,,97
447980,,,97
447999,,,215
447999,,,215
447999,,,215
448008,,,21
448008,,,21
448017,,,35
448017,,,35
448026,,,104
448026,,,104
448035,,,73
448035,,,73
448044,,,6
448044,,,6
448071,,,196
448071,,,196
448123,,,95
448123,,,95
448150,,,62
448150,,,62
448196,,,132
448196,,,132
448220,,,76
448220,,,76
448239,,,118
448239,,,118
448239,,,118
448248,,,2425
448248,,,2425
448248,,,1157
448248,,,1268
448257,,,26
448257,,,26
448275,,,15
448275,,,15
