UNITID,TUITION1,TUITION2
238014,3144,3144
238032,7991,7992
238078,27000,27000
238193,26232,26232
238263,3911,3911
238324,21050,21050
238333,46596,46596
238397,3911,3911
238430,28212,28212
238458,29662,29662
238476,40265,40265
238573,27016,27016
238616,27640,27640
238661,27530,27530
238722,3911,3911
238759,3911,3911
238980,25410,25410
239008,3910,3910
239017,44544,44544
239071,13100,13100
239080,27860,27860
239105,38000,38000
239169,.,.
239220,3911,3911
239248,3911,3911
239309,33640,33640
239318,36270,36270
239372,3965,3965
239390,27280,27280
239424,.,.
239442,4305,4305
239460,3911,3911
239488,3911,3911
239512,31980,31980
239628,38842,38842
239637,.,.
239716,34766,34766
239743,25800,25800
239910,4002,4002
239929,15903,15903
240055,4750,4750
240107,25460,25460
240116,3900,3900
240125,3911,3911
240170,3476,3476
240189,6519,6519
240198,4171,4171
240213,.,.
240268,7361,7361
240277,6298,6298
240329,7585,7585
240338,27734,27734
240365,6422,6422
240374,6298,6298
240392,12560,12560
240417,7014,7014
240426,6535,6535
240444,9273,9273
240453,8091,8091
240462,6418,6418
240471,6428,6428
240480,6698,6698
240505,2136,2136
240514,2136,2136
240596,2136,2136
240620,2136,2136
240657,2136,2136
240666,2136,2136
240693,2136,2136
240727,2976,2976
240736,3300,3300
240745,3120,3120
240754,5040,5040
240790,3078,3078
241100,4536,4536
241128,4536,4536
241146,4632,4632
241191,5750,5750
241216,6780,6780
241225,5270,5270
241304,6420,6420
241331,6435,6435
241377,4392,4392
241386,4392,4392
241395,4680,4680
241410,4680,4680
241517,5895,5895
241614,3288,3288
241720,2040,2040
241739,4920,4920
241766,2520,2520
241793,.,.
241836,5100,5100
241951,2860,2860
242042,1080,1080
242112,6550,6550
242121,4932,4932
242130,6720,6720
242149,6720,6720
242556,1080,1080
242565,1080,1080
242583,1080,1080
242617,4392,4392
242626,4392,4392
242635,4392,4392
242644,4392,4392
242653,6588,6588
242662,4392,4392
242680,4392,4392
242699,4392,4392
242705,4392,4392
242723,.,.
242972,6120,6120
242981,6120,6120
243081,.,.
243106,1878,1878
243115,1904,1904
243133,1878,1878
243142,2815,2815
243151,1904,1904
243179,1878,1878
243188,1878,1878
243197,1878,1878
243203,2016,2016
243212,1878,1878
243221,1878,1878
243346,4920,4920
243443,4800,4800
243498,.,.
243568,6912,6912
243577,7488,7488
243586,4680,4680
243601,4920,4920
243638,4050,4050
243647,2640,2640
243665,4630,4630
243744,47331,47331
243780,9208,9208
243823,24696,24696
243832,5100,5100
243841,6720,6720
244233,11520,11520
244437,2181,2181
244446,2136,2136
245342,11781,11781
245421,11250,11250
245430,11250,11250
245625,4050,4350
245652,49758,49758
245731,7800,7800
245777,8600,8600
245838,20370,20370
245847,17820,17820
245865,.,.
245883,21600,21600
245892,18972,18972
245953,15912,15912
246345,.,.
246354,2108,5744
246789,.,.
246813,2136,2136
247065,12780,12780
247153,15768,15768
247162,.,.
247603,4200,6300
247649,52500,52500
247700,12960,12960
247773,6700,6700
247825,8400,8400
247834,1230,2460
247940,3744,3744
248846,30575,30575
248882,12960,12960
248934,14720,14720
249609,15089,15089
250027,8794,8794
250285,16520,16520
250744,19872,19872
251260,3510,3510
251312,17210,17210
260293,12244,12244
260372,4560,4560
260789,16117,16117
260813,17066,17066
260901,13356,13356
260910,15327,15327
260947,10400,10400
260956,.,.
260992,17280,17280
261861,11745,11745
262022,.,.
262031,2940,4470
262086,12000,12000
262129,5227,5227
262165,7040,7040
262332,13138,13138
363439,15000,15000
363590,11124,11124
363633,912,1248
363712,8000,8000
363721,.,.
363907,4392,4392
363916,4392,4392
363934,19937,19937
364016,2064,2064
364025,2064,2064
364122,4750,4750
364168,10277,10277
364973,13540,13540
365055,19656,19656
365204,15450,15450
365426,.,.
366003,6360,6360
366252,13590,13590
366261,12395,12395
366340,1820,1820
366368,.,.
366395,4770,4770
366401,1104,1104
366465,2136,2136
366535,15422,15422
366553,14940,14940
366571,3500,3500
366605,.,.
366711,5472,5472
366748,13872,13872
366793,.,.
367024,15327,15327
367103,9240,9240
367112,9000,9000
367194,27040,27040
367459,2250,3675
367839,8160,8160
367884,13200,13200
367936,13048,13048
367954,.,.
368443,15000,15000
368452,17700,17700
368911,2136,2136
369002,.,.
369455,20950,20950
369516,13810,13810
369659,.,.
369862,10440,10440
369905,16215,16215
371052,15290,15290
372329,12600,12600
372921,12503,12503
372958,17162,17162
373058,11470,11470
373085,11592,11592
374024,.,.
374972,15421,15421
375230,8000,8000
375416,15544,15544
375489,11592,11592
375568,6190,6190
375841,12617,12617
376224,5895,5895
376321,6600,6600
376330,9514,9514
376695,3500,3500
377111,15013,15013
377449,15750,15750
377458,16200,16200
377546,18975,18975
377555,9694,9694
377564,9694,9694
377652,13986,13986
378576,8955,8955
380094,15572,15572
380359,2660,2660
380368,4768,4768
380377,4032,4032
380438,13441,13441
380465,11433,11433
381352,.,.
381459,.,.
381529,3523,3523
381732,9800,9800
382063,5884,5884
382504,14320,14320
382771,9000,9000
382911,2310,3720
382957,13731,13731
383020,15330,15330
383190,3024,3024
383950,15980,15980
383996,1032,1368
384254,36172,36172
384306,.,.
384333,2064,2064
384342,4050,8100
384412,12984,12984
384421,11700,11700
385008,15302,15302
385503,24155,24155
385619,15600,15600
386153,8300,8300
386472,13000,13000
387660,14500,14500
388043,11412,11412
388520,6576,6576
389727,14382,14382
390701,11495,11495
392354,7500,7500
392840,21750,21750
395362,1104,1104
398130,14220,14220
399212,1104,1104
399869,16335,16335
399911,29372,29372
401223,5520,5520
401250,.,.
402776,22488,22488
403469,2656,8589
403478,2656,8589
403487,2656,8589
404222,.,.
404338,14160,14160
404365,11499,11499
404374,11399,11399
404383,11570,11570
404426,3060,3060
404499,15019,15019
404505,15692,15692
404514,14892,14892
404806,6420,6420
404994,13104,13104
405058,9600,9600
405854,12000,12000
405872,3168,4608
405997,11575,11575
406219,15000,15000
406547,11520,11520
407009,9200,9200
407285,14040,14040
407328,12560,12560
407610,3600,3600
407629,.,.
408039,11592,11592
408729,8794,8794
408844,12600,12600
409254,.,.
409315,2046,2330
409616,.,.
409698,5472,5472
410283,13536,13536
410496,16269,16269
410502,18648,18648
410520,11706,11706
411754,7800,7800
412599,16078,16078
413413,13536,13536
413617,6000,6000
413626,3696,3696
414461,8592,8592
414595,12357,12357
414823,30396,30396
414878,10592,10592
414911,3668,5684
414966,.,.
416801,4590,4590
417275,3710,3710
417318,11952,11952
417327,11520,11520
417734,16380,16380
417752,7800,7800
417886,9843,9843
417910,13500,14000
418126,14040,14040
418223,11400,11400
418782,7400,7400
418870,14417,14417
419031,3300,3300
419183,9820,9820
419341,12650,12650
419457,13056,13056
419703,7400,7400
419712,7400,7400
419721,7400,7400
420006,12729,12729
420024,16500,16500
420042,11579,11579
420307,14382,14382
420316,14382,14382
420325,6500,6500
420398,2108,5744
420431,2136,2136
420440,2760,2760
420495,14687,14687
420538,2256,2256
420556,3492,3492
420574,9200,9200
420705,.,.
420723,3420,3420
420866,13056,13056
421513,11592,11592
421708,15499,15499
421832,15973,15973
421841,30700,30700
421878,20400,20400
423643,.,.
423652,3564,3564
423980,12701,12701
425986,12051,12051
426314,8760,8760
427973,16520,16520
427982,16200,16200
428000,19400,19400
428170,17488,17488
428259,11880,11880
428268,13056,13056
428286,17389,17389
428392,3222,3222
428444,17316,17316
429085,.,.
429094,.,.
429128,7104,7104
430157,15750,15750
430166,15750,15750
430184,14040,14040
430485,25600,25600
430670,5400,5400
430704,13770,13770
430810,23490,23490
430883,9575,9575
430935,5860,5860
431123,9500,9500
431266,480,480
431309,7080,7080
431600,14620,14620
431929,6107,6107
431983,9300,9300
432223,11858,11858
432241,11734,11734
432348,.,.
432357,.,.
432384,16117,16117
432524,23190,23190
432533,18648,18648
433004,19908,19908
433174,11086,11086
433217,.,.
433387,5780,5780
433420,13590,13590
433536,12560,12560
433563,17940,17940
433660,4191,4191
434016,4050,4050
434061,3335,3335
434317,18568,18568
434432,15950,15950
434441,.,.
434539,11520,11520
434584,3480,3480
434672,2832,5328
434690,15750,15750
434715,.,.
434751,3120,3120
434812,15750,15750
434900,7080,7080
434937,9400,9400
434973,12349,12349
435000,8992,8992
436021,.,.
436094,13464,13464
436182,11178,11178
436191,11836,11836
436261,.,.
436304,3335,3335
436438,13464,13464
436465,7080,7080
436483,13428,13428
436553,6800,6800
436599,19980,19980
436614,10500,10500
436818,11224,11224
436827,11224,11224
436836,11224,11224
437060,11206,11206
437097,9360,9360
437103,3237,3237
437316,39700,39700
437325,12960,12960
437653,9655,9655
437750,14000,14000
438151,18021,18021
438212,9360,9360
438221,9684,9684
438498,14985,14985
438586,15290,15290
438647,10257,10257
438708,3360,3360
438735,16520,16520
438869,16605,16605
438902,12360,12360
439020,15330,15330
439057,13056,13056
439145,3393,3393
439190,3393,3393
439288,30396,30396
439297,11795,11795
439394,10675,10675
439446,17000,17000
439455,22854,22854
439613,11850,11850
439701,9960,9960
439738,14237,14237
439783,14994,14994
439792,14188,14188
439817,.,.
439862,4778,4778
439899,7980,7980
439914,.,.
439969,9850,9850
440004,.,.
440031,.,.
440059,16520,16520
440271,15866,15866
440341,17496,17496
440396,12100,12100
440402,2232,2232
440411,.,.
440420,12384,12384
440457,12038,12038
440466,11324,11324
440651,5196,5196
440749,6000,6000
440758,12960,12960
440767,13428,13428
440794,19800,19800
440819,19400,19400
440828,8400,8400
440873,11635,11635
440882,11856,11856
440891,10603,10603
440916,.,.
440925,13860,13860
441025,10296,10296
441070,1440,1440
441104,.,.
441131,.,.
441201,10440,10440
441229,21200,21200
441308,.,.
441478,11200,11200
441487,12912,12912
441496,16520,16520
441511,4800,4800
441609,11750,11750
441690,3720,3720
441706,6460,6460
441760,3168,3168
441788,16520,16520
441900,4403,4403
441919,13932,13932
441928,14382,14382
441937,5472,5472
441973,18648,18648
441982,46800,46800
442064,.,.
442161,11792,11792
442213,12500,12500
442222,13464,13464
442295,.,.
442356,25040,25040
442383,11250,11250
442392,.,.
442408,11542,11542
442435,9240,9240
442523,7500,7500
442569,6360,6360
442578,14040,14040
442639,12984,12984
442718,12960,12960
442745,16417,16417
442781,822,822
442790,12360,12360
442806,.,.
442842,9116,9116
442897,.,.
442949,20724,20724
443030,.,.
443049,7425,7425
443058,5850,5850
443076,.,.
443128,.,.
443270,17488,17488
443331,33100,33100
443340,11475,11475
443377,16216,16216
443395,9288,9288
443410,28800,28800
443492,3552,3552
443544,12079,12079
443562,5040,5040
443599,7800,7800
443623,13120,13120
443650,9252,9252
443702,.,.
443748,7662,7662
443766,14040,14040
443784,14040,14040
443854,11124,11124
444024,11124,11124
444042,6120,6120
444103,.,.
444130,10368,10368
444194,6595,6595
444219,0,0
444255,15000,15000
444398,5520,5520
444413,9200,9200
444547,10800,10800
444565,11988,11988
444583,11807,11807
444671,6480,6480
444699,.,.
444778,9360,9360
444927,17316,17316
444954,3888,3888
444972,15750,15750
444990,6900,6900
445027,10590,10590
445054,.,.
445090,14382,14382
445115,12786,12786
445124,14788,14788
445133,14163,14163
445188,11220,11220
445203,15428,15428
445249,15540,15540
445267,5510,5510
445300,12464,12464
445319,11974,11974
445391,12109,12109
445434,12729,12729
445559,11637,11637
445692,22950,22950
445708,30396,30396
445726,12429,12429
445735,33000,33000
445744,13479,13479
445762,16520,16520
445869,.,.
445920,14040,14040
446002,.,.
446039,.,.
446048,18332,18332
446127,12600,12600
446163,5400,5400
446224,19673,19673
446233,14250,14250
446251,8450,8450
446349,6000,6000
446385,23704,23704
446394,4368,4368
446446,16200,16200
446516,5815,5815
446525,24762,24762
446598,15240,15240
446604,10500,10500
446613,5148,5148
446640,23900,23900
446668,17316,17316
446677,18021,18021
446729,12540,12540
446774,288,288
446792,14088,14088
446808,14079,14079
446835,13505,13505
446844,13567,13567
446880,9000,9000
447050,11880,11880
447263,14649,14649
447272,13464,13464
447290,13896,13896
447360,25273,25273
447421,13916,13916
447458,23600,23600
447476,15000,15000
447582,3966,3966
447670,14040,14040
447689,3075,3075
447698,.,.
447801,.,.
447847,14575,14575
447935,11520,11520
447953,8320,8320
448284,10360,10360
448309,9360,9360
448345,14724,14724
448354,20400,20400
448567,11821,11821
448576,18648,18648
448585,12960,12960
448594,1380,1380
448600,12090,12090
448664,9540,9540
448673,9360,9360
448691,.,.
448734,13464,13464
448752,18021,18021
448761,18021,18021
448822,12540,12540
448840,4206,4206
448859,16216,16216
448886,9684,9684
449010,17496,17496
449038,14040,14040
449083,11952,11952
449092,11952,11952
449117,9684,9684
449126,10440,10440
449135,7080,7080
449144,7080,7080
449302,15000,15000
449339,6480,6480
449348,4200,4200
449481,.,.
449524,10940,10940
449612,14500,14500
449658,9350,9350
449700,15495,15495
449764,19500,19500
449834,7320,7320
449870,10512,10512
449889,.,.
449898,17234,17234
449922,.,.
449931,10200,10200
450003,10440,10440
450049,17388,17388
450058,13813,13813
450067,14196,14196
450085,17496,17496
450094,18648,18648
450191,13932,13932
450289,13986,13986
450298,14040,14040
450304,.,.
450377,14040,14040
450456,12221,12221
450465,14382,14382
450483,12012,12012
450526,13464,13464
450535,13464,13464
450544,13056,13056
450571,9360,9360
450766,34352,34352
450933,5040,5040
450942,.,.
450979,9000,9000
451060,13968,13968
451079,.,.
451130,.,.
451370,10400,10400
451398,11950,11950
451404,7600,7600
451413,26960,26960
451510,.,.
451556,13000,13000
451635,9125,9125
451662,16920,16920
451671,4206,4206
451699,12276,12276
451705,18021,18021
451741,5895,5895
451750,17145,17145
451769,14040,14040
451796,15300,15300
451820,17568,17568
451848,18648,18648
451857,15174,15174
451866,15882,15882
451875,13428,13428
451884,12960,12960
451909,13622,13622
452018,15444,15444
452027,17028,17028
452036,12468,12468
452045,12780,12780
452054,12328,12328
452063,13596,13596
452090,13464,13464
452106,900,900
452115,14382,14382
452124,16500,16500
452373,12780,12780
453163,14040,14040
453215,14040,14040
453455,14832,14832
453464,14832,14832
453473,14832,14832
453747,8460,8460
453756,16080,16080
454184,33870,33870
454227,18890,18890
454236,18900,18900
454245,18900,18900
454458,13810,13810
454582,11880,11880
454591,13500,13500
454616,16560,16560
454625,14382,14382
454689,3292,3292
454698,13029,13029
454740,8032,8032
454829,4050,4050
454838,.,.
454856,13840,13840
454883,10962,10962
455099,.,.
455114,2400,3600
455169,.,.
455178,.,.
455257,8200,8200
455390,15430,15430
455406,.,.
455433,.,.
455479,13952,13952
455512,1124,1124
455549,19872,19872
455558,20976,20976
455567,12344,12344
455585,14040,14040
455600,11952,11952
455619,12708,12708
455628,12736,12736
455655,9828,9828
455664,12450,12450
455707,17300,17300
455716,14382,14382
455770,27164,27164
455804,.,.
455813,.,.
455974,9492,9492
455992,.,.
456010,17496,17496
456056,14382,14382
456180,12611,12611
456205,9648,9648
456296,14388,14388
456302,13306,13306
456348,18112,18112
456454,12632,12632
456481,11340,11340
456490,10620,10620
456542,.,.
456579,9360,9360
456612,11592,11592
456621,14040,14040
456782,14040,14040
456791,11592,11592
456807,14040,14040
456816,14040,14040
456834,.,.
456940,12429,12429
456959,11896,11896
456977,11952,11952
457004,14832,14832
457022,12560,12560
457129,18900,18900
457226,9000,9000
457271,.,.
457350,.,.
457402,7200,7200
457411,16520,16520
457484,9960,9960
457493,13000,13000
457697,7000,7000
457767,12388,12388
457925,10750,10750
458034,9308,9308
458113,8000,8000
458140,14550,14550
458159,.,.
458210,33100,33100
458229,33100,33100
458256,14382,14382
458380,19872,19872
458405,9792,9792
458432,14400,14400
458441,9612,9612
458450,9288,9288
458469,6120,6120
458496,17496,17496
458502,16663,16663
458557,15000,15000
458575,19000,19000
458593,14382,14382
458681,18500,18500
458733,14040,14040
458779,14040,14040
458885,14040,14040
458919,14040,14040
458955,14040,14040
458964,14040,14040
458973,14040,14040
458982,17568,17568
458991,14040,14040
459082,.,.
459091,13500,13500
459107,15865,15865
459161,23487,23487
459204,24550,24550
459222,9000,9000
459259,17234,17234
459268,17234,17234
459310,6690,6690
459417,12610,12610
459444,9965,9965
459727,14400,14400
459736,.,.
459745,.,.
459824,33375,33375
459842,12560,12560
459851,12560,12560
459949,3434,3434
459994,14040,14040
460020,15195,15195
460039,11952,11952
460048,11592,11592
460075,9360,9360
460215,13932,13932
460349,14823,14823
460358,12360,12360
460376,9408,9408
460385,20269,20269
460394,1380,1380
460464,1380,1380
460473,15000,15000
460482,19872,19872
460613,11952,11952
460640,9419,9419
460677,6720,6720
460738,9120,9120
460747,24990,24990
460756,16633,16633
460774,14382,14382
460783,14811,14811
460817,9360,9360
460826,9720,9720
460835,9720,9720
460844,14382,14382
460853,14382,14382
460871,18900,18900
460899,18021,18021
460923,14382,14382
461014,10800,10800
461023,7800,7800
461032,5040,5040
461120,.,.
461139,.,.
461148,25332,25332
461157,30250,30250
461236,4800,4800
461281,9600,9600
461315,2400,2400
461485,.,.
461528,4080,4080
461643,9300,9300
461759,4920,4920
461795,11450,11450
461883,10080,10080
461953,10766,10766
462044,.,.
462354,24000,24000
465812,18021,18021
466152,12960,12960
466161,12960,12960
466170,12960,12960
466189,12960,12960
466514,14040,14040
466921,18900,18900
466930,18900,18900
467793,13500,13500
468006,.,.
468015,17568,17568
468024,17338,17338
468398,14400,14400
468723,6120,6120
469407,7080,7080
469416,7080,7080
470092,14868,14868
470162,11592,11592
474863,16812,16812
474881,10265,10265
474890,18021,18021
474906,18021,18021
474997,15331,15331
475033,.,.
475042,11592,11592
475060,10080,10080
475079,9000,9000
475121,13324,13324
475130,16564,16564
475185,1602,1602
475194,9288,9288
475200,12960,12960
475228,.,.
475273,16902,16902
475291,11950,11950
475352,14382,14382
475370,14382,14382
475398,9150,9150
475422,10500,10500
475477,11520,11520
475495,.,.
475510,.,.
475529,9450,9450
475565,4800,4800
475583,13810,13810
475592,12060,12060
475608,8280,8280
475617,14382,14382
475635,23220,23220
475644,7525,7525
475699,17604,17604
475732,18900,18900
475741,18900,18900
475811,.,.
475839,7800,7800
475866,12060,12060
476337,15750,15750
476355,19400,19400
476601,12400,12400
476692,9000,9000
476717,9140,9140
476975,8400,8400
477039,25860,25860
477950,18021,18021
477996,13428,13428
478005,13428,13428
478014,13428,13428
478634,18021,18021
479956,13174,13174
480064,10620,10620
480073,17262,17262
480082,17234,17234
480091,14040,14040
480107,14382,14382
480134,.,.
480143,35829,35829
480189,15950,15950
480198,12120,12120
480204,16117,16117
480301,.,.
480480,14832,14832
480499,4500,4500
480514,11400,11400
480569,12240,12240
480657,9360,9360
480781,7800,7800
480790,.,.
480815,14382,14382
480967,6600,6600
480985,6000,6000
481030,.,.
481058,2640,2640
481094,.,.
481155,13926,13926
481207,14400,14400
481225,4176,4176
481401,4800,4800
481410,9900,9900
481438,11000,11000
481599,19872,19872
481720,17297,17297
481766,9600,9600
481915,10440,10440
481988,12000,12000
482024,11952,11952
482149,6382,6382
482158,2608,2608
482185,17531,17531
482228,5160,5160
482255,16520,16520
482307,13428,13428
482316,13428,13428
482325,13428,13428
482334,13428,13428
482343,13428,13428
482361,12960,12960
482370,13428,13428
482398,13680,13680
482413,17052,17052
482422,17052,17052
482431,17052,17052
482440,17052,17052
482459,17052,17052
482468,17052,17052
482477,17052,17052
482486,17052,17052
482538,17052,17052
482547,17052,17052
482556,17052,17052
482565,17052,17052
482574,17052,17052
482583,17052,17052
482608,17052,17052
482617,17052,17052
482635,17052,17052
482653,17052,17052
482680,3648,3648
482699,2181,2181
482705,21550,21550
482927,9540,9540
482936,3152,3152
482954,11592,11592
482990,18880,18880
483018,34568,34568
483036,4174,4174
483045,2136,2136
483124,7885,7885
483212,3214,3214
483319,14382,14382
483504,19872,19872
483522,3240,3240
483586,13000,13000
483647,21000,21000
483780,13500,13500
483869,5554,5554
483975,.,.
483984,9120,9120
484181,35150,35150
484473,3358,3358
484613,11219,11219
484622,11911,11911
484631,11814,11814
484640,11483,11483
484668,11979,11979
484677,10711,10711
484686,12144,12144
484695,11956,11956
484701,11753,11753
484710,11461,11461
484729,12482,12482
484738,11779,11779
484747,10666,10666
484756,11964,11964
484765,11934,11934
484783,12073,12073
484835,5895,5895
484844,10000,10000
484862,10470,10470
484871,9000,9000
484905,7249,7249
484932,4120,4120
484978,14382,14382
485078,10592,10592
485111,5445,5445
485263,18021,18021
485272,20266,20266
485281,13428,13428
485290,.,.
485403,.,.
485421,5040,5040
485458,4005,4005
485519,8325,8325
485537,.,.
485546,8280,8280
485768,3588,3588
485856,12000,12000
485908,9000,9000
485999,9000,9000
486017,7050,7050
486026,9500,9500
486053,6080,6080
486080,.,.
486123,19800,19800
486196,8000,8000
486239,10200,10200
486257,4020,4020
486284,13500,13500
486354,8787,8787
486424,16000,16000
486433,.,.
486460,.,.
486488,17300,17300
486558,16520,16520
486576,7500,7500
486594,5280,5280
486840,4256,4256
486901,30250,30250
486938,18900,18900
486947,18900,18900
486956,18900,18900
486965,39600,39600
487010,9324,9324
487092,42600,42600
487162,2136,2136
487296,8297,8297
487302,23871,23871
487311,13065,13065
487320,4665,4665
487357,14832,14832
487366,14832,14832
487375,18880,18880
487384,13480,13480
487418,13480,13480
487436,13480,13480
487445,13480,13480
487463,13480,13480
487524,16050,16050
487603,11995,11995
487658,17531,17531
487667,19289,19289
487746,8250,8250
487843,16000,16000
487852,.,.
487968,17500,17500
487995,7500,7500
488004,11000,11000
488068,5880,5880
488077,7500,7500
488095,8500,8500
488101,11500,11500
488305,7488,7488
488314,9100,9100
488350,7700,7700
488387,.,.
488448,30240,30240
488527,.,.
488554,.,.
488572,.,.
488679,8697,8697
488730,2108,5744
488800,.,.
488819,45000,45000
488846,.,.
488907,.,.
488943,14359,14359
489104,12600,12600
489201,1104,1104
489256,10785,10785
489344,18900,18900
489353,18900,18900
489414,9900,9900
489779,13356,13356
489788,13356,13356
489858,.,.
489937,8850,8850
490009,31905,31905
