UNITID,EFFYLEV,EFYTOTLT,XEYTOTLM,EFYTOTLM,EFYTOTLW
228866,4,301,R,160,141
228875,1,10910,R,4435,6475
228875,2,9261,R,3714,5547
228875,4,1649,R,721,928
228884,1,952,R,594,358
228884,2,952,R,594,358
228909,1,2624,R,1133,1491
228909,4,2624,R,1133,1491
228981,1,1496,R,706,790
228981,2,1467,R,696,771
228981,4,29,R,10,19
229018,1,8588,R,3566,5022
229018,2,7119,R,3051,4068
229018,4,1469,R,515,954
229027,1,32621,R,16236,16385
229027,2,27364,R,13891,13473
229027,4,5257,R,2345,2912
229036,1,628,R,57,571
229036,2,628,R,57,571
229063,1,10271,R,4407,5864
229063,2,7720,R,3394,4326
229063,4,2551,R,1013,1538
229115,1,39532,R,21254,18278
229115,2,31494,R,17368,14126
229115,4,8038,R,3886,4152
229160,1,3062,R,1369,1693
229160,2,2293,R,1105,1188
229160,4,769,R,264,505
229179,1,18160,R,2271,15889
229179,2,11785,R,1498,10287
229179,4,6375,R,773,5602
229267,1,2545,R,1184,1361
229267,2,2298,R,1101,1197
229267,4,247,R,83,164
229300,1,5685,R,1900,3785
229300,2,946,R,147,799
229300,4,4739,R,1753,2986
229337,1,6834,R,1880,4954
229337,2,2513,R,362,2151
229337,4,4321,R,1518,2803
229355,1,15134,R,6235,8899
229355,2,15134,R,6235,8899
229416,1,2569,R,2479,90
229416,2,2569,R,2479,90
229425,1,285,R,8,277
229425,2,285,R,8,277
229504,1,6989,R,3082,3907
229504,2,6989,R,3082,3907
229522,1,222,R,28,194
229522,2,222,R,28,194
229540,1,5390,R,1854,3536
229540,2,5390,R,1854,3536
229656,1,353,R,9,344
229656,2,353,R,9,344
229780,1,7786,R,4016,3770
229780,2,5633,R,2965,2668
229780,4,2153,R,1051,1102
229799,1,7856,R,2983,4873
229799,2,7856,R,2983,4873
229814,1,11386,R,5009,6377
229814,2,8330,R,3689,4641
229814,4,3056,R,1320,1736
229832,1,4692,R,2245,2447
229832,2,4692,R,2245,2447
229841,1,10597,R,4700,5897
229841,2,10597,R,4700,5897
229887,1,1377,R,560,817
229887,2,1377,R,560,817
229957,1,82,R,5,77
229957,2,82,R,5,77
230010,1,1600,R,779,821
230010,2,1600,R,779,821
230038,1,39577,R,20847,18730
230038,2,35781,R,18575,17206
230038,4,3796,R,2272,1524
230047,1,3463,R,1429,2034
230047,2,3463,R,1429,2034
230056,1,264,R,68,196
230056,2,258,R,64,194
230056,4,6,R,4,2
230065,1,278,R,11,267
230065,2,278,R,11,267
230135,1,63,R,5,58
230135,2,63,R,5,58
230144,1,39,R,1,38
230144,2,39,R,1,38
230162,1,6024,R,3471,2553
230162,2,6024,R,3471,2553
230171,1,10945,R,5032,5913
230171,2,10945,R,5032,5913
230199,1,50,R,1,49
230199,2,50,R,1,49
230205,1,42,R,2,40
230205,2,42,R,2,40
230214,1,386,R,45,341
230214,2,386,R,45,341
230366,1,635,R,154,481
230366,2,635,R,154,481
230418,1,2986,R,1731,1255
230418,2,2986,R,1731,1255
230490,1,4372,R,2761,1611
230490,2,4372,R,2761,1611
230597,1,6020,R,2848,3172
230597,2,6020,R,2848,3172
230603,1,16174,R,6285,9889
230603,2,14451,R,5613,8838
230603,4,1723,R,672,1051
230621,1,329,R,97,232
230621,2,329,R,97,232
230630,1,267,R,137,130
230630,2,267,R,137,130
230676,1,2304,R,1423,881
230676,2,2304,R,1423,881
230728,1,35164,R,16043,19121
230728,2,29981,R,13942,16039
230728,4,5183,R,2101,3082
230737,1,43356,R,23872,19484
230737,2,43017,R,23645,19372
230737,4,339,R,227,112
230746,1,43197,R,21297,21900
230746,2,43197,R,21297,21900
230764,1,36949,R,20509,16440
230764,2,28297,R,15696,12601
230764,4,8652,R,4813,3839
230782,1,32760,R,15189,17571
230782,2,31790,R,14708,17082
230782,4,970,R,481,489
230807,1,3298,R,1477,1821
230807,2,2512,R,1118,1394
230807,4,786,R,359,427
230816,1,877,R,324,553
230816,2,758,R,284,474
230816,4,119,R,40,79
230834,1,3087,R,1290,1797
230834,2,2188,R,1053,1135
230834,4,899,R,237,662
230852,1,5832,R,3205,2627
230852,2,4680,R,2708,1972
230852,4,1152,R,497,655
230861,1,9497,R,3032,6465
230861,2,9497,R,3032,6465
230889,1,640,R,176,464
230889,2,236,R,77,159
230889,4,404,R,99,305
230898,1,950,R,413,537
230898,2,633,R,313,320
230898,4,317,R,100,217
230913,1,1904,R,602,1302
230913,2,1627,R,547,1080
230913,4,277,R,55,222
230931,1,1519,R,804,715
230931,2,1345,R,787,558
230931,4,174,R,17,157
230940,1,295,R,141,154
230940,2,295,R,141,154
230959,1,4749,R,2078,2671
230959,2,3849,R,1802,2047
230959,4,900,R,276,624
230977,1,450,R,247,203
230977,2,450,R,247,203
230995,1,4556,R,3458,1098
230995,2,3207,R,2554,653
230995,4,1349,R,904,445
231004,1,131,R,11,120
231004,2,131,R,11,120
231059,1,3123,R,1156,1967
231059,2,2094,R,955,1139
231059,4,1029,R,201,828
231068,1,466,R,151,315
231068,4,466,R,151,315
231077,1,401,R,182,219
231077,2,284,R,140,144
231077,4,117,R,42,75
231086,1,524,R,205,319
231086,2,524,R,205,319
231095,1,187,R,98,89
231095,2,187,R,98,89
231147,1,682,R,266,416
231147,4,682,R,266,416
231165,1,1955,R,1051,904
231165,2,1955,R,1051,904
231174,1,14832,R,6492,8340
231174,2,12804,R,5649,7155
231174,4,2028,R,843,1185
231280,1,105,R,14,91
231280,2,105,R,14,91
231411,1,1006,R,956,50
231411,2,1006,R,956,50
231420,1,904,R,430,474
231420,2,883,R,425,458
231420,4,21,R,5,16
231536,1,5834,R,2413,3421
231536,2,5834,R,2413,3421
231554,1,1245,R,513,732
231554,2,1223,R,506,717
231554,4,22,R,7,15
231581,1,1896,R,898,998
231581,2,1896,R,898,998
231624,1,9735,R,4297,5438
231624,2,6890,R,2993,3897
231624,4,2845,R,1304,1541
231651,1,9273,R,3565,5708
231651,2,3758,R,1458,2300
231651,4,5515,R,2107,3408
231688,1,46,R,4,42
231688,2,46,R,4,42
231697,1,6144,R,2969,3175
231697,2,6144,R,2969,3175
231712,1,5358,R,2295,3063
231712,2,5150,R,2241,2909
231712,4,208,R,54,154
231721,1,64,R,5,59
231721,2,64,R,5,59
231785,1,829,R,219,610
231785,2,829,R,219,610
231828,1,887,R,119,768
231828,2,887,R,119,768
231837,1,1174,R,222,952
231837,2,901,R,165,736
231837,4,273,R,57,216
231873,1,1806,R,750,1056
231873,2,1806,R,750,1056
231882,1,5007,R,2270,2737
231882,2,5007,R,2270,2737
231970,1,1304,R,519,785
231970,4,1304,R,519,785
232016,1,391,R,83,308
232016,2,391,R,83,308
232025,1,1704,R,840,864
232025,2,1595,R,788,807
232025,4,109,R,52,57
232043,1,2503,R,780,1723
232043,2,1482,R,493,989
232043,4,1021,R,287,734
232052,1,987,R,373,614
232052,2,987,R,373,614
232089,1,1396,R,764,632
232089,2,1396,R,764,632
232186,1,44713,R,20188,24525
232186,2,30789,R,14492,16297
232186,4,13924,R,5696,8228
232195,1,9520,R,3832,5688
232195,2,9520,R,3832,5688
232256,1,1112,R,1108,4
232256,2,1112,R,1108,4
232265,1,4858,R,1665,3193
232265,2,3877,R,1360,2517
232265,4,981,R,305,676
232308,1,1004,R,81,923
232308,2,674,R,13,661
232308,4,330,R,68,262
232414,1,16236,R,6496,9740
232414,2,16236,R,6496,9740
232423,1,23782,R,9717,14065
232423,2,21306,R,9001,12305
232423,4,2476,R,716,1760
232450,1,14135,R,5791,8344
232450,2,14135,R,5791,8344
232502,1,249,R,33,216
232502,2,249,R,33,216
232557,1,109921,R,45169,64752
232557,2,65425,R,27495,37930
232557,4,44496,R,17674,26822
232566,1,5947,R,1826,4121
232566,2,5256,R,1721,3535
232566,4,691,R,105,586
232575,1,9236,R,3466,5770
232575,2,9236,R,3466,5770
232609,1,3105,R,1155,1950
232609,2,2227,R,900,1327
232609,4,878,R,255,623
232618,1,214,R,16,198
232618,2,214,R,16,198
232672,1,2152,R,244,1908
232672,2,1621,R,142,1479
232672,4,531,R,102,429
232681,1,5226,R,1865,3361
232681,2,4761,R,1729,3032
232681,4,465,R,136,329
232706,1,4039,R,1280,2759
232706,2,2748,R,967,1781
232706,4,1291,R,313,978
232724,1,31,R,3,28
232724,2,31,R,3,28
232788,1,3671,R,1473,2198
232788,2,3671,R,1473,2198
232797,1,2169,R,480,1689
232797,2,2034,R,406,1628
232797,4,135,R,74,61
232867,1,6605,R,3341,3264
232867,2,6605,R,3341,3264
232885,1,576,R,52,524
232885,2,576,R,52,524
232919,1,942,R,859,83
232919,2,942,R,859,83
232937,1,5779,R,2023,3756
232937,2,5078,R,1839,3239
232937,4,701,R,184,517
232946,1,75858,R,36810,39048
232946,2,75858,R,36810,39048
232982,1,29109,R,13079,16030
232982,2,22680,R,10391,12289
232982,4,6429,R,2688,3741
233019,1,3322,R,1287,2035
233019,2,3322,R,1287,2035
233037,1,2114,R,697,1417
233037,2,2114,R,697,1417
233082,1,154,R,14,140
233082,2,154,R,14,140
233091,1,637,R,129,508
233091,2,637,R,129,508
233116,1,7595,R,3123,4472
233116,2,7595,R,3123,4472
233277,1,10513,R,4425,6088
233277,2,9379,R,4174,5205
233277,4,1134,R,251,883
233286,1,137,R,5,132
233286,2,137,R,5,132
233295,1,1601,R,718,883
233295,2,1601,R,718,883
233301,1,721,R,247,474
233301,2,702,R,240,462
233301,4,19,R,7,12
233310,1,4690,R,1737,2953
233310,2,4690,R,1737,2953
233329,1,546,R,103,443
233329,2,546,R,103,443
233338,1,2602,R,975,1627
233338,2,2602,R,975,1627
233356,1,647,R,46,601
233356,2,647,R,46,601
233374,1,5102,R,2199,2903
233374,2,3910,R,1755,2155
233374,4,1192,R,444,748
233408,1,341,R,28,313
233408,2,341,R,28,313
233426,1,2098,R,849,1249
233426,2,2098,R,849,1249
233480,1,25,R,7,18
233480,2,25,R,7,18
233541,1,5220,R,1678,3542
233541,2,2608,R,1010,1598
233541,4,2612,R,668,1944
233611,1,817,R,414,403
233611,2,817,R,414,403
233639,1,6271,R,2253,4018
233639,2,6271,R,2253,4018
233648,1,3545,R,1479,2066
233648,2,3545,R,1479,2066
233666,1,41,Z,0,41
233666,2,41,Z,0,41
233684,1,10079,R,4341,5738
233684,2,6917,R,3039,3878
233684,4,3162,R,1302,1860
233718,1,398,R,23,375
233718,2,394,R,23,371
233718,4,4,R,0,4
233754,1,13966,R,5748,8218
233754,2,13966,R,5748,8218
233772,1,37428,R,15616,21812
233772,2,37428,R,15616,21812
233842,1,189,R,70,119
233842,4,189,R,70,119
233897,1,3426,R,1126,2300
233897,2,3426,R,1126,2300
233903,1,3022,R,1176,1846
233903,2,3022,R,1176,1846
233921,1,34426,R,19775,14651
233921,2,26211,R,15153,11058
233921,4,8215,R,4622,3593
233949,1,11850,R,5646,6204
233949,2,11850,R,5646,6204
234030,1,34667,R,14534,20133
234030,2,26531,R,11402,15129
234030,4,8136,R,3132,5004
234076,1,27523,R,12551,14972
234076,2,18930,R,8508,10422
234076,4,8593,R,4043,4550
234085,1,1762,R,1573,189
234085,2,1762,R,1573,189
234119,1,70,R,15,55
234119,2,70,R,15,55
234137,1,409,R,271,138
234137,2,380,R,259,121
234137,4,29,R,12,17
234155,1,5073,R,2150,2923
234155,2,4542,R,1928,2614
234155,4,531,R,222,309
234164,1,2112,R,937,1175
234164,2,1626,R,693,933
234164,4,486,R,244,242
234173,1,1572,R,566,1006
234173,2,1572,R,566,1006
234191,1,188,R,71,117
234191,2,188,R,71,117
234207,1,2185,R,1129,1056
234207,2,1867,R,947,920
234207,4,318,R,182,136
234359,1,326,R,229,97
234359,2,326,R,229,97
234377,1,3916,R,1473,2443
234377,2,3916,R,1473,2443
234401,1,80,R,3,77
234401,2,80,R,3,77
234492,1,1654,R,912,742
234492,2,1654,R,912,742
234650,1,84,R,2,82
234650,2,84,R,2,82
234669,1,20975,R,9461,11514
234669,2,20975,R,9461,11514
234696,1,3623,R,1768,1855
234696,2,3623,R,1768,1855
234711,1,2944,R,1415,1529
234711,2,2944,R,1415,1529
234739,1,179,R,34,145
234739,2,179,R,34,145
234827,1,16547,R,7839,8708
234827,2,15296,R,7319,7977
234827,4,1251,R,520,731
234845,1,5310,R,2536,2774
234845,2,5310,R,2536,2774
234915,1,3176,R,1417,1759
234915,2,1382,R,649,733
234915,4,1794,R,768,1026
234924,1,186,R,11,175
234924,2,186,R,11,175
234933,1,15003,R,6711,8292
234933,2,15003,R,6711,8292
234951,1,6184,R,2238,3946
234951,2,6184,R,2238,3946
234979,1,8969,R,4265,4704
234979,2,8969,R,4265,4704
235024,1,734,R,266,468
235024,2,730,R,264,466
235024,4,4,R,2,2
235088,1,460,R,450,10
235088,2,460,R,450,10
235097,1,14349,R,6484,7865
235097,2,12580,R,5877,6703
235097,4,1769,R,607,1162
235103,1,13714,R,6642,7072
235103,2,13714,R,6642,7072
235149,1,14242,R,6487,7755
235149,2,14242,R,6487,7755
235158,1,242,R,57,185
235158,2,242,R,57,185
235167,1,5052,R,2237,2815
235167,2,4691,R,2121,2570
235167,4,361,R,116,245
235237,1,10420,R,4188,6232
235237,2,10420,R,4188,6232
235307,1,182,R,4,178
235307,2,182,R,4,178
235316,1,8289,R,3516,4773
235316,2,5187,R,2387,2800
235316,4,3102,R,1129,1973
235334,1,2917,R,1598,1319
235334,2,2917,R,1598,1319
235343,1,11880,R,6029,5851
235343,2,11880,R,6029,5851
235352,1,79,R,2,77
235352,2,79,R,2,77
235422,1,1429,R,410,1019
235422,2,947,R,256,691
235422,4,482,R,154,328
235431,1,10274,R,4117,6157
235431,2,10274,R,4117,6157
235501,1,572,R,307,265
235501,2,572,R,307,265
235547,1,1327,R,219,1108
235547,2,272,R,37,235
235547,4,1055,R,182,873
235583,1,291,R,20,271
235583,2,291,R,20,271
235671,1,5320,R,2885,2435
235671,2,5320,R,2885,2435
235699,1,4957,R,2110,2847
235699,2,4957,R,2110,2847
235750,1,4240,R,1548,2692
235750,2,4240,R,1548,2692
235954,1,36,R,2,34
235954,2,36,R,2,34
236018,1,143,R,36,107
236018,2,143,R,36,107
236072,1,10044,R,4246,5798
236072,2,10044,R,4246,5798
236133,1,1340,R,460,880
236133,2,994,R,329,665
236133,4,346,R,131,215
236188,1,10617,R,5237,5380
236188,2,10617,R,5237,5380
236212,1,1207,R,992,215
236212,2,1207,R,992,215
236230,1,3681,R,1362,2319
236230,2,3054,R,1158,1896
236230,4,627,R,204,423
236258,1,3281,R,1584,1697
236258,2,3281,R,1584,1697
236328,1,2822,R,1101,1721
236328,2,2520,R,1042,1478
236328,4,302,R,59,243
236382,1,7009,R,4932,2077
236382,2,7009,R,4932,2077
236452,1,2070,R,1029,1041
236452,2,1631,R,863,768
236452,4,439,R,166,273
236504,1,9750,R,6151,3599
236504,2,9750,R,6151,3599
236513,1,10231,R,4577,5654
236513,2,10231,R,4577,5654
236531,1,88,R,26,62
236531,2,88,R,26,62
236577,1,4630,R,1435,3195
236577,2,3467,R,1120,2347
236577,4,1163,R,315,848
236595,1,8433,R,3320,5113
236595,2,5187,R,2099,3088
236595,4,3246,R,1221,2025
236610,1,8951,R,4049,4902
236610,2,8951,R,4049,4902
236638,1,7993,R,3661,4332
236638,2,7993,R,3661,4332
236656,1,6997,R,2999,3998
236656,2,6997,R,2999,3998
236692,1,16883,R,7793,9090
236692,2,16883,R,7793,9090
236708,1,8222,R,3606,4616
236708,2,8222,R,3606,4616
236744,1,105,R,5,100
236744,2,105,R,5,100
236753,1,11102,R,4213,6889
236753,2,11102,R,4213,6889
236887,1,7553,R,4739,2814
236887,2,7553,R,4739,2814
236896,1,2107,R,965,1142
236896,2,1843,R,911,932
236896,4,264,R,54,210
236939,1,33328,R,16017,17311
236939,2,27313,R,13046,14267
236939,4,6015,R,2971,3044
236948,1,50374,R,23977,26397
236948,2,34486,R,16413,18073
236948,4,15888,R,7564,8324
236975,1,4556,R,1961,2595
236975,2,4556,R,1961,2595
237011,1,17291,R,7632,9659
237011,2,16084,R,7148,8936
237011,4,1207,R,484,723
237039,1,6112,R,2702,3410
237039,2,6112,R,2702,3410
237057,1,1562,R,653,909
237057,2,1562,R,653,909
237066,1,2860,R,1068,1792
237066,2,2427,R,922,1505
237066,4,433,R,146,287
237109,1,5917,R,2092,3825
237109,2,5917,R,2092,3825
237118,1,1286,R,665,621
237118,2,1149,R,614,535
237118,4,137,R,51,86
237127,1,33,Z,0,33
237127,2,33,Z,0,33
237136,1,311,R,179,132
237136,2,304,R,174,130
237136,4,7,R,5,2
237145,1,35,R,1,34
237145,2,35,R,1,34
237172,1,403,R,267,136
237172,2,403,R,267,136
237181,1,854,R,440,414
237181,2,826,R,425,401
237181,4,28,R,15,13
237215,1,1734,R,670,1064
237215,2,1734,R,670,1064
237242,1,127,R,111,16
237242,2,127,R,111,16
237303,1,164,R,54,110
237303,2,164,R,54,110
237312,1,3102,R,1721,1381
237312,2,2344,R,1319,1025
237312,4,758,R,402,356
237321,1,119,R,13,106
237321,2,119,R,13,106
237330,1,2957,R,1191,1766
237330,2,2456,R,1073,1383
237330,4,501,R,118,383
237358,1,918,R,385,533
237358,2,918,R,385,533
237367,1,4677,R,2027,2650
237367,2,4359,R,1927,2432
237367,4,318,R,100,218
237385,1,2269,R,1282,987
237385,2,2269,R,1282,987
237437,1,1297,R,371,926
237437,2,1297,R,371,926
237473,1,154,R,100,54
237473,2,154,R,100,54
237491,1,66,R,21,45
237491,2,66,R,21,45
237525,1,17613,R,7143,10470
237525,2,11018,R,4756,6262
237525,4,6595,R,2387,4208
237543,1,182,R,74,108
237543,2,182,R,74,108
237552,1,154,R,19,135
237552,2,154,R,19,135
237561,1,85,R,19,66
237561,2,85,R,19,66
237570,1,103,R,7,96
237570,2,103,R,7,96
237598,1,260,R,46,214
237598,2,260,R,46,214
237613,1,109,R,10,99
237613,2,109,R,10,99
237640,1,515,R,269,246
237640,2,463,R,240,223
237640,4,52,R,29,23
237686,1,3349,R,1317,2032
237686,2,3349,R,1317,2032
237701,1,1732,R,763,969
237701,2,1732,R,763,969
237729,1,222,R,74,148
237729,2,222,R,74,148
237783,1,1029,R,467,562
237783,2,776,R,355,421
237783,4,253,R,112,141
237792,1,4712,R,1901,2811
237792,2,4162,R,1757,2405
237792,4,550,R,144,406
237817,1,2096,R,780,1316
237817,2,2096,R,780,1316
237844,1,169,R,139,30
237844,2,169,R,139,30
237880,1,832,R,429,403
237880,4,832,R,429,403
237899,1,4040,R,1799,2241
237899,2,3852,R,1744,2108
237899,4,188,R,55,133
237905,1,52,R,7,45
237905,2,45,R,7,38
237905,4,7,Z,0,7
237932,1,2558,R,996,1562
237932,2,2342,R,931,1411
237932,4,216,R,65,151
237950,1,1497,R,883,614
237950,2,1497,R,883,614
237969,1,1625,R,695,930
237969,2,1434,R,648,786
237969,4,191,R,47,144
237978,1,120,R,30,90
237978,2,120,R,30,90
237987,1,237,R,60,177
237987,2,237,R,60,177
237996,1,702,R,105,597
237996,2,702,R,105,597
238005,1,83,R,13,70
238005,2,83,R,13,70
238014,1,2924,R,1088,1836
238014,2,2924,R,1088,1836
238032,1,32188,R,16400,15788
238032,2,24343,R,13115,11228
238032,4,7845,R,3285,4560
238078,1,1610,R,679,931
238078,2,1168,R,529,639
238078,4,442,R,150,292
238096,1,56,R,3,53
238096,2,56,R,3,53
238166,1,128,R,5,123
238166,2,128,R,5,123
238175,1,200,R,5,195
238175,2,200,R,5,195
238193,1,2427,R,72,2355
238193,2,1681,R,2,1679
238193,4,746,R,70,676
238263,1,20084,R,9170,10914
238263,2,19998,R,9148,10850
238263,4,86,R,22,64
238324,1,482,R,44,438
238324,2,435,R,43,392
238324,4,47,R,1,46
238333,1,1467,R,669,798
238333,2,1467,R,669,798
238397,1,3095,R,1263,1832
238397,2,3095,R,1263,1832
238430,1,3638,R,1263,2375
238430,2,2102,R,719,1383
238430,4,1536,R,544,992
238458,1,3915,R,1361,2554
238458,2,3255,R,1156,2099
238458,4,660,R,205,455
238476,1,3276,R,1491,1785
238476,2,3087,R,1419,1668
238476,4,189,R,72,117
238573,1,179,R,16,163
238573,2,175,R,16,159
238573,4,4,R,0,4
238616,1,9718,R,3001,6717
238616,2,4543,R,1629,2914
238616,4,5175,R,1372,3803
238661,1,4237,R,1168,3069
238661,2,2001,R,608,1393
238661,4,2236,R,560,1676
238722,1,16326,R,8616,7710
238722,2,16326,R,8616,7710
238759,1,13115,R,5904,7211
238759,2,13115,R,5904,7211
238786,1,98,R,6,92
238786,2,98,R,6,92
238810,1,77,R,6,71
238810,2,77,R,6,71
238980,1,4601,R,1832,2769
238980,2,3515,R,1484,2031
238980,4,1086,R,348,738
239008,1,4927,R,2335,2592
239008,2,4927,R,2335,2592
239017,1,1583,R,717,866
239017,2,1583,R,717,866
239071,1,1342,R,631,711
239071,2,1118,R,476,642
239071,4,224,R,155,69
239080,1,3243,R,886,2357
239080,2,1842,R,536,1306
239080,4,1401,R,350,1051
239105,1,11949,R,5607,6342
239105,2,8488,R,3998,4490
239105,4,3461,R,1609,1852
239169,1,1240,R,655,585
239169,4,1240,R,655,585
239220,1,4649,R,2009,2640
239220,2,4649,R,2009,2640
239248,1,21780,R,9568,12212
239248,2,21780,R,9568,12212
239309,1,629,R,226,403
239309,2,629,R,226,403
239318,1,3126,R,2313,813
239318,2,2825,R,2101,724
239318,4,301,R,212,89
239372,1,9611,R,4785,4826
239372,2,9611,R,4785,4826
239390,1,1596,R,72,1524
239390,2,828,R,2,826
239390,4,768,R,70,698
239424,1,103,R,89,14
239424,4,103,R,89,14
239442,1,1644,R,591,1053
239442,2,1644,R,591,1053
239460,1,8812,R,3567,5245
239460,2,8812,R,3567,5245
239488,1,12804,R,4997,7807
239488,2,12804,R,4997,7807
239512,1,597,R,293,304
239512,2,597,R,293,304
239628,1,810,R,402,408
239628,2,810,R,402,408
239637,1,96,R,88,8
239637,4,96,R,88,8
239716,1,2291,R,1005,1286
239716,2,2176,R,953,1223
239716,4,115,R,52,63
239743,1,1381,R,408,973
239743,2,509,R,175,334
239743,4,872,R,233,639
239877,1,85,R,4,81
239877,2,85,R,4,81
239910,1,3786,R,1735,2051
239910,2,3786,R,1735,2051
239929,1,1183,R,299,884
239929,2,1183,R,299,884
240055,1,17351,R,7857,9494
240055,2,17351,R,7857,9494
240107,1,7126,R,1510,5616
240107,2,2170,R,533,1637
240107,4,4956,R,977,3979
240116,1,8589,R,3968,4621
240116,2,8589,R,3968,4621
240125,1,11616,R,5792,5824
240125,2,11616,R,5792,5824
240170,1,5878,R,2667,3211
240170,2,5878,R,2667,3211
240189,1,14331,R,7001,7330
240189,2,12637,R,6287,6350
240189,4,1694,R,714,980
240198,1,4146,R,1515,2631
240198,2,4146,R,1515,2631
240213,1,97,R,23,74
240213,4,97,R,23,74
240240,1,185,R,27,158
240240,2,185,R,27,158
240268,1,11770,R,4582,7188
240268,2,10944,R,4285,6659
240268,4,826,R,297,529
240277,1,8169,R,2681,5488
240277,2,7719,R,2553,5166
240277,4,450,R,128,322
240329,1,11775,R,4960,6815
240329,2,10385,R,4553,5832
240329,4,1390,R,407,983
240338,1,1479,R,639,840
240338,2,1264,R,560,704
240338,4,215,R,79,136
240365,1,16289,R,6377,9912
240365,2,14287,R,5882,8405
240365,4,2002,R,495,1507
240374,1,5270,R,2436,2834
240374,2,4963,R,2337,2626
240374,4,307,R,99,208
240392,1,5157,R,1129,4028
240392,2,4560,R,993,3567
240392,4,597,R,136,461
240417,1,11079,R,5603,5476
240417,2,9288,R,5026,4262
240417,4,1791,R,577,1214
240426,1,3027,R,1145,1882
240426,2,2862,R,1096,1766
240426,4,165,R,49,116
240444,1,45931,R,22650,23281
240444,2,33400,R,16399,17001
240444,4,12531,R,6251,6280
240453,1,31328,R,14563,16765
240453,2,25552,R,12268,13284
240453,4,5776,R,2295,3481
240462,1,10072,R,6232,3840
240462,2,8727,R,5521,3206
240462,4,1345,R,711,634
240471,1,6751,R,2621,4130
240471,2,6126,R,2433,3693
240471,4,625,R,188,437
240480,1,10347,R,4748,5599
240480,2,9724,R,4591,5133
240480,4,623,R,157,466
240505,1,4960,R,2140,2820
240505,2,4960,R,2140,2820
240514,1,2790,R,1274,1516
240514,2,2790,R,1274,1516
240596,1,2421,R,1065,1356
240596,2,2421,R,1065,1356
240620,1,6320,R,2606,3714
240620,2,6320,R,2606,3714
240657,1,2383,R,938,1445
240657,2,2383,R,938,1445
240666,1,6731,R,4043,2688
240666,2,6731,R,4043,2688
240693,1,5347,R,2806,2541
240693,2,5347,R,2806,2541
240709,1,51,R,1,50
240709,2,51,R,1,50
240718,1,750,R,713,37
240718,2,750,R,713,37
240727,1,14306,R,6913,7393
240727,2,11301,R,5478,5823
240727,4,3005,R,1435,1570
240736,1,1635,R,523,1112
240736,2,1635,R,523,1112
240745,1,3214,R,1431,1783
240745,2,3214,R,1431,1783
240754,1,4591,R,1966,2625
240754,2,4233,R,1843,2390
240754,4,358,R,123,235
240790,1,1348,R,543,805
240790,2,1348,R,543,805
240879,1,540,R,164,376
240879,2,540,R,164,376
240985,1,600,R,205,395
240985,2,600,R,205,395
241100,1,843,R,446,397
241100,2,769,R,423,346
241100,4,74,R,23,51
241128,1,1119,R,502,617
241128,2,1056,R,493,563
241128,4,63,R,9,54
241146,1,1338,R,429,909
241146,2,1338,R,429,909
241182,1,924,R,282,642
241182,2,924,R,282,642
241191,1,1623,R,591,1032
241191,2,1517,R,568,949
241191,4,106,R,23,83
241216,1,1804,R,1334,470
241216,2,1686,R,1260,426
241216,4,118,R,74,44
241225,1,2221,R,745,1476
241225,2,1722,R,609,1113
241225,4,499,R,136,363
241304,1,2059,R,699,1360
241304,2,1889,R,651,1238
241304,4,170,R,48,122
241331,1,2091,R,385,1706
241331,2,579,R,95,484
241331,4,1512,R,290,1222
241377,1,2216,R,912,1304
241377,2,1841,R,813,1028
241377,4,375,R,99,276
241386,1,633,R,158,475
241386,2,566,R,143,423
241386,4,67,R,15,52
241395,1,1162,R,376,786
241395,2,748,R,286,462
241395,4,414,R,90,324
241410,1,8376,R,3297,5079
241410,2,5954,R,2480,3474
241410,4,2422,R,817,1605
241517,1,1210,R,308,902
241517,2,1210,R,308,902
241614,1,403,R,225,178
241614,2,318,R,187,131
241614,4,85,R,38,47
241720,1,1625,R,712,913
241720,2,1625,R,712,913
241739,1,15943,R,5689,10254
241739,2,13075,R,4722,8353
241739,4,2868,R,967,1901
241766,1,486,R,338,148
241766,2,440,R,307,133
241766,4,46,R,31,15
241793,1,621,R,265,356
241793,4,621,R,265,356
241836,1,1716,R,570,1146
241836,2,1616,R,552,1064
241836,4,100,R,18,82
241906,1,451,R,113,338
241906,2,451,R,113,338
241951,1,603,R,211,392
241951,2,603,R,211,392
242042,1,750,R,440,310
242042,2,750,R,440,310
242112,1,1901,R,811,1090
242112,2,1901,R,811,1090
242121,1,778,R,275,503
242121,2,778,R,275,503
242130,1,686,R,217,469
242130,2,686,R,217,469
242149,1,689,R,262,427
242149,2,689,R,262,427
242316,1,310,R,119,191
242316,2,310,R,119,191
242413,1,608,R,531,77
242413,2,608,R,531,77
242422,1,14853,R,6444,8409
242422,2,14853,R,6444,8409
242556,1,1108,R,643,465
242556,2,1108,R,643,465
242565,1,667,R,450,217
242565,2,667,R,450,217
242583,1,795,R,520,275
242583,2,795,R,520,275
242617,1,5473,R,2480,2993
242617,2,4664,R,2230,2434
242617,4,809,R,250,559
242626,1,5092,R,2297,2795
242626,2,4765,R,2185,2580
242626,4,327,R,112,215
242635,1,5044,R,1984,3060
242635,2,4531,R,1849,2682
242635,4,513,R,135,378
242644,1,2454,R,940,1514
242644,2,2386,R,923,1463
242644,4,68,R,17,51
242653,1,10514,R,4315,6199
