UNITID,EFFYLEV,EFYTOTLT,XEYTOTLM,EFYTOTLM,EFYTOTLW
119678,4,4179,R,3460,719
119775,1,586,R,393,193
119775,2,453,R,314,139
119775,4,133,R,79,54
119845,1,315,R,55,260
119845,2,315,R,55,260
119951,1,307,R,5,302
119951,2,307,R,5,302
120069,1,408,R,58,350
120069,2,408,R,58,350
120078,1,976,R,167,809
120078,2,976,R,167,809
120087,1,370,R,61,309
120087,2,370,R,61,309
120184,1,2229,R,645,1584
120184,2,1512,R,499,1013
120184,4,717,R,146,571
120254,1,2180,R,927,1253
120254,2,2178,R,926,1252
120254,4,2,R,1,1
120272,1,73,R,6,67
120272,2,73,R,6,67
120290,1,16861,R,8457,8404
120290,2,16861,R,8457,8404
120342,1,29075,R,14943,14132
120342,2,29075,R,14943,14132
120403,1,1243,R,401,842
120403,2,1154,R,380,774
120403,4,89,R,21,68
120421,1,10917,R,4874,6043
120421,2,10917,R,4874,6043
120537,1,2055,R,910,1145
120537,2,1438,R,652,786
120537,4,617,R,258,359
120661,1,1151,R,295,856
120661,2,1151,R,295,856
120698,1,1321,R,281,1040
120698,2,214,R,59,155
120698,4,1107,R,222,885
120768,1,1728,R,152,1576
120768,2,761,R,61,700
120768,4,967,R,91,876
120795,1,166,R,81,85
120795,4,166,R,81,85
120838,1,246,R,119,127
120838,2,23,R,16,7
120838,4,223,R,103,120
120865,1,1930,R,764,1166
120865,2,1902,R,758,1144
120865,4,28,R,6,22
120883,1,6952,R,3127,3825
120883,2,3973,R,1913,2060
120883,4,2979,R,1214,1765
120953,1,7158,R,5863,1295
120953,2,7158,R,5863,1295
120971,1,34340,R,18293,16047
120971,2,34340,R,18293,16047
121044,1,36283,R,16944,19339
121044,2,36283,R,16944,19339
121150,1,8500,R,3537,4963
121150,2,3698,R,1510,2188
121150,4,4802,R,2027,2775
121257,1,1094,R,472,622
121257,2,1094,R,472,622
121275,1,275,R,196,79
121275,2,275,R,196,79
121309,1,4621,R,1543,3078
121309,2,3062,R,1086,1976
121309,4,1559,R,457,1102
121345,1,1677,R,831,846
121345,2,1677,R,831,846
121363,1,5322,R,2101,3221
121363,2,5322,R,2101,3221
121433,1,146,R,11,135
121433,2,146,R,11,135
121619,1,46704,R,29346,17358
121619,2,46704,R,29346,17358
121628,1,107,R,59,48
121628,4,107,R,59,48
121637,1,129,R,4,125
121637,2,129,R,4,125
121691,1,6061,R,2709,3352
121691,2,3848,R,1709,2139
121691,4,2213,R,1000,1213
121707,1,6235,R,2837,3398
121707,2,6235,R,2837,3398
121859,1,241,R,13,228
121859,2,241,R,13,228
121868,1,153,R,3,150
121868,2,153,R,3,150
121886,1,28014,R,16067,11947
121886,2,28014,R,16067,11947
121901,1,27802,R,11975,15827
121901,2,27802,R,11975,15827
121983,1,470,R,147,323
121983,2,170,R,54,116
121983,4,300,R,93,207
121992,1,218,R,65,153
121992,2,218,R,65,153
122117,1,337,R,156,181
122117,2,79,R,39,40
122117,4,258,R,117,141
122126,1,216,R,25,191
122126,2,43,R,3,40
122126,4,173,R,22,151
122180,1,32814,R,14063,18751
122180,2,32814,R,14063,18751
122205,1,30330,R,13521,16809
122205,2,30330,R,13521,16809
122296,1,2030,R,487,1543
122296,2,851,R,159,692
122296,4,1179,R,328,851
122339,1,25862,R,12141,13721
122339,2,25862,R,12141,13721
122366,1,244,R,231,13
122366,2,244,R,231,13
122375,1,36580,R,17349,19231
122375,2,36580,R,17349,19231
122384,1,22005,R,12369,9636
122384,2,22005,R,12369,9636
122409,1,36451,R,16302,20149
122409,2,30960,R,14117,16843
122409,4,5491,R,2185,3306
122436,1,9267,R,4027,5240
122436,2,6166,R,2821,3345
122436,4,3101,R,1206,1895
122454,1,752,R,282,470
122454,2,541,R,202,339
122454,4,211,R,80,131
122506,1,395,R,190,205
122506,2,167,R,92,75
122506,4,228,R,98,130
122597,1,33538,R,14548,18990
122597,2,29787,R,13155,16632
122597,4,3751,R,1393,2358
122603,1,194,R,104,90
122603,4,194,R,104,90
122612,1,12353,R,4610,7743
122612,2,7469,R,2895,4574
122612,4,4884,R,1715,3169
122649,1,188,R,100,88
122649,4,188,R,100,88
122658,1,25070,R,10493,14577
122658,2,25070,R,10493,14577
122685,1,9189,R,2731,6458
122685,2,9189,R,2731,6458
122728,1,1439,R,584,855
122728,2,1286,R,532,754
122728,4,153,R,52,101
122746,1,12811,R,5595,7216
122746,2,12811,R,5595,7216
122755,1,34395,R,17561,16834
122755,2,27855,R,14541,13314
122755,4,6540,R,3020,3520
122791,1,13890,R,6826,7064
122791,2,13890,R,6826,7064
122834,1,863,R,252,611
122834,2,863,R,252,611
122852,1,247,R,50,197
122852,2,247,R,50,197
122889,1,25556,R,11735,13821
122889,2,25556,R,11735,13821
122931,1,9785,R,4911,4874
122931,2,5759,R,2907,2852
122931,4,4026,R,2004,2022
122977,1,43356,R,20165,23191
122977,2,43356,R,20165,23191
123013,1,32465,R,14673,17792
123013,2,32465,R,14673,17792
123095,1,657,R,180,477
123095,4,657,R,180,477
123165,1,1059,R,22,1037
123165,2,1023,R,5,1018
123165,4,36,R,17,19
123217,1,14544,R,6329,8215
123217,2,14544,R,6329,8215
123280,1,61,R,37,24
123280,2,48,R,28,20
123280,4,13,R,9,4
123299,1,12300,R,5253,7047
123299,2,12300,R,5253,7047
123341,1,24931,R,11287,13644
123341,2,24931,R,11287,13644
123350,1,169,R,16,153
123350,2,169,R,16,153
123396,1,103,R,7,96
123396,2,103,R,7,96
123448,1,197,R,95,102
123448,4,197,R,95,102
123457,1,1405,R,502,903
123457,2,1081,R,385,696
123457,4,324,R,117,207
123484,1,4281,R,2570,1711
123484,2,4281,R,2570,1711
123493,1,780,R,282,498
123493,2,780,R,282,498
123509,1,15862,R,7295,8567
123509,2,15862,R,7295,8567
123527,1,17811,R,7487,10324
123527,2,17811,R,7487,10324
123554,1,4639,R,1803,2836
123554,2,3105,R,1251,1854
123554,4,1534,R,552,982
123563,1,14284,R,6013,8271
123563,2,14284,R,6013,8271
123572,1,9926,R,3683,6243
123572,2,9053,R,3458,5595
123572,4,873,R,225,648
123633,1,831,R,364,467
123633,2,90,R,32,58
123633,4,741,R,332,409
123642,1,429,R,45,384
123642,2,429,R,45,384
123651,1,2864,R,958,1906
123651,2,2451,R,838,1613
123651,4,413,R,120,293
123679,1,1060,R,317,743
123679,2,1060,R,317,743
123800,1,24768,R,11492,13276
123800,2,24768,R,11492,13276
123855,1,123,R,114,9
123855,4,123,R,114,9
123916,1,105,R,32,73
123916,4,105,R,32,73
123943,1,471,R,123,348
123943,4,471,R,123,348
123952,1,542,R,324,218
123952,2,287,R,180,107
123952,4,255,R,144,111
123961,1,47765,R,22536,25229
123961,2,20543,R,10196,10347
123961,4,27222,R,12340,14882
123970,1,1097,R,471,626
123970,4,1097,R,471,626
124113,1,9261,R,5865,3396
124113,2,9261,R,5865,3396
124283,1,404,R,228,176
124283,4,404,R,228,176
124292,1,378,R,191,187
124292,2,378,R,191,187
124487,1,311,R,150,161
124487,2,275,R,138,137
124487,4,36,R,12,24
124681,1,1090,R,300,790
124681,2,1090,R,300,790
124706,1,1205,R,225,980
124706,2,1205,R,225,980
124779,1,21,R,1,20
124779,2,21,R,1,20
124937,1,1220,R,369,851
124937,2,1220,R,369,851
125028,1,19252,R,8411,10841
125028,2,19252,R,8411,10841
125037,1,122,R,49,73
125037,4,122,R,49,73
125082,1,176,R,29,147
125082,2,176,R,29,147
125091,1,16344,R,6992,9352
125091,2,16344,R,6992,9352
125170,1,12028,R,5196,6832
125170,2,12028,R,5196,6832
125231,1,83351,R,20407,62944
125231,2,13809,R,3388,10421
125231,4,69542,R,17019,52523
125310,1,45,R,14,31
125310,2,45,R,14,31
125462,1,4545,R,1920,2625
125462,2,4545,R,1920,2625
125471,1,18120,R,7343,10777
125471,2,18120,R,7343,10777
125499,1,14455,R,6776,7679
125499,2,14455,R,6776,7679
125532,1,2130,R,219,1911
125532,2,2130,R,219,1911
125718,1,150,R,138,12
125718,4,150,R,138,12
125727,1,1359,R,528,831
125727,2,1359,R,528,831
125763,1,2407,R,999,1408
125763,2,1709,R,748,961
125763,4,698,R,251,447
125897,1,1832,R,915,917
125897,2,1526,R,765,761
125897,4,306,R,150,156
126012,1,467,R,107,360
126012,4,467,R,107,360
126030,1,366,R,170,196
126030,4,366,R,170,196
126049,1,742,R,346,396
126049,4,742,R,346,396
126076,1,234,R,234,0
126076,2,234,R,234,0
126119,1,10244,R,4008,6236
126119,2,10244,R,4008,6236
126164,1,116,R,2,114
126164,2,116,R,2,114
126182,1,4336,R,2048,2288
126182,2,2685,R,1485,1200
126182,4,1651,R,563,1088
126207,1,7540,R,3094,4446
126207,2,7540,R,3094,4446
126289,1,14593,R,6278,8315
126289,2,14593,R,6278,8315
126359,1,642,R,74,568
126359,2,642,R,74,568
126401,1,306,R,87,219
126401,2,306,R,87,219
126562,1,30135,R,12757,17378
126562,2,18332,R,8320,10012
126562,4,11803,R,4437,7366
126580,1,16339,R,7664,8675
126580,2,13528,R,6425,7103
126580,4,2811,R,1239,1572
126605,1,436,R,406,30
126605,2,436,R,406,30
126614,1,37018,R,20505,16513
126614,2,30187,R,16683,13504
126614,4,6831,R,3822,3009
126669,1,10872,R,4021,6851
126669,2,10088,R,3771,6317
126669,4,784,R,250,534
126678,1,2416,R,1075,1341
126678,2,2322,R,1059,1263
126678,4,94,R,16,78
126687,1,1191,R,196,995
126687,2,1191,R,196,995
126702,1,1619,R,879,740
126702,2,1619,R,879,740
126711,1,8588,R,3822,4766
126711,2,8588,R,3822,4766
126748,1,1638,R,724,914
126748,2,1638,R,724,914
126775,1,6992,R,4713,2279
126775,2,4821,R,3493,1328
126775,4,2171,R,1220,951
126784,1,284,R,282,2
126784,2,284,R,282,2
126818,1,35449,R,17165,18284
126818,2,26719,R,12919,13800
126818,4,8730,R,4246,4484
126827,1,43755,R,16782,26973
126827,2,38580,R,14431,24149
126827,4,5175,R,2351,2824
126863,1,10529,R,4355,6174
126863,2,10529,R,4355,6174
126872,1,397,R,81,316
126872,2,397,R,81,316
126915,1,653,R,213,440
126915,2,653,R,213,440
126942,1,13616,R,5993,7623
126942,2,13616,R,5993,7623
126951,1,1638,R,1550,88
126951,2,1638,R,1550,88
126979,1,1115,R,634,481
126979,4,1115,R,634,481
127060,1,13722,R,5986,7736
127060,2,6151,R,2851,3300
127060,4,7571,R,3135,4436
127158,1,4891,R,3670,1221
127158,2,4891,R,3670,1221
127185,1,4123,R,2009,2114
127185,2,4086,R,2003,2083
127185,4,37,R,6,31
127200,1,30086,R,12941,17145
127200,2,30086,R,12941,17145
127219,1,44,R,7,37
127219,2,44,R,7,37
127228,1,190,R,11,179
127228,2,190,R,11,179
127273,1,366,R,162,204
127273,4,366,R,162,204
127316,1,407,R,67,340
127316,2,407,R,67,340
127389,1,996,R,451,545
127389,2,996,R,451,545
127556,1,10958,R,5052,5906
127556,2,10751,R,4988,5763
127556,4,207,R,64,143
127565,1,25417,R,11758,13659
127565,2,24868,R,11597,13271
127565,4,549,R,161,388
127617,1,2171,R,739,1432
127617,2,2171,R,739,1432
127653,1,1133,R,365,768
127653,2,516,R,186,330
127653,4,617,R,179,438
127680,1,357,R,169,188
127680,2,357,R,169,188
127714,1,1173,R,716,457
127714,2,1173,R,716,457
127732,1,2185,R,885,1300
127732,2,2185,R,885,1300
127741,1,14724,R,4891,9833
127741,2,10835,R,3968,6867
127741,4,3889,R,923,2966
127778,1,1847,R,805,1042
127778,2,1847,R,805,1042
127787,1,400,R,62,338
127787,2,400,R,62,338
127820,1,19020,R,8432,10588
127820,2,19020,R,8432,10588
127839,1,593,R,145,448
127839,2,593,R,145,448
127884,1,8916,R,4131,4785
127884,2,8916,R,4131,4785
127909,1,13682,R,6738,6944
127909,2,13682,R,6738,6944
127918,1,11390,R,4330,7060
127918,2,5548,R,2274,3274
127918,4,5842,R,2056,3786
127945,1,1369,R,476,893
127945,2,1345,R,469,876
127945,4,24,R,7,17
127954,1,94,R,5,89
127954,2,29,R,0,29
127954,4,65,R,5,60
128106,1,16565,R,4903,11662
128106,2,6683,R,3057,3626
128106,4,9882,R,1846,8036
128151,1,1342,R,630,712
128151,2,1342,R,630,712
128179,1,1381,R,1126,255
128179,2,1381,R,1126,255
128188,1,1314,R,549,765
128188,2,1314,R,549,765
128258,1,2291,R,1034,1257
128258,2,2291,R,1034,1257
128328,1,4112,R,3147,965
128328,2,4112,R,3147,965
128337,1,124,R,1,123
128337,2,124,R,1,123
128391,1,3821,R,1993,1828
128391,2,3268,R,1816,1452
128391,4,553,R,177,376
128498,1,2145,R,682,1463
128498,2,1658,R,549,1109
128498,4,487,R,133,354
128540,1,160,R,5,155
128540,2,160,R,5,155
128577,1,2388,R,1059,1329
128577,2,2388,R,1059,1329
128586,1,67,R,67,0
128586,2,67,R,67,0
128674,1,602,R,174,428
128674,2,602,R,174,428
128683,1,858,R,200,658
128683,2,858,R,200,658
128726,1,207,R,34,173
128726,2,207,R,34,173
128744,1,6770,R,2964,3806
128744,2,3351,R,1196,2155
128744,4,3419,R,1768,1651
128771,1,14280,R,7060,7220
128771,2,11213,R,5976,5237
128771,4,3067,R,1084,1983
128780,1,2507,R,805,1702
128780,2,2507,R,805,1702
128896,1,457,R,109,348
128896,2,457,R,109,348
128902,1,1976,R,755,1221
128902,2,1972,R,754,1218
128902,4,4,R,1,3
129002,1,505,R,314,191
129002,2,505,R,314,191
129020,1,29499,R,14657,14842
129020,2,20152,R,10097,10055
129020,4,9347,R,4560,4787
129154,1,5019,R,935,4084
129154,2,5019,R,935,4084
129181,1,1200,R,1136,64
129181,2,1200,R,1136,64
129215,1,5989,R,2729,3260
129215,2,5699,R,2629,3070
129215,4,290,R,100,190
129242,1,5901,R,2292,3609
129242,2,4398,R,1767,2631
129242,4,1503,R,525,978
129349,1,192,R,6,186
129349,2,192,R,6,186
129367,1,5227,R,1595,3632
129367,2,5227,R,1595,3632
129428,1,144,R,106,38
129428,4,144,R,106,38
129482,1,641,R,124,517
129482,2,641,R,124,517
129491,1,176,R,88,88
129491,4,176,R,88,88
129525,1,8842,R,4239,4603
129525,2,6085,R,3051,3034
129525,4,2757,R,1188,1569
129534,1,626,R,444,182
129534,2,176,R,110,66
129534,4,450,R,334,116
129543,1,7319,R,2854,4465
129543,2,7319,R,2854,4465
129695,1,9964,R,4532,5432
129695,2,9964,R,4532,5432
129729,1,9299,R,3946,5353
129729,2,9299,R,3946,5353
129756,1,4355,R,1790,2565
129756,2,4355,R,1790,2565
129774,1,790,R,440,350
129774,2,790,R,440,350
129808,1,5639,R,2348,3291
129808,2,5639,R,2348,3291
129923,1,687,R,296,391
129923,2,687,R,296,391
129932,1,710,R,683,27
129932,2,710,R,683,27
129941,1,7774,R,4037,3737
129941,2,5386,R,2744,2642
129941,4,2388,R,1293,1095
129969,1,389,R,83,306
129969,2,389,R,83,306
130004,1,8483,R,3630,4853
130004,2,8483,R,3630,4853
130040,1,2015,R,666,1349
130040,2,2015,R,666,1349
130110,1,143,R,49,94
130110,2,143,R,49,94
130174,1,4195,R,2818,1377
130174,2,4195,R,2818,1377
130183,1,15219,R,6181,9038
130183,2,14096,R,5767,8329
130183,4,1123,R,414,709
130217,1,2098,R,833,1265
130217,2,2098,R,833,1265
130226,1,10962,R,4203,6759
130226,2,7418,R,2918,4500
130226,4,3544,R,1285,2259
130253,1,9939,R,3267,6672
130253,2,5775,R,2065,3710
130253,4,4164,R,1202,2962
130314,1,3109,R,379,2730
130314,2,1124,R,34,1090
130314,4,1985,R,345,1640
130396,1,11003,R,4531,6472
130396,2,11003,R,4531,6472
130448,1,1009,R,142,867
130448,2,1009,R,142,867
130493,1,12356,R,4514,7842
130493,2,9286,R,3666,5620
130493,4,3070,R,848,2222
130509,1,816,R,75,741
130509,2,816,R,75,741
130581,1,138,R,44,94
130581,4,138,R,44,94
130590,1,2590,R,1331,1259
130590,2,2434,R,1257,1177
130590,4,156,R,74,82
130606,1,5920,R,2627,3293
130606,2,5920,R,2627,3293
130624,1,583,N,233,350
130624,2,583,N,233,350
130697,1,3412,R,1551,1861
130697,2,3091,R,1403,1688
130697,4,321,R,148,173
130776,1,7094,R,3220,3874
130776,2,6423,R,2987,3436
130776,4,671,R,233,438
130785,1,12,R,1,11
130785,4,12,R,1,11
130794,1,14107,R,6988,7119
130794,2,7150,R,3494,3656
130794,4,6957,R,3494,3463
130837,1,46,R,7,39
130837,2,46,R,7,39
130873,1,686,R,39,647
130873,2,686,R,39,647
130907,1,18957,R,7167,11790
130907,2,18957,R,7167,11790
130934,1,4820,R,1808,3012
130934,2,4413,R,1638,2775
130934,4,407,R,170,237
130943,1,24551,R,10797,13754
130943,2,20498,R,8783,11715
130943,4,4053,R,2014,2039
130989,1,2605,R,1294,1311
130989,2,692,R,286,406
130989,4,1913,R,1008,905
131061,1,178,R,6,172
131061,2,178,R,6,172
131098,1,1784,R,785,999
131098,2,1693,R,749,944
131098,4,91,R,36,55
131113,1,21374,R,8104,13270
131113,2,12169,R,4371,7798
131113,4,9205,R,3733,5472
131159,1,14882,R,5648,9234
131159,2,8666,R,3274,5392
131159,4,6216,R,2374,3842
131283,1,6997,R,3273,3724
131283,2,3561,R,1679,1882
131283,4,3436,R,1594,1842
131399,1,6178,R,2420,3758
131399,2,5754,R,2285,3469
131399,4,424,R,135,289
131405,1,126,R,87,39
131405,4,126,R,87,39
131450,1,1654,R,667,987
131450,2,1126,R,535,591
131450,4,528,R,132,396
131469,1,29735,R,12633,17102
131469,2,12039,R,5307,6732
131469,4,17696,R,7326,10370
131496,1,21817,R,10061,11756
131496,2,8719,R,3879,4840
131496,4,13098,R,6182,6916
131520,1,10492,R,3688,6804
131520,2,7203,R,2382,4821
131520,4,3289,R,1306,1983
131803,1,1898,R,714,1184
131803,2,1330,R,493,837
131803,4,568,R,221,347
131830,1,55,R,32,23
131830,2,55,R,32,23
131876,1,2498,R,188,2310
131876,2,1796,R,64,1732
131876,4,702,R,124,578
131973,1,778,R,405,373
131973,4,778,R,405,373
132268,1,380,R,364,16
132268,2,380,R,364,16
132338,1,1747,R,777,970
132338,2,1747,R,777,970
132374,1,4654,R,3845,809
132374,2,4654,R,3845,809
132408,1,567,R,361,206
132408,2,537,R,337,200
132408,4,30,R,24,6
132471,1,9387,R,3301,6086
132471,2,4403,R,1740,2663
132471,4,4984,R,1561,3423
132602,1,4287,R,1787,2500
132602,2,4063,R,1703,2360
132602,4,224,R,84,140
132657,1,3242,R,1618,1624
132657,2,2186,R,1136,1050
132657,4,1056,R,482,574
132675,1,247,R,102,145
132675,2,247,R,102,145
132693,1,20692,R,8474,12218
132693,2,20692,R,8474,12218
132709,1,63024,R,25897,37127
132709,2,63024,R,25897,37127
132806,1,15,R,1,14
132806,2,15,R,1,14
132842,1,1475,R,340,1135
132842,2,589,R,167,422
132842,4,886,R,173,713
132851,1,10099,R,3861,6238
132851,2,10099,R,3861,6238
132879,1,220,R,118,102
132879,2,220,R,118,102
132903,1,74170,R,32973,41197
132903,2,63692,R,28683,35009
132903,4,10478,R,4290,6188
132976,1,289,R,82,207
132976,2,289,R,82,207
133021,1,2712,R,1016,1696
133021,2,2712,R,1016,1696
133155,1,881,R,377,504
133155,2,881,R,377,504
133386,1,20303,R,8130,12173
133386,2,20303,R,8130,12173
133465,1,1762,R,334,1428
133465,2,1511,R,279,1232
133465,4,251,R,55,196
133492,1,2278,R,869,1409
133492,2,2278,R,869,1409
133508,1,21180,R,8359,12821
133508,2,21180,R,8359,12821
133526,1,3650,R,1720,1930
133526,2,3650,R,1720,1930
133553,1,6263,R,5034,1229
133553,2,5629,R,4571,1058
133553,4,634,R,463,171
133650,1,11178,R,4108,7070
133650,2,9130,R,3363,5767
133650,4,2048,R,745,1303
133669,1,38224,R,16400,21824
133669,2,32087,R,13963,18124
133669,4,6137,R,2437,3700
133702,1,41069,R,16449,24620
133702,2,41069,R,16449,24620
133711,1,2840,R,1116,1724
133711,2,2840,R,1116,1724
133809,1,576,R,270,306
133809,2,576,R,270,306
133845,1,873,R,114,759
133845,2,873,R,114,759
133854,1,855,R,147,708
133854,2,855,R,147,708
133863,1,779,R,114,665
133863,2,779,R,114,665
133872,1,2533,R,548,1985
133872,2,2260,R,475,1785
133872,4,273,R,73,200
133881,1,7849,R,5194,2655
133881,2,3902,R,2763,1139
133881,4,3947,R,2431,1516
133942,1,79,R,7,72
133942,2,79,R,7,72
133951,1,66721,R,28858,37863
133951,2,55100,R,24043,31057
133951,4,11621,R,4815,6806
133960,1,1482,R,659,823
133960,2,1482,R,659,823
133979,1,1650,R,602,1048
133979,2,1569,R,587,982
133979,4,81,R,15,66
133997,1,483,R,220,263
133997,2,483,R,220,263
134024,1,249,R,77,172
134024,2,249,R,77,172
134079,1,3174,R,1077,2097
134079,2,2737,R,961,1776
134079,4,437,R,116,321
134097,1,44269,R,19916,24353
134097,2,35129,R,15883,19246
134097,4,9140,R,4033,5107
134112,1,7285,R,2135,5150
134112,2,7285,R,2135,5150
134130,1,57377,R,26259,31118
134130,2,36703,R,16559,20144
134130,4,20674,R,9700,10974
134149,1,918,R,209,709
134149,2,737,R,166,571
134149,4,181,R,43,138
134228,1,34,R,14,20
134228,2,34,R,14,20
134237,1,27777,R,19612,8165
134237,2,24698,R,17953,6745
134237,4,3079,R,1659,1420
134291,1,901,R,694,207
134291,2,901,R,694,207
134307,1,1408,R,1328,80
134307,2,1408,R,1328,80
134343,1,8157,R,3366,4791
134343,2,8157,R,3366,4791
134422,1,162,R,20,142
134422,2,162,R,20,142
134495,1,37959,R,16532,21427
134495,2,37959,R,16532,21427
134510,1,261,R,143,118
134510,2,261,R,143,118
134529,1,455,R,39,416
134529,2,455,R,39,416
134574,1,300,R,90,210
134574,2,300,R,90,210
134608,1,24729,R,9849,14880
134608,2,24729,R,9849,14880
134680,1,358,R,141,217
134680,2,358,R,141,217
134714,1,364,R,59,305
134714,2,364,R,59,305
134811,1,3313,R,1248,2065
134811,2,3220,R,1226,1994
134811,4,93,R,22,71
134945,1,5462,R,1700,3762
134945,2,4062,R,1344,2718
134945,4,1400,R,356,1044
135063,1,483,R,93,390
135063,2,483,R,93,390
135081,1,35462,R,10826,24636
135081,2,32937,R,10055,22882
135081,4,2525,R,771,1754
135124,1,964,R,182,782
135124,2,964,R,182,782
135142,1,479,R,13,466
135142,2,479,R,13,466
135160,1,4207,R,1545,2662
135160,2,4207,R,1545,2662
135179,1,1073,R,547,526
135179,2,1073,R,547,526
135188,1,6078,R,2382,3696
135188,2,6078,R,2382,3696
135267,1,1348,R,942,406
135267,2,1348,R,942,406
135276,1,889,R,540,349
135276,2,889,R,540,349
135294,1,1249,R,711,538
135294,2,1249,R,711,538
135337,1,254,R,23,231
135337,2,254,R,23,231
135364,1,1427,R,1041,386
135364,2,454,R,322,132
135364,4,973,R,719,254
135391,1,14939,R,5805,9134
135391,2,14939,R,5805,9134
135407,1,1712,R,900,812
135407,2,1712,R,900,812
135522,1,557,R,269,288
135522,2,557,R,269,288
135559,1,126,R,16,110
135559,2,126,R,16,110
135610,1,351,R,146,205
135610,2,234,R,100,134
135610,4,117,R,46,71
135647,1,1791,R,1391,400
135647,2,1791,R,1391,400
135717,1,91749,R,38886,52863
135717,2,91749,R,38886,52863
135726,1,18915,R,9180,9735
135726,2,12243,R,5920,6323
135726,4,6672,R,3260,3412
135735,1,3169,R,2461,708
135735,2,3169,R,2461,708
135771,1,712,R,157,555
135771,2,712,R,157,555
135939,1,52,R,21,31
135939,2,52,R,21,31
136066,1,895,R,523,372
136066,2,895,R,523,372
136109,1,210,R,13,197
136109,2,210,R,13,197
136145,1,1682,R,577,1105
136145,2,1682,R,577,1105
136172,1,18821,R,8192,10629
136172,2,16481,R,7387,9094
136172,4,2340,R,805,1535
136215,1,27202,R,8211,18991
